"","LoF","Missense","fisher_combine"
"LMBR1",0.49996572290589,0.168946966046749,0.211969356675706
"UNC50",1,0.139571999183049,0.414413647084667
"RAB5A",1,0.850410650994555,0.9882077294525
"ABCG8",0.323394686582673,1,0.626167211790689
"ZNF185",1,0.692659718626416,0.914503065123077
"INSL3",1,0.580052322064043,0.895970260646401
"HRASLS",0.656100487727125,0.659757560018849,0.932608342840944
"KLK3",1,0.463582736118815,0.819375726174838
"CCDC42",1,0.463643203982946,0.818773639070095
"STX7",1,1,1
"AKAP3",1,0.274320756383102,0.6278161474587
"CD68",1,0.366330010040098,0.695267224894141
"LMX1B",1,0.24839702466838,0.540864217903549
"SLC37A2",1,0.941203521715955,0.992387017410891
"IFITM5",0.624948586120971,0.742931000988231,0.889969382835211
"HDAC11",1,0.753902185202152,0.940015320123256
"WRNIP1",1,0.636264211208849,0.938073729406137
"CPLANE2",1,0.828421266383525,0.971780935166892
"PNLIP",1,1,1
"SIGLEC6",0.624948586120971,0.852803253611551,0.844175580019598
"UBA5",1,0.48927061105858,0.839020592405276
"SCAMP5",1,1,1
"PRR14",0.49996572290589,0.753572268690592,0.788646306268404
"CDK5RAP3",1,0.33506623450111,0.697198396114421
"ATP5F1E",1,0.343581477453416,0.710640220025029
"HLCS",1,0.738735904811904,0.950441857072156
"ATP5MG",1,0.663393375756918,0.935641484476972
"CCL18",1,0.575180032205979,0.893296110940384
"SFXN4",1,0.643489224907253,0.853968985956621
"KLRC2",1,0.242204767388374,0.494188588022581
"TTC39C",1,1,1
"MGST2",0.0753732407929943,0.680169680009547,0.0692106619968776
"SLF1",1,0.775665065917204,0.962272541922177
"PRR19",1,0.466778482801738,0.789740516681596
"TACC3",1,0.167218905767542,0.493697971767484
"SENP7",1,0.508039658599119,0.828926616972394
"RDH14",1,0.163206453347261,0.459057204472738
"HLTF",0.343581477453416,0.621122954306123,0.578927563478312
"PBOV1",1,0.580052322064043,0.93090398548101
"UGT1A6",0.624948586120971,0.540786832442564,0.629373737483922
"EREG",1,0.504056397908672,0.795249480903288
"GOLGA8R",1,0.790426842818286,0.976321144574422
"TECTB",0.624948586120971,0.286774891258801,0.433058673568633
"ZFP41",0.49996572290589,0.712912314246466,0.789840294452231
"CAMK1",1,0.671281421548141,0.909884116015868
"MS4A3",1,0.53707434079426,0.824155773211494
"NDUFAF7",0.624948586120971,0.660364139033745,0.730713094721935
"C16orf92",0.249948605513182,0.36913192253179,0.226767109948546
"CA3",1,0.122958367498073,0.311039795654091
"SAR1A",1,0.453012582262561,0.811723971790467
"SSR4",1,0.453012582262561,0.811723971790467
"STAM2",1,0.640674447313503,0.925034007255127
"LHCGR",1,0.807017949802739,0.988675324117914
"RTCA",1,0.797504531282211,0.977774292418902
"S100B",1,0.374914345456448,0.742726947614415
"KCNK5",1,0.598651409439518,0.887818344012603
"NXPE3",1,0.419956809484949,0.729582748212811
"TJP2",0.374914345456448,0.313024619166698,0.41145850710418
"LCE3E",1,0.306884083300837,0.728581547658693
"DNAJC27",1,0.279265468475509,0.520264558945022
"NDUFA8",1,1,1
"OVCA2",1,0.327326607051869,0.619227558113882
"RHBDD3",1,0.807017949802739,0.930963770681946
"GOLGA5",1,0.315045338780854,0.678934902959159
"CNFN",1,1,1
"ZNF22",1,0.290489185191165,0.555185543404722
"TMEM252",1,0.794436346672919,0.976447874957758
"RBM5",1,0.282184910298605,0.639203202428007
"SYT16",1,0.953349192461436,0.995505995470209
"PTPA",1,0.644163962012075,0.927468551740586
"INS-IGF2",1,0.677396576817389,0.941241454251128
"MAGEB3",1,0.0968704091381503,0.323002869320295
"NOX1",1,1,1
"NCR1",0.49996572290589,0.882811565257394,0.690866875850257
"PARL",1,0.280832420161138,0.56405659532327
"ARHGAP15",0.249948605513182,0.609281251686938,0.351794721280131
"OR7A5",0.078142440171197,0.80719255494291,0.161659231521963
"BRMS1",0.49996572290589,0.601268992051551,0.567571892117363
"SPRR1B",1,1,1
"CDK19",1,1,1
"ALKBH4",1,0.563209620744804,0.88655017441909
"HYPK",1,1,1
"PNPLA3",0.288927677347483,0.53741067000025,0.384475663084176
"TMEM101",1,0.800884839740239,0.978006908644283
"REEP4",0.249948605513182,0.805643328862497,0.579101503746459
"TRIM38",1,0.284034042232447,0.665029827737337
"CEMIP2",0.124948635472415,0.259517534332023,0.178773679785671
"TH",1,0.403360561127895,0.800893758364817
"IZUMO2",1,1,1
"ZNF679",1,0.222892845362134,0.556026853989937
"SC5D",1,1,1
"RHPN1",1,0.163801977527472,0.454691210152032
"DUSP3",1,1,1
"KPNA4",1,0.689783176325156,0.945953450698071
"ADAM23",1,0.3704839607875,0.73835420387745
"C17orf78",1,0.517809393935983,0.858604647086028
"OR8A1",1,0.907905902390628,0.990010419619196
"CD96",0.115071260231668,0.760520550416448,0.351177952779493
"POLR2F",1,1,1
"PSMD4",1,1,1
"AVEN",1,0.934627929695077,0.997785639860905
"PRSS57",0.308340347046863,0.171790584166184,0.394186433744984
"SERPINB1",0.624948586120971,0.457084134384117,0.566999842862057
"SETMAR",1,0.524837858823125,0.881013492817253
"TMEM99",1,0.523753348071732,0.862482663380773
"FILIP1L",1,0.33576110352474,0.700905615629946
"RAB43",1,0.844880919877187,0.987293696918403
"OSER1",1,0.779390949799889,0.993148271429138
"TMEM97",1,0.382965117097471,0.750539391576064
"WRAP53",1,0.201881732864053,0.524907290035761
"OR10R2",0.249948605513182,1,0.565294442551696
"TNFRSF10C",1,0.0977696348538368,0.255892694615191
"NLRP8",0.540920051756053,1,0.855260354909202
"CXorf65",1,0.327326607051869,0.692883917055591
"PDE6H",0.109254824845677,0.735571283537272,0.0639206462982458
"RBM48",0.249948605513182,0.282815534155128,0.185777229370671
"TNFRSF9",0.249948605513182,0.551580301949138,0.344008459599507
"TSPAN19",0.453012582262561,0.702934640498398,0.811723971790467
"PGM3",1,0.555161967809073,0.912410344376589
"PRC1",1,1,1
"PRR34",1,0.22638608576044,0.647654177534831
"NKD2",0.124948635472415,0.684371974659858,0.332091979924273
"ZNF511-PRAP1",1,0.306481758511623,0.668926179197872
"C12orf77",1,1,0.91872810145408
"OR5W2",1,0.919337220620442,0.996655577818306
"OR56B4",1,0.22150754173696,0.584112109606673
"LCN1",1,0.746128623575366,0.972661787995485
"BGN",1,0.850410650994555,0.9882077294525
"PQLC2",1,0.935053602374483,0.997815100543449
"CDX4",0.49996572290589,0.682932986271705,0.805156946147415
"GZMK",0.687435734853583,0.671281421548141,0.741590493945374
"TXNL4B",0.49996572290589,1,0.770818538887888
"TMEM31",1,1,1
"UNKL",1,0.835654393213573,0.985687913851216
"RBP5",0.179552779063125,0.938539927406111,0.361433519719177
"CENPS",1,0.0921421096335667,0.165539374243078
"TATDN1",0.49996572290589,0.806866108675594,0.822800534579875
"KIFAP3",1,0.920138410474357,0.986506995012852
"FADS6",0.687435734853583,0.399563071189212,0.688533923004749
"AEBP1",1,0.190750154631197,0.528612421176617
"MOSPD1",1,1,1
"PAGE5",1,0.169449515314737,0.470256335785729
"ZNF117",0.374914345456448,0.942699755294226,0.647769248245564
"LPL",1,1,1
"NFKBIA",1,0.311532467318572,0.674857742303005
"C15orf65",1,1,1
"MRPL49",0.374914345456448,0.745811931425154,0.503838865924669
"DENND1B",1,0.493244718207217,0.841845345006733
"UPP2",0.288927677347483,0.834896419123376,0.647654177534831
"ELSPBP1",1,1,1
"DNAJC4",1,0.555246517176367,0.85882596168871
"F2RL3",1,0.558537914083568,0.883848702565944
"EMB",1,0.614839645600369,0.93649000324279
"TDRP",1,0.252044810229997,0.599399959380465
"TMPRSS2",1,0.430040372182475,0.79294120124514
"IFNB1",0.361099136754314,0.468834153333482,0.625933173480767
"LYZL4",1,0.433802367091172,0.832207350295411
"NDNF",1,0.17522902850609,0.48041866823796
"SCRG1",1,0.626651069685691,0.919526098115949
"BLCAP",1,0.548673561199024,0.878015755442931
"CHCHD2",1,0.264818469903401,0.616685606265144
"STXBP5L",1,0.489901124023973,0.839470901916896
"TMPRSS11F",1,0.826287004592299,0.976626160801071
"EID1",1,0.850410650994555,0.9882077294525
"EFCAB1",1,0.214108315459529,0.581927221320286
"GINM1",1,0.478222746366475,0.827643274672876
"SPTSSA",1,1,1
"LRMDA",1,0.221523687418387,0.512750811595618
"TMEM174",1,0.439588915412768,0.800893758364817
"GPR82",1,0.607169854537894,0.910115250290789
"HBP1",1,0.434064642780303,0.79631841648805
"AC073610.3",1,0.624948586120971,0.91872810145408
"RAB14",1,0.624948586120971,0.91872810145408
"MRPS27",0.624948586120971,0.288299105483336,0.428451482914474
"GTF2A2",1,0.49996572290589,0.846549830033886
"TUSC2",1,0.49996572290589,0.846549830033886
"AMZ1",0.521838801441749,0.521838801441749,0.86124095666301
"AC090527.2",1,0.343581477453416,0.710640220025029
"AP000350.4",1,0.624611477337945,0.871295795579243
"ERLEC1",1,0.42442703695043,0.788167445317426
"BPIFB6",1,0.335745905536094,0.721880707678745
"BCL2L1",1,0.326506800083191,0.691967331766286
"P3H2",0.218653694808287,0.866217009564805,0.436876189161645
"SYT10",0.124948635472415,0.72959403889247,0.384823372622846
"TERT",1,0.935053602374483,0.997843781975496
"LRPAP1",0.49996572290589,0.717498002846241,0.764452429686532
"CFAP298",1,0.618350543625412,0.913019201708229
"RFPL4B",1,0.790112294406249,0.976247105800472
"SNAP91",1,0.349450560741443,0.716860498596848
"CFAP36",1,0.593176820895787,0.90074326463604
"OR51A7",1,0.735011940438998,0.973192514377217
"HIGD1A",1,0.548673561199024,0.878015755442931
"OR14J1",1,0.613889372240379,0.910613613196834
"NADSYN1",0.753821907775359,0.15335233981904,0.399796590421909
"ENPP1",0.49996572290589,0.292846563284871,0.38870988912216
"C20orf141",1,1,0.998994194900925
"RNASEK",1,0.700841883555098,0.949972233466967
"MRO",0.22638608576044,0.623721998185032,0.539409962718234
"OR2V1",0.624948586120971,0.308340347046863,0.399923388973863
"C1orf61",1,0.728034773259295,0.956461330161467
"FXN",1,0.662160430161269,0.935134353010782
"SLC22A3",0.49996572290589,0.785185271054184,0.819889780214164
"FBXO6",1,0.329796158164747,0.72168376543874
"PUS7",0.624948586120971,0.947258235572958,0.91872810145408
"TMEM244",1,1,1
"PSMB9",1,0.373139129197318,0.79631841648805
"ZNF891",1,0.31662015874264,0.680749951497388
"B4GALT7",0.49996572290589,0.933298126264335,0.766671314335321
"NMS",0.803511708884093,0.779390949799889,0.979290759934002
"FBXO4",0.49996572290589,0.326977583086257,0.525310086609888
"ZCCHC12",1,0.65109455497434,0.930479489983243
"SPIRE2",0.249948605513182,0.851154722375771,0.596502337109556
"TMEM74",1,0.634483587836162,0.956377636974819
"PGGHG",1,0.351781896019203,0.694830727985185
"HOXB13",0.49996572290589,1,0.846549830033886
"SPC24",1,0.677564555745743,0.96687400925855
"BRS3",1,0.882811565257394,0.99284829215045
"KRBOX4",1,0.262847494783438,0.614059397527189
"ZFAND2B",1,0.341302104554965,0.700729705939351
"TDP1",1,0.391843025723106,0.749829588648934
"SAG",1,1,1
"ERP29",1,0.478222746366475,0.830997460346747
"CLEC6A",0.22638608576044,0.863844684949002,0.562685648191034
"HNRNPCL1",1,1,1
"PIGL",0.124948635472415,0.423959788602128,0.257888334189147
"CCK",1,0.453012582262561,0.811723971790467
"NME1",0.000809944411209578,0.00717774254210809,0.0051690453622787
"RPS3A",1,0.237594075308389,0.579062291055581
"MMP26",0.49996572290589,0.126024852178363,0.201341930024058
"OR10X1",0.374914345456448,0.864978004884664,0.64505571279992
"CCDC167",1,0.748932362157805,0.965453653810556
"SLC43A3",1,0.779569222032426,0.973692709596637
"MTA3",1,0.147147590857097,0.429129340986114
"TRIML1",1,0.930477919192249,0.997516436105168
"S100A5",1,0.601400232185289,0.907209016133439
"ATRNL1",1,0.0659710311578698,0.269102405037934
"FAM83A",0.257987752443516,0.306945784170111,0.55776804426398
"CLIC1",1,0.503584627153769,0.849045445530767
"STK19",0.748932362157805,0.811608629968654,0.965453653810556
"TLCD1",1,0.619364135568714,0.95226173048374
"SLC25A2",1,0.351788563939645,0.63209751425181
"GLRX",1,0.607050407799402,0.910055640984723
"MED29",1,0.531408852407671,0.86737806331649
"PEF1",1,0.573284115605394,0.892244404085903
"NDUFV2",1,0.255257300314925,0.479933185255963
"ITGAX",0.218653694808287,0.863614394781019,0.551065495318603
"KRTAP1-1",1,0.327058949112609,0.692584888060324
"MC3R",1,0.805622595438784,0.979191971236704
"PRR5",1,0.435411717945461,0.797440545879423
"TVP23A",1,0.632478333180608,0.94802752377106
"HES5",1,1,1
"TMEM196",1,0.700841883555098,0.987293696918403
"PLOD2",1,0.805469575364482,0.986960902420118
"WDR55",0.288927677347483,0.0990731396037165,0.189642743230675
"FKBP10",1,0.477107096823176,0.803873395987791
"GPBAR1",1,1,1
"BLOC1S5",1,0.619364135568714,0.916077904443032
"CLEC1B",1,0.206776170913792,0.589122794316979
"PSAPL1",1,0.926896420691185,0.993585316374671
"GPR141",0.249948605513182,0.313253567433514,0.186736956668199
"DYRK3",1,0.938539927406111,1
"MTHFD2L",1,0.0971948141230124,0.310483341214578
"OR5D16",0.687435734853583,0.15768328143674,0.244500368278206
"ILDR2",1,0.0487445370505716,0.188693029015772
"SIRPB2",1,0.525861613095609,0.891490726894201
"ZRSR2",1,0.264455749846182,0.616203407720398
"HCRTR1",0.49996572290589,0.184726128150894,0.349558292038882
"GDF9",1,0.5891925543138,0.919446724816666
"FAM227B",0.423956360176555,0.87848889497915,0.762884177384415
"LDHAL6A",1,0.0809218380258413,0.284381313376916
"PLD2",1,0.614137896988611,0.920164407869396
"CRHBP",1,0.920915982974294,0.996787000517599
"NPB",1,0.891723282800286,0.993914249891955
"PUSL1",0.726487526564926,0.0516104333248863,0.110716761323106
"AVPR1A",0.507677603335609,0.627425076156145,0.739199162544624
"PLA2G7",0.301506990661404,0.899881158269265,0.643918039302767
"PTPRS",1,1,1
"NT5C3B",0.507677603335609,0.654792054569763,0.795396073078909
"VMA21",1,0.726487526564926,0.958624966694423
"GCN1",1,0.125429789463845,0.385823176744718
"LCN2",1,0.211708667831122,0.498070801694015
"TMEM176A",0.49996572290589,0.41254687794662,0.473451840071259
"BNIPL",1,0.780584185494174,0.958411532260276
"DCTPP1",1,0.729664509272479,0.959633184092623
"PRDX1",1,0.864008023615571,0.990302861668871
"AQP7",0.49996572290589,0.675570247256218,0.766671314335321
"GNA14",0.374914345456448,0.617496331661471,0.631861549937701
"ZDHHC2",1,0.677651885391334,0.941340848423706
"TUBE1",1,0.0598506716727707,0.228384335110529
"ERI1",1,0.218521790858339,0.548290059996297
"PRB4",0.252076534746613,0.018177665408872,0.0628301261369071
"ANKH",1,0.517856445844326,0.858635612071012
"ADORA2A",1,0.218327033221817,0.550568638648987
"ANKRD27",1,0.419064830703012,0.802888188487573
"CHUK",1,1,1
"MRGPRX2",1,0.145575696058112,0.426108662949542
"NMI",1,0.851579152640687,0.968916881862407
"FCRLA",1,0.462667525293898,0.844579885110448
"PSMB11",1,0.48792900854021,0.838059720819075
"COX4I1",1,0.359669561369955,0.727456704374129
"STATH",1,0.358967824226956,0.579062291055581
"CES2",1,0.723390623922122,0.957628790907592
"MORC1",0.249948605513182,0.764690997621228,0.45875717224533
"HSPB8",1,0.33041943939198,0.751811132891008
"C16orf46",0.726487526564926,0.641897601755014,0.869153256514582
"HIGD1B",1,0.395027052473872,0.819363109909967
"KCNA5",1,0.684371974659858,0.943749959036594
"DISP1",1,0.1109158348256,0.352860402816584
"ARIH2",1,0.760447646368871,0.968694721582946
"TPD52",1,0.675149843341185,0.940362625157974
"AC026464.3",1,0.359669561369955,0.727456704374129
"THSD7B",0.687435734853583,0.847030334605021,0.918202087124682
"ATOX1",1,1,1
"PCBD2",1,1,1
"LHPP",1,0.379028345536532,0.702101920176342
"STAMBPL1",1,0.941203521715955,0.998236577755816
"RPLP0",1,0.677396576817389,0.941241454251128
"MAP3K7",1,0.456019113354569,0.814094694676738
"PPDPF",1,1,1
"DNAL1",1,0.608170335627745,0.910613613196834
"PSMD9",1,0.361555791447301,0.729380568429388
"MFSD8",1,0.215695950757218,0.500583624765224
"ZNF774",1,1,0.999395057216123
"GPR75-ASB3",1,0.624948586120971,0.91872810145408
"AP000781.2",1,0.419956809484949,0.784312768418843
"SMPX",1,0.687435734853583,0.945077663757844
"KLF16",1,1,1
"CFAP157",0.14323102496824,0.517856445844326,0.375302701201928
"ATP6V1F",1,1,1
"ALG11",1,0.16597451164479,0.406848344475371
"OR13C3",1,0.669172829714721,0.921207211375214
"MASP1",1,0.705846335005488,0.93228462152035
"ERAL1",1,0.42442703695043,0.737009234021423
"CAVIN3",1,0.0261491392008882,0.12143500752823
"SMYD3",1,0.202608680727447,0.567127343277119
"STAC2",0.624948586120971,0.952882652318823,0.870529011817401
"KRTAP13-2",1,0.325048477679648,0.690331763319865
"TSPAN4",0.49996572290589,1,0.825051658336201
"INHBA",1,0.208950600305027,0.536095657486813
"LFNG",1,0.536091571711679,0.898611051636678
"HEPN1",1,0.677396576817389,0.941241454251128
"SPA17",1,0.748932362157805,0.965453653810556
"CCDC33",0.774321289231259,0.278012574865402,0.582302553661734
"SMIM7",1,0.507677603335609,0.851836653204519
"BRIX1",1,1,1
"CCDC150",0.382965117097471,0.747886078492233,0.55259639080321
"IL17RA",1,0.0774411447921513,0.275553950839071
"CDIP1",1,0.206396164944425,0.532080608725015
"NINJ1",1,0.261607248534251,0.612399273038181
"MPV17",1,1,1
"SYCN",1,1,1
"KIF12",1,1,1
"CTSV",1,0.776131146968995,0.949939989149229
"DNAI1",1,0.745931209541697,0.974905949308604
"FGF1",1,0.662243653861249,0.935168656535843
"MRPL32",1,0.168946966046749,0.44301330558575
"UPK3B",0.753821907775359,0.280105337863988,0.590883759993904
"CPLX3",1,0.748932362157805,0.965453653810556
"PGK1",1,1,1
"SEMA4B",0.49996572290589,0.718344438298168,0.698492627959188
"CHMP2B",1,0.790966486423963,0.941189969825472
"ZNF106",1,0.875405962891396,0.991870949060586
"RAD51AP1",1,0.558997285117258,0.884116066459156
"GMNN",1,0.770506130384851,0.971382986725751
"SPSB2",0.687435734853583,0.693424516858851,0.701635765427271
"GZMB",1,0.790112294406249,0.989155275886078
"MEOX1",1,0.186222949051922,0.433709165419684
"PHLDA2",1,0.098449666040823,0.24244939289214
"ZNF232",0.49996572290589,0.324854100713116,0.393335506638886
"MARCKSL1",1,0.472656634722584,0.826858939730991
"SLC10A3",1,1,1
"CAPS2",1,0.258318813019736,0.560892438177191
"SLC17A4",0.103422448454759,0.268552111023847,0.326014478310241
"OTOR",1,1,0.9882077294525
"RTP2",1,0.726882145100948,0.92523706620967
"PNMA5",1,0.611805103982349,0.880226842625772
"MAGEE1",1,1,1
"MAGEA11",1,1,1
"AP1S3",1,0.317274553379608,0.661240578658365
"DACH2",1,0.229389444510413,0.567127343277119
"MMP8",0.227918506902934,0.45799920656541,0.175531169767397
"SPP2",0.753821907775359,0.615407277859501,0.860914792448086
"SLN",1,0.753821907775359,0.966851327201517
"STX6",1,0.901937396663916,0.995026505417263
"TSPAN14",1,0.647388622161677,0.928878705850049
"TCIM",1,0.677396576817389,0.941241454251128
"NBPF4",1,0.555022766882384,0.881790281086997
"RLBP1",0.49996572290589,0.793212629433429,0.69569917073793
"C1orf146",1,0.459414523381239,0.816748230971239
"IL24",1,0.677103985381699,0.941127427158034
"MSGN1",1,0.503148561794898,0.848746114312999
"TMEM145",1,0.937814486224937,0.998001108542209
"BTG1",1,0.201870729351615,0.524889683310152
"SNRPA1",1,0.107663614701719,0.347618205979309
"LYZL6",1,0.908539584376564,0.995566641121217
"ZNF468",0.687435734853583,0.517856445844326,0.778035584364705
"PPP1R16A",1,0.916779309801307,0.996436889887377
"RPS20",1,0.111098479893998,0.355219420920907
"THOC7",1,0.580882465162443,0.896421793520058
"PDCD5",1,1,1
"RSPH4A",1,0.262137558790677,0.608321731514925
"GYG2",1,0.925784409934616,0.997125652695997
"AL512428.1",1,0.753821907775359,0.966851327201517
"IL23R",1,0.346945480006892,0.714217673258464
"KCNE2",1,0.405717708242616,0.771714703918587
"CCDC122",0.624948586120971,1,0.91872810145408
"TMEM95",1,0.742006671642864,0.978901363387948
"SNURF",1,0.628855533775774,0.920552515411743
"MRPS33",1,0.925784409934616,1
"UQCR11",1,0.803511708884093,0.979290759934002
"SNRPA",1,1,0.984965827833053
"FAM204A",1,0.823682194776963,0.983452249697135
"MRPS15",1,0.867400450094503,0.982808736207395
"CALML6",0.624948586120971,0.60938353970974,0.805417572571489
"KRTAP19-4",1,0.346632412124125,0.713886122178928
"ABHD18",0.0361593488477327,0.139885567110898,0.145482722159733
"MB",1,0.457808676055923,0.802577287147066
"KRTAP10-2",1,0.785452979074008,0.974906353670747
