"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"OR1D5",0,1,0,1,50,48,1.04167613744828,0.459803415461021,50,49,1.02040988617404,0.5
"AMIGO2",0,0,0,1,67,56,1.19641239209272,0.183648369696944,67,56,1.19641239209272,0.183648369696944
"PLPP3",0,0,0,1,27,30,0.900007652069345,0.701679119813459,27,30,0.900007652069345,0.701679119813459
"RIMS2",0,0,0,1,399,430,0.927935778417321,0.866808790724551,399,430,0.927935778417321,0.866808790724551
"KIAA1143",1,1,1,0.75,679,659,1.03035473298869,0.301739323834889,680,660,1.03030873189371,0.301874502966197
"HOXA9",6,2,2.99997615298437,0.14453125,122,109,1.11925703424935,0.21492948888057,128,111,1.1531411356544,0.150339658690953
"CLIC6",1,0,Inf,0.5,199,202,0.985147763999416,0.579146485581589,200,202,0.990098886660791,0.559458305088656
"DNASE1L2",0,1,0,1,141,159,0.886800091243417,0.863685043649591,141,160,0.881258025227252,0.875521129853679
"GPRIN3",0,0,0,1,1598,1618,0.98763821889283,0.644419829306438,1598,1618,0.98763821889283,0.644419829306438
"BMP10",0,0,0,1,247,265,0.932108943521051,0.799447284785801,247,265,0.932108943521051,0.799447284785801
"SCLT1",0,1,0,1,613,618,0.991909326613959,0.567887736139002,613,619,0.990306744386423,0.579032124993822
"PSTK",0,6,0,1,59,69,0.855082402493285,0.834532085528893,59,75,0.786681388913042,0.929169125093613
"ATL3",0,1,0,1,53,58,0.913813118471722,0.715389886098212,53,59,0.898311990948127,0.745743410013169
"KRTAP4-7",131,160,0.818762437962278,0.960769581918944,26,30,0.866675815533363,0.747798119988587,157,190,0.826327672430202,0.966092926427227
"ST6GALNAC4",0,1,0,1,38,52,0.73078757240599,0.94332782297829,38,53,0.717000284547992,0.953526528441029
"KDM4C",0,2,0,1,829,812,1.02093848221499,0.34643823646151,829,814,1.01842935418862,0.36490655254384
"EMC9",0,0,0,1,123,116,1.06036582037943,0.349010986062898,123,116,1.06036582037943,0.349010986062898
"ZNF792",1,2,0.500025679499842,0.875,763,826,0.923750651900898,0.945825835073273,764,828,0.92272614169485,0.948366651923849
"ANKS3",1,1,1,0.75,907,956,0.948726187259757,0.876655922769638,908,957,0.948779780554905,0.876529147069883
"KIF14",3,1,2.99997694771041,0.3125,482,493,0.977684972818254,0.649614358949175,485,494,0.981779792562447,0.625355463633683
"ZIM2",0,2,0,1,501,576,0.869800211348936,0.989737454903554,501,578,0.866790761426903,0.991235412807856
"TPMT",5,7,0.714305042038473,0.80615234375,1007,1031,0.976718159111686,0.710130197302737,1012,1038,0.974947715638224,0.724517461243174
"SERPINB11",3021,3112,0.970750025215604,0.879957027467389,502,502,1,0.512587372031897,3523,3614,0.974813676814617,0.861924738593052
"DPP4",389,372,1.04571170692137,0.280971714206949,161,193,0.834208214587341,0.960352290765968,550,565,0.973447215845359,0.684078548300004
"LRRC17",2,2,1,0.6875,163,242,0.67357510576916,1,165,244,0.676250765231641,0.999963717855519
"KLHL40",0,0,0,1,192,203,0.945795508374087,0.726979809990276,192,203,0.945795508374087,0.726979809990276
"PDE3A",1,0,Inf,0.5,162,162,1,0.522146365210309,163,162,1.00617272797505,0.5
"MCC",3,6,0.500025676671552,0.91015625,606,554,1.09384550808823,0.0671257297746615,609,560,1.08747672656957,0.0801609080011886
"OR2AG1",6,6,1,0.61279296875,444,491,0.904283204918257,0.941789272387007,450,497,0.90543936897305,0.940618537262289
"TECPR1",3,1,2.99997694771041,0.3125,347,315,1.10157396523056,0.114117578714517,350,316,1.10758708404697,0.100479265941204
"ZSWIM4",6,3,1.99989729858785,0.25390625,693,654,1.05965676810576,0.150244663360818,699,657,1.06395422135065,0.13276329200692
"FAM131C",0,0,0,1,199,192,1.03646576437292,0.380802395285969,199,192,1.03646576437292,0.380802395285969
"ZNF534",12,19,0.631602166228294,0.925193607807159,336,385,0.872735737504417,0.968742756920171,348,404,0.861395387805922,0.981207048704977
"OR2A5",4,7,0.571453486097286,0.88671875,143,127,1.12597467019021,0.180667941334712,147,134,1.09699449037579,0.237071203034306
"RPH3AL",1,6,0.166686626428787,0.9921875,138,154,0.896110889929035,0.840094308766948,139,160,0.868758903478028,0.898404229848249
"RAB4B",0,0,0,1,31,24,1.29164065458249,0.209377094134508,31,24,1.29164065458249,0.209377094134508
"SLC13A1",44,68,0.64708143054055,0.991117109359806,116,112,1.03572118898334,0.421284053216295,160,180,0.888896366398012,0.872641519457083
"WDR27",148,160,0.925028593219606,0.770547873475389,1072,1074,0.998137880837153,0.525816431055937,1220,1234,0.988654217658326,0.618974794524911
"ZNF578",11,13,0.846164460257412,0.729371905326843,608,638,0.952963540815722,0.810083810393806,619,651,0.950828909603391,0.822775348182205
"GSG1",89,75,1.18665145916323,0.155019281401721,86,105,0.819060076082087,0.926168951390736,175,180,0.972218214012501,0.624901441296124
"ACRBP",9,9,1,0.592735290527344,107,110,0.972723536534031,0.606973838757111,116,119,0.974786815311394,0.602893761777268
"RAB9B",0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
"OR2T6",0,0,0,1,521,525,0.992380942232486,0.561426171560456,521,525,0.992380942232486,0.561426171560456
"TBX20",0,0,0,1,38,37,1.02703053893914,0.500000000000001,38,37,1.02703053893914,0.500000000000001
"TOR1A",4,1,3.9993936007291,0.1875,49,45,1.0888603336858,0.378594537071203,53,46,1.15216190952931,0.273356741799407
"PABPC1",0,0,0,1,9,7,1.2856888842142,0.401809692382813,9,7,1.2856888842142,0.401809692382813
"QSER1",0,0,0,1,671,731,0.917937618440209,0.948374234904883,671,731,0.917937618440209,0.948374234904883
"TRAP1",11,8,1.37496488962068,0.323802947998047,1016,990,1.02626715061438,0.288366074063105,1027,998,1.0290638061143,0.266903042484248
"RBP1",1,0,Inf,0.5,33,42,0.785729095042448,0.875977129053736,34,42,0.809536979756071,0.849063754756496
"AGRP",0,0,0,1,615,600,1.02500359958331,0.343982008554575,615,600,1.02500359958331,0.343982008554575
"SLC26A5",155,117,1.32475686362293,0.0123442204741699,270,256,1.0547054264108,0.285436675764826,425,373,1.13939967970146,0.0354742629157657
"GPR108",7,8,0.875008577518651,0.696380615234375,856,821,1.0426433783648,0.203200466144558,863,829,1.04102476137614,0.211206105748665
"KIAA0232",0,0,0,1,753,803,0.937707057677882,0.901985441336968,753,803,0.937707057677882,0.901985441336968
"RBPMS",0,0,0,1,6,9,0.666688444766588,0.84912109375,6,9,0.666688444766588,0.84912109375
"MSLNL",54,41,1.31704444809948,0.10902684093525,1570,1378,1.13932269032512,0.000216653237617861,1624,1419,1.14445784754561,0.000108058960882572
"GTPBP4",0,0,0,1,214,242,0.884305275082301,0.912809181839796,214,242,0.884305275082301,0.912809181839796
"COL26A1",0,0,0,1,236,240,0.98333223895083,0.590618583127999,236,240,0.98333223895083,0.590618583127999
"NDC80",2,2,1,0.6875,81,75,1.07996496529922,0.344527136465734,83,77,1.07788554634411,0.346381174559323
"TGFBR3",4,0,Inf,0.0625,406,417,0.973617242429263,0.662121003818332,410,417,0.983212205751947,0.609555747010189
"SPINT2",1,0,Inf,0.5,515,474,1.08647269118686,0.101687959802418,516,474,1.0885842989061,0.0962631418871534
"FMO5",4,5,0.800013857979829,0.74609375,323,319,1.01253963201717,0.452881159339738,327,324,1.00925935053083,0.4687644081225
"DUSP13",0,2,0,1,96,109,0.88074204332019,0.835909020198383,96,111,0.864874078999866,0.866969685876486
"VPS25",0,0,0,1,3,10,0.299992050146176,0.98876953125,3,10,0.299992050146176,0.98876953125
"IKZF1",0,0,0,1,14,12,1.16665328008914,0.422509491443634,14,12,1.16665328008914,0.422509491443634
"SMYD4",1,3,0.333335894718525,0.9375,538,584,0.921254391714334,0.91972769923472,539,587,0.918246901445598,0.927905962741538
"PGC",140,159,0.88051122291641,0.876310202267285,117,124,0.943530013560699,0.696791042724838,257,283,0.908139316785264,0.877373615061061
"TTBK1",0,0,0,1,417,371,1.12398004208275,0.0544314794523644,417,371,1.12398004208275,0.0544314794523644
"GNB2",0,0,0,1,14,12,1.16665328008914,0.422509491443634,14,12,1.16665328008914,0.422509491443634
"ZNF689",0,0,0,1,37,32,1.15623760588683,0.315228245893401,37,32,1.15623760588683,0.315228245893401
"DTD1",2,0,Inf,0.25,31,42,0.738113139535925,0.92014415844099,33,42,0.785729095042448,0.875977129053736
"ACSF3",5,8,0.625023456167645,0.8665771484375,667,709,0.940738147885485,0.876818041154098,672,717,0.937212140058972,0.891454219894148
"CNTN2",3,2,1.49995099608784,0.5,682,649,1.05086463512939,0.190213124377447,685,651,1.0522454947542,0.183308232727541
"GP6",28,33,0.848495281745391,0.778686997526764,640,635,1.00787405780636,0.455405689698741,668,668,1,0.510912532975796
"CTNS",2,4,0.500025678084717,0.890625,177,180,0.983332275268559,0.58381192039594,179,184,0.972822276104031,0.623563333766917
"OGN",1,1,1,0.75,19,27,0.703723612095768,0.908037589311505,20,28,0.714305032287973,0.903293673569031
"ERICH6",23,24,0.958323881693002,0.614566502713486,784,803,0.97633534982823,0.69217467013039,807,827,0.975812621055921,0.698290409954283
"SNRNP27",0,0,0,1,12,11,1.09088169146973,0.5,12,11,1.09088169146973,0.5
"OLFML2A",7,9,0.777793144420931,0.772750854492188,273,262,1.04199506573566,0.332767956724337,280,271,1.03321653218723,0.366639962320855
"CAPN13",9,7,1.2856888842142,0.401809692382813,378,353,1.0707824377146,0.187364412472228,387,360,1.074964076067,0.170731134620579
"LILRA6",0,1,0,1,23,21,1.09521439911997,0.440197910640337,23,22,1.04546586056777,0.500000000000001
"CPSF1",1,1,1,0.75,363,345,1.05219061491409,0.261458806434601,364,346,1.05203972890687,0.261751787805619
"IFFO2",0,0,0,1,111,104,1.06733371528927,0.341246535828347,111,104,1.06733371528927,0.341246535828347
"ETFBKMT",64,73,0.876720736345074,0.803506222689896,768,811,0.946959762359041,0.865918691428553,832,884,0.941152405465626,0.899634482973677
"ACADM",0,2,0,1,159,170,0.935269683221097,0.745849797471012,159,172,0.924446609551066,0.779180879474285
"TMEM144",3,6,0.500025676671552,0.91015625,142,135,1.05186733824396,0.359270224584366,145,141,1.02837290974624,0.429619331844815
"PIGS",0,3,0,1,237,227,1.04406418755309,0.338064101318298,237,230,1.03043979523689,0.390659328309675
"ZNF217",0,0,0,1,885,884,1.00113116432833,0.5,885,884,1.00113116432833,0.5
"GPR75",1,2,0.500025679499842,0.875,544,555,0.980178159934219,0.641306908925984,545,557,0.978453523121179,0.652317116664097
"FOXI2",0,1,0,1,33,37,0.891899261093911,0.724793744088764,33,38,0.868430071367046,0.761656103282861
"HSPA4L",0,4,0,1,753,725,1.03863054734431,0.241250359236302,753,729,1.03292879647811,0.275109715076086
"CCDC77",15,10,1.49995100561726,0.212178111076355,263,258,1.01938150946437,0.430454981601978,278,268,1.03732145231613,0.350076395672079
"ELF1",0,0,0,1,369,371,0.994609272989283,0.543902336503341,369,371,0.994609272989283,0.543902336503341
"TSPYL4",0,3,0,1,254,253,1.00395243438715,0.5,254,256,0.992187521417957,0.552832467284056
"HCRT",0,0,0,1,5,6,0.833344859649759,0.7255859375,5,6,0.833344859649759,0.7255859375
"SLC17A5",6,8,0.750017178140066,0.78802490234375,343,336,1.02083541854569,0.408955730786269,349,344,1.01453564008632,0.43962125153674
"SIRT5",10,14,0.714305038762574,0.846271872520447,80,92,0.869574114166708,0.839213031555953,90,106,0.849066939962467,0.887726928766129
"TRMT112",0,0,0,1,8,9,0.888896488763773,0.685470581054688,8,9,0.888896488763773,0.685470581054688
"TNS4",4,3,1.33330279094402,0.5,473,538,0.879190069744924,0.981066192243632,477,541,0.881708291390388,0.979212689230514
"MRS2",1,2,0.500025679499842,0.875,948,945,1.00317450385363,0.481668721770756,949,947,1.00211184568881,0.490839195083223
"C9orf50",2,1,1.99989728727585,0.5,1033,1082,0.954698645640754,0.861530474417431,1035,1083,0.955664459450484,0.856498651296794
"CDC42EP2",0,1,0,1,61,55,1.1090801163852,0.321333712689806,61,56,1.08925762507773,0.35585163846397
"PHLDB3",8,6,1.33330279511711,0.395263671875,773,741,1.04319741838525,0.212815207459368,781,747,1.04552940035563,0.19927877941107
"STK31",34,31,1.09675194973345,0.402158500096701,409,400,1.02250259923394,0.389263819261072,443,431,1.02784660427913,0.354927838712212
"ZNF267",2,4,0.500025678084717,0.890625,457,423,1.08034722269575,0.132971358688111,459,427,1.07490609789667,0.148827918086365
"RPIA",0,0,0,1,19,22,0.863645732970658,0.733645372381942,19,22,0.863645732970658,0.733645372381942
"RIMS1",8,3,2.66664688857283,0.11328125,591,661,0.894106659411177,0.977624274079992,599,664,0.902114699483811,0.968375004973344
"SYCP2L",3,3,1,0.65625,388,380,1.0210548134401,0.400302177135186,391,383,1.02088986965852,0.400681167027078
"OR10H1",0,0,0,1,255,288,0.885424311567174,0.92776316827924,255,288,0.885424311567174,0.92776316827924
"PNPLA5",7,11,0.636386680303911,0.881057739257812,614,639,0.960866477148971,0.768674197711733,621,650,0.955371552091322,0.79995847086858
"RPUSD1",3,6,0.500025676671552,0.91015625,324,299,1.08358233412245,0.168142945381615,327,305,1.07209259548839,0.201773954266531
"ST6GALNAC5",0,0,0,1,34,56,0.607166872108098,0.992566623527187,34,56,0.607166872108098,0.992566623527187
"LDHAL6B",2,3,0.666688446894727,0.8125,445,477,0.93294670027602,0.861440663865594,447,480,0.931281255616549,0.867945360855804
"NOD1",4,7,0.571453486097286,0.88671875,306,303,1.00990113303523,0.467707835622356,310,310,1,0.516015448395291
"ZNF816",15,10,1.49995100561726,0.212178111076355,719,680,1.05737503592415,0.154824808823199,734,690,1.06379547675799,0.127243672012056
"CYP1A2",5,6,0.833344859649759,0.7255859375,262,254,1.03150153090094,0.378998312916793,267,260,1.02692688327846,0.396920756873404
"RASSF2",0,0,0,1,57,49,1.16325228301992,0.248377196514473,57,49,1.16325228301992,0.248377196514473
"LRIG2",0,2,0,1,456,455,1.00219770145982,0.5,456,457,0.997811916333269,0.526384457815756
"CUL4A",0,0,0,1,153,146,1.04795840441085,0.364331935976102,153,146,1.04795840441085,0.364331935976102
"HTR3E",0,1,0,1,260,286,0.909103914631535,0.876067791418239,260,287,0.905933246803383,0.884399767870398
"FGF8",0,0,0,1,11,16,0.68752076807934,0.876105718314647,11,16,0.68752076807934,0.876105718314647
"ADAMDEC1",3,3,1,0.65625,489,518,0.943995368835994,0.8277654581147,492,521,0.944317952695896,0.827048936114515
"TMEM126A",0,3,0,1,132,153,0.862754430344109,0.903786432066742,132,156,0.846164350096415,0.929710395550734
"TOGARAM2",9,13,0.692328214202596,0.856860637664795,860,812,1.05913751097819,0.125187104785323,869,825,1.05335307865801,0.148068535206489
"POP7",0,1,0,1,59,64,0.921901884492308,0.705655968454424,59,65,0.907706721053142,0.735115297817366
"ZNF561",0,1,0,1,165,182,0.906605295056551,0.83304654279945,165,183,0.901646403962951,0.84578339029502
"ATP6V0D2",12,16,0.750017173468068,0.827535774558782,102,126,0.809536918724594,0.951212031372348,114,142,0.802830466756951,0.965149752535453
"IFIT5",1,2,0.500025679499842,0.875,286,264,1.08330299971461,0.185282434256997,287,266,1.07891356748051,0.197537272126324
"SAMD11",1,1,1,0.75,386,418,0.923469979807487,0.877760204250382,387,419,0.923652842609745,0.877467032452905
"ZNF599",80,73,1.09586806083817,0.313885453600185,523,525,0.99619059432159,0.536914351472285,603,598,1.0083612767913,0.454058467661808
"A1BG",0,0,0,1,187,159,1.17608653480604,0.0732625314527937,187,159,1.17608653480604,0.0732625314527937
"RFPL3",1,2,0.500025679499842,0.875,200,212,0.943377283219116,0.739039537771561,201,214,0.939230505249423,0.754008940188766
"CEP112",5,11,0.45457100257277,0.961593627929688,343,359,0.955419675550338,0.739426611612159,348,370,0.940518732582832,0.804643750128213
"IMPAD1",2,2,1,0.6875,179,215,0.832569563000967,0.968910054458377,181,217,0.834112695241951,0.968244116874622
"CERS3",0,2,0,1,487,484,1.00619827434064,0.474414422277796,487,486,1.00205751715748,0.5
"VRK1",0,0,0,1,38,57,0.666688428481316,0.980195881164727,38,57,0.666688428481316,0.980195881164727
"FGD4",1,3,0.333335894718525,0.9375,245,219,1.11871259195972,0.122888531406971,246,222,1.10809952962334,0.143845732639123
"OIT3",1,2,0.500025679499842,0.875,106,110,0.963629136086882,0.633105612330805,107,112,0.955345873737926,0.657376085590832
"OR5D14",0,0,0,1,1537,1605,0.957618078336165,0.89083532340546,1537,1605,0.957618078336165,0.89083532340546
"PIK3R5",0,0,0,1,277,296,0.935785928328997,0.798274841322228,277,296,0.935785928328997,0.798274841322228
"ZKSCAN2",3,0,Inf,0.125,607,598,1.0150511356311,0.40887285456711,610,598,1.02006899516204,0.37582298592159
"RPL28",0,0,0,1,693,718,0.965173192645973,0.755576546403305,693,718,0.965173192645973,0.755576546403305
"CR2",17,15,1.13332298998049,0.430025032954291,334,303,1.10229739896971,0.117277448220809,351,318,1.10376243315897,0.107992867311505
"PNMA8A",0,0,0,1,310,340,0.911779659542506,0.888006469840839,310,340,0.911779659542506,0.888006469840839
"FAM169A",0,0,0,1,162,222,0.729748056369158,0.999092106834576,162,222,0.729748056369158,0.999092106834576
"CSF2",0,0,0,1,33,41,0.804891542827387,0.852293359672164,33,41,0.804891542827387,0.852293359672164
"UNC119B",0,1,0,1,31,12,2.58331490727131,0.00270078632729564,31,13,2.38461648764782,0.00477993942831745
"WDR93",2,0,Inf,0.25,1359,1437,0.945697396508483,0.932422915654707,1361,1437,0.947090328787343,0.927266599923755
"OR6C65",3,5,0.600024236462594,0.85546875,81,96,0.843760719610987,0.885489218833171,84,101,0.83169473778238,0.907220547537712
"BTBD16",3,3,1,0.65625,767,706,1.08637965424875,0.0589728185256577,770,709,1.08601374658916,0.0593469849638436
"OSBPL9",1,1,1,0.75,216,199,1.08539774337253,0.216124738885531,217,200,1.08497027259971,0.216677818902673
"IKZF5",0,0,0,1,42,39,1.0768854391474,0.412156607552604,42,39,1.0768854391474,0.412156607552604
"TNFRSF12A",2,0,Inf,0.25,9,12,0.750017175800247,0.808344841003418,11,12,0.91668969038495,0.661180257797241
"MYDGF",1,1,1,0.75,20,18,1.11110148297187,0.435707339682267,21,19,1.10524816333893,0.43731465619021
"LGALS1",0,1,0,1,29,35,0.82858326816909,0.809133602603331,29,36,0.805569006247773,0.839457932157501
"GABRQ",0,0,0,1,24,27,0.888896475558844,0.712075326134076,24,27,0.888896475558844,0.712075326134076
"LMNA",0,0,0,1,62,54,1.14813652056474,0.257956537497897,62,54,1.14813652056474,0.257956537497897
"ZNF778",7,4,1.7499237021537,0.2744140625,1603,1600,1.00187493055771,0.485905167444606,1610,1604,1.0037405808949,0.464861497242961
"SLC39A2",16,9,1.77769852473005,0.114761471748352,372,393,0.946547176375657,0.786803664673166,388,402,0.965166919878986,0.703203192744486
"PPL",1,6,0.166686626428787,0.9921875,757,784,0.965553412564327,0.762156177633938,758,790,0.959482622076594,0.799189217507014
"ANKRD62",0,0,0,1,143,130,1.09998216790151,0.233868167413367,143,130,1.09998216790151,0.233868167413367
"SAV1",0,0,0,1,66,67,0.985073932541937,0.568798254366403,66,67,0.985073932541937,0.568798254366403
"SPATA31A1",2,3,0.666688446894727,0.8125,1,1,1,0.75,3,4,0.750017180487538,0.7734375
"N4BP2",2,4,0.500025678084717,0.890625,1067,1170,0.911972207814201,0.98606773451642,1069,1174,0.910567621647641,0.9874055753812
"HOMER2",0,0,0,1,157,189,0.830699405309865,0.962051903611334,157,189,0.830699405309865,0.962051903611334
"ANAPC2",0,0,0,1,110,126,0.873024501229366,0.865786344154053,110,126,0.873024501229366,0.865786344154053
"DEFB132",1,4,0.250037905700928,0.96875,480,501,0.958072794023892,0.758777528894237,481,505,0.952460896059398,0.787023928537221
"PKN2",0,0,0,1,76,76,1,0.532305314760978,76,76,1,0.532305314760978
"PRKN",1,1,1,0.75,715,794,0.90051007956208,0.980290738249541,716,795,0.900635223072066,0.980225382678179
"SPIN1",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"MUTYH",3,4,0.750017180487538,0.7734375,1117,1162,0.96126273745134,0.832369920910755,1120,1166,0.960537516144186,0.837199447026545
"TEC",1,0,Inf,0.5,48,55,0.87273597456938,0.784655466845934,49,55,0.890916515876138,0.753677466756749
"HNRNPA3",0,0,0,1,4,10,0.40000123493193,0.9713134765625,4,10,0.40000123493193,0.9713134765625
"PREPL",5,4,1.24997834728159,0.5,187,231,0.809536846013746,0.986192581882421,192,235,0.817033783505308,0.983446470543777
"SRXN1",0,0,0,1,68,76,0.89474398494878,0.773314150284512,68,76,0.89474398494878,0.773314150284512
"CNDP1",2,3,0.666688446894727,0.8125,556,531,1.04709519643288,0.233332756668238,558,534,1.04495673475419,0.243219359880234
"MCM7",2,3,0.666688446894727,0.8125,169,175,0.965707803379042,0.647038007861367,171,178,0.960665386177026,0.665727678804565
"ACP6",0,0,0,1,522,499,1.04610566989274,0.245575386766925,522,499,1.04610566989274,0.245575386766925
"TINAG",4,4,1,0.63671875,345,341,1.01173055623145,0.45441011259888,349,345,1.01159453860357,0.454672438113317
"UPK3A",54,54,1,0.538299481202701,162,150,1.07996578138851,0.266757350861694,216,204,1.05884400423453,0.295748187021706
"PRAMEF12",5,10,0.500025673851095,0.940765380859375,1026,1078,0.951745657412881,0.876051039386767,1031,1088,0.947590345315004,0.896166364236951
"FBN3",15,10,1.49995100561726,0.212178111076355,3778,3777,1.00027801991044,0.5,3793,3787,1.00158432832277,0.477101763476111
"CLDN3",0,0,0,1,141,118,1.19489930293557,0.0857508367666101,141,118,1.19489930293557,0.0857508367666101
"ITGB8",0,0,0,1,122,164,0.743919917447261,0.994563024966026,122,164,0.743919917447261,0.994563024966026
"DOC2B",1,0,Inf,0.5,26,18,1.44440163930369,0.145607618272948,27,18,1.49995101496095,0.116346595954156
"RNF175",21,25,0.840011040154916,0.769304408931617,493,504,0.978172079438631,0.648033449590219,514,529,0.971639882255203,0.689839329308082
"FPR1",0,1,0,1,231,224,1.03125531440803,0.389264415624614,231,225,1.02667033791702,0.4074513928359
"PDE6D",0,0,0,1,22,13,1.69223761321391,0.087732624495402,22,13,1.69223761321391,0.087732624495402
"NOLC1",0,1,0,1,125,146,0.856174186296959,0.909344077337019,125,147,0.850350350280483,0.918489473521721
"PGLYRP4",1,4,0.250037905700928,0.96875,931,948,0.982065708768785,0.661014782940937,932,952,0.978988932461194,0.685735401861852
"SYTL5",1,2,0.500025679499842,0.875,505,511,0.988257902996665,0.586905679954236,506,513,0.986354081616891,0.598935741737042
"USPL1",0,2,0,1,1163,1206,0.964335669634937,0.817001700232898,1163,1208,0.962738171594735,0.827592021386426
"FCRL2",6,6,1,0.61279296875,424,447,0.948529226948385,0.791943283877146,430,453,0.949211159098633,0.790350405988692
"MRGPRX4",0,1,0,1,291,302,0.963568442103654,0.688897722494345,291,303,0.96038678593627,0.703101825190592
"SETX",2,3,0.666688446894727,0.8125,1045,1006,1.03877803663386,0.200716457613265,1047,1009,1.03767106564125,0.20725322934652
"FBLN7",3,0,Inf,0.125,522,491,1.06316199748629,0.172951063885485,525,491,1.06920730554636,0.150262530172656
"BRAT1",0,1,0,1,656,696,0.942506677158128,0.867589715547485,656,697,0.941153368364083,0.873241506003621
"RBM18",0,0,0,1,17,20,0.850010336214924,0.744312109207385,17,20,0.850010336214924,0.744312109207385
"LY6G5C",0,0,0,1,227,219,1.03653721180779,0.370169566867871,227,219,1.03653721180779,0.370169566867871
"OR2S2",13,11,1.18180335734709,0.419409871101379,458,470,0.974464445287072,0.665206357534131,471,481,0.979207762472865,0.639261218264641
"TNFRSF10B",20,23,0.869574166909199,0.728807994071757,91,119,0.764722046875481,0.97744295606758,111,142,0.78170515728743,0.977987430139448
"RAI1",0,0,0,1,424,417,1.01678778173214,0.418053001309439,424,417,1.01678778173214,0.418053001309439
"LHX4",1,1,1,0.75,51,39,1.30766459623792,0.123053224858139,52,40,1.29997311765275,0.125661051737427
"GIGYF1",0,0,0,1,157,164,0.957306661191835,0.672354184278959,157,164,0.957306661191835,0.672354184278959
"TOMM20",0,0,0,1,3,5,0.600024236462594,0.85546875,3,5,0.600024236462594,0.85546875
"ARAF",0,0,0,1,28,31,0.903236506915626,0.698538399371424,28,31,0.903236506915626,0.698538399371424
"SH3RF2",4,5,0.800013857979829,0.74609375,193,209,0.923471831395148,0.801734484919478,197,214,0.920585076165276,0.812685460756538
"AGO1",1,0,Inf,0.5,13,10,1.29997307562292,0.338819742202759,14,10,1.39996212505003,0.270628094673157
"TTLL11",3,5,0.600024236462594,0.85546875,122,121,1.00826444006328,0.5,125,126,0.992063528990724,0.550212164682439
"TTC29",8,8,1,0.598190307617187,763,783,0.974453201514331,0.703353282723904,771,791,0.97471161957506,0.702404004238275
"OR10J3",1,1,1,0.75,49,83,0.590385909691367,0.99890323346873,50,84,0.595262434163777,0.998814088226778
"TCP10L2",0,0,0,1,655,660,0.992424214680546,0.565704320143582,655,660,0.992424214680546,0.565704320143582
"PSG3",14,14,1,0.574722990393638,960,917,1.04690754441579,0.166165609846667,974,931,1.04620197225,0.167955086399138
"COLGALT2",2,1,1.99989728727585,0.5,281,312,0.900647602441216,0.905613317940232,283,313,0.904161162529051,0.89794307058562
"FGF9",0,0,0,1,22,21,1.04763153247222,0.5,22,21,1.04763153247222,0.5
"UBR2",0,0,0,1,605,600,1.00833340426101,0.454134434881965,605,600,1.00833340426101,0.454134434881965
"TMX2",0,0,0,1,114,109,1.04588344003211,0.394439624818404,114,109,1.04588344003211,0.394439624818404
"ATP1B1",0,0,0,1,7,10,0.700020116329819,0.833847045898437,7,10,0.700020116329819,0.833847045898437
"C2CD5",3,3,1,0.65625,88,94,0.936146930131143,0.698014670135385,91,97,0.938122433715975,0.695099801185761
"ESRRA",0,0,0,1,111,111,1,0.526745117478745,111,111,1,0.526745117478745
"NOL8",1,0,Inf,0.5,2747,2973,0.923989594914594,0.998657959869789,2748,2973,0.924326397031916,0.998597280748527
"LRGUK",7,8,0.875008577518651,0.696380615234375,788,805,0.9788794087926,0.67399398258298,795,813,0.977856881859746,0.68217797313417
"YY1AP1",2,7,0.285762765993741,0.98046875,1551,1508,1.02852072585911,0.223815050953581,1553,1515,1.02508713747311,0.252071192014745
"CCT2",0,0,0,1,47,45,1.04445531525617,0.458520259826236,47,45,1.04445531525617,0.458520259826236
"FCRL1",10,10,1,0.588098526000976,467,480,0.972912475252999,0.675411949092676,477,490,0.973465379392586,0.673709187637436
"PCDH12",3,5,0.600024236462594,0.85546875,1015,952,1.06613830330883,0.0810565866098009,1018,957,1.06376988236617,0.0884835622422458
"KIAA0319",1,5,0.200025939178887,0.984375,1038,954,1.08803212113312,0.0314533190374367,1039,959,1.08339745250915,0.0385694030621718
"TGIF1",6,7,0.857152697824698,0.70947265625,413,411,1.0048660627717,0.486106403051198,419,418,1.00239223769174,0.5
"TBC1D2B",0,0,0,1,255,236,1.08047557512243,0.208315108777577,255,236,1.08047557512243,0.208315108777577
"GBGT1",2,1,1.99989728727585,0.5,337,358,0.941319619907623,0.797993874135328,339,359,0.94427060168394,0.786642808487426
"SIGLEC12",10,13,0.769246701144808,0.797563552856445,1512,1594,0.948535970759697,0.931800033935894,1522,1607,0.947084046860511,0.937912947672704
"B4GALT3",1,0,Inf,0.5,68,89,0.764061169426138,0.96060409515863,69,89,0.775296380323289,0.952762732389034
"C10orf90",26,27,0.962955648219884,0.60807684889525,275,276,0.996376942721001,0.533944845114147,301,303,0.993399415866505,0.548570938768211
"SHC1",0,0,0,1,687,697,0.985651906261775,0.616257251881333,687,697,0.985651906261775,0.616257251881333
