"","LoF_pvalue","LoF+Missense_pvalue","fisher_combine_pvalue"
"TEX11",1,0.15936655517247,0.452050939378854
"TMPPE",1,0.180804144497503,0.553861162472747
"PBX2",1,0.0135846912738032,0.0719827219031726
"LRRC8B",1,0.541705713489769,0.893432983302017
"IPO11",0.624948586120971,0.392814638856655,0.535503720853792
"B3GAT2",1,0.324907204918635,0.717855335057174
"AAMP",1,0.366731361845229,0.775895172433025
"UBAP1",1,0.698126123469953,0.949001585557408
"ELF2",1,0.608819588077174,0.895391774891537
"SHROOM2",1,0.935095165155706,0.997846572051671
"ATP2A2",1,0.331949553578231,0.640933512517949
"DOHH",0.249948605513182,0.308340347046863,0.368553744123442
"TECTA",0.387496703439846,0.956423825561208,0.754862153915102
"SLC2A3",1,0.226270684940277,0.562514189309182
"STOX2",1,0.147495210302026,0.414746300813319
"ZNF384",1,0.936675696936538,0.997951301772576
"MYL3",1,1,1
"TFAP2B",1,0.916779309801307,0.996436889887377
"ZNF565",1,1,1
"SMTNL2",1,0.29773832195518,0.685488772267443
"AK5",1,0.37589657687739,0.743689287761345
"SOX6",1,0.546647960426097,0.876796141615917
"NLRC3",0.453012582262561,0.475112219716628,0.564647117039842
"ERCC3",0.790426842818286,0.0669309056544445,0.235880341531778
"IFRD1",0.49996572290589,0.547566971069128,0.560335509785156
"PCDHGB7",0.49996572290589,0.0898080049706216,0.204328164137651
"USP43",0.624948586120971,0.775472507677478,0.86248069355065
"EML6",0.387496703439846,0.0686618942465118,0.147425479891445
"NEGR1",1,0.0529234097342475,0.21977124005021
"LATS2",1,1,1
"XIRP2",1,0.489952615352794,0.838787560910971
"MID2",1,0.150845775470701,0.41435894262524
"TLE4",1,0.28559254022284,0.643494018241861
"COL9A2",0.687435734853583,0.26364295642654,0.476689330109952
"NCOA6",1,1,0.999486366513523
"PHF21B",0.624948586120971,0.455115134845408,0.659015362697464
"SLC4A1",1,0.441621034940012,0.792871339353222
"SAT2",0.249948605513182,0.228939650392121,0.370473159468765
"TFCP2",1,0.376560490523228,0.744338302287084
"SLC38A10",0.753821907775359,0.867470907658659,0.937481556170196
"ANKRD13B",1,0.910828591180779,0.995900486197929
"TM9SF4",1,0.745931209541697,0.964579979551005
"QPRT",1,0.891723282800286,1
"LMO2",1,0.580882465162443,0.896421793520058
"CNOT6L",1,0.417877478882626,0.782503577894858
"RUNX2",1,1,1
"NFYA",1,1,1
"ERC2",1,0.343426706749894,0.694081974533253
"REEP1",1,0.503148561794898,0.848746114312999
"AC011455.2",1,0.137210716711045,0.409743781689725
"GFPT2",1,0.652769112941452,0.929477548009513
"ELAVL1",1,1,1
"ARHGEF6",1,0.805622595438784,0.991055330675336
"NDRG4",1,0.595870377845101,0.869316749208612
"AKIRIN2",1,0.301506990661404,0.663002438357649
"LMBRD2",1,0.611228343458331,0.883664322458318
"ST8SIA4",1,0.200027060387337,0.521931132669547
"CDK16",1,1,1
"CREB1",1,0.647388622161677,0.928878705850049
"ATAD3A",0.49996572290589,0.413250351277889,0.50677674468538
"ID4",1,0.0264983335372809,0.122705129139212
"DR1",1,0.209862935814013,0.537522073482638
"G3BP2",1,1,1
"GMDS",1,1,1
"SLITRK5",1,0.2199613419832,0.553049564606566
"CUEDC1",0.453012582262561,0.835329484915471,0.811723971790467
"ZBED1",1,0.540786832442564,0.873224777566599
"FAM208B",1,0.957501257196518,0.999083460245133
"ZNF696",1,0.580393913526626,0.923187733096092
"EIF4E2",1,0.850410650994555,0.9882077294525
"ADCK2",0.42442703695043,0.477654703885794,0.299614644426995
"UGGT1",1,0.806130507949597,0.97231811526652
"ANKRD24",0.624948586120971,0.246527428975613,0.429825455761965
"GDI1",1,0.218653694808287,0.551065495318603
"MSANTD3",1,0.843353036216343,0.996787000517599
"KCNAB1",1,0.171790584166184,0.429220468810825
"C2orf88",0.49996572290589,0.0857304277032288,0.1095317154678
"C19orf66",1,0.700841883555098,0.949972233466967
"SEPT11",1,0.844880919877187,1
"BCL10",1,0.897446730391801,0.991427772917011
"RPL15",1,0.700841883555098,0.949972233466967
"CSPG4",1,0.0914176954360759,0.309434171829048
"GADD45A",1,0.0624572285219894,0.235668192783886
"ZKSCAN5",1,0.283406175080957,0.673284730077011
"MRGBP",1,0.288927677347483,0.647654177534831
"FAHD1",0.0624572285219894,0.907326433262417,0.201459751672146
"CTDSP2",1,0.336137478377652,0.702606335852823
"SEMA4D",1,0.028292814220743,0.121819195134157
"MTMR2",1,0.652038027626895,0.930765130138344
"DMBX1",1,0.692050497445529,0.946791761536129
"ADGRL2",1,0.665183868686883,0.936373865654273
"LASP1",1,1,1
"ALX4",1,0.532759343565307,0.907142266910263
"DIS3L2",1,1,1
"POLR3A",1,0.114959551416694,0.357342920138019
"C11orf68",1,0.487567148838319,0.8377999213803
"EZH2",1,0.380926453479113,0.748577223120382
"MOV10L1",0.624948586120971,0.223102058814372,0.442016598240817
"PAX1",0.218653694808287,0.871777560342127,0.551065495318603
"RFX6",0.49996572290589,1,0.835227209109262
"DLGAP2",1,0.00159055113049423,0.0118395452088897
"SLAMF7",1,0.0153972082388274,0.079658520296265
"FBLN5",1,0.0802974717726748,0.282809072146907
"RASA3",0.249948605513182,0.729393587496135,0.435498472018305
"SLC30A4",1,0.00229391819523742,0.0162351920825821
"MOB1B",0.0390048772880358,0.390974603377468,0.165539374243078
"MTERF3",0.624948586120971,0.815516984051334,0.820516559484794
"MYBL1",1,0.523902284359022,0.862578964429436
"SNX33",1,0.541089317351679,0.873410639565365
"OTUD4",1,0.165596904947749,0.463373048642236
"MLANA",0.0384972888292509,0.0112279422093928,0.0296726272208926
"COL1A1",1,0.436032707530949,0.819561144864574
"PFKFB2",0.687435734853583,0.654792054569763,0.726108117959611
"GOLGA1",1,0.497251980590921,0.843877870367165
"RORB",1,1,1
"MORC4",1,0.881716774062246,0.996784940898007
"RASGEF1A",1,0.21440273881494,0.580439265938054
"MARCH5",1,1,1
"ADAT2",0.49996572290589,0.216576495786057,0.432843971797784
"COP1",1,1,1
"KBTBD13",1,0.957914594545541,0.999101717627129
"SDHB",1,0.652298043952231,0.914560105053081
"RPL10A",1,0.453012582262561,0.811723971790467
"RNPEPL1",1,0.662183996572378,0.935144067783381
"DNAJA1",1,0.0752623146493569,0.178648649174866
"ZNF724",1,0.116711628539471,0.367413937174846
"OTUD5",1,0.266630705624587,0.619087356519719
"PRMT2",1,0.0955308167222185,0.366401682630597
"DHX8",1,0.769898730395071,0.957914097426879
"DUT",1,1,1
"MFN2",1,0.578216613369519,0.894967557997101
"PLA2G12B",1,0.635362184730986,0.923537103640167
"GIMAP2",0.0766536499285318,0.230858134201824,0.122246573537815
"ACTL9",1,0.383539777105402,0.728757596528939
"CXCR5",1,0.230453449062572,0.568691449606508
"ARL3",1,0.580882465162443,0.896421793520058
"TERF2IP",0.249948605513182,0.640951885010364,0.424622114291901
"HAT1",1,0.702934640498398,0.950713030560189
"SHOX",1,0.887532562034171,0.993424132974766
"CPNE8",1,0.707367798187734,0.95226173048374
"CLK4",1,0.64978254971298,0.946289050519881
"XPA",0.0624572285219894,0.824878398702762,0.150103629566873
"UBR5",1,0.544273900797922,0.875357164992479
"IKZF3",1,0.758272932443393,0.968096067929002
"LEMD2",1,0.0674916193486486,0.24329375939485
"JPH4",1,0.108032136535687,0.348438916666617
"CAMK2A",1,1,0.966851327201517
"MRPL3",0.624948586120971,0.799158752418671,0.820547043083445
"PM20D1",1,0.0435825545545713,0.180130983603252
"MESP1",1,0.0425204860045545,0.176790371141654
"DNAH9",0.617282573337257,0.373783267628211,0.591206300753553
"ORAI1",1,0.021994263482719,0.0749407770730376
"PCGF3",1,0.540920051756053,0.873306655081373
"CASR",1,0.580968598230043,0.868799425144749
"GSDMC",0.359669561369955,0.958172495838445,0.651179047208425
"PPM1F",1,0.593596948450974,0.900953225515618
"AADACL3",0.93809428383542,0.663769691686289,0.435927104809385
"SYT11",1,0.417877478882626,0.782503577894858
"RCVRN",1,0.0188381830693729,0.0936609869816301
"FBXO28",1,0.702934640498398,0.950713030560189
"YBX2",1,0.419956809484949,0.784312768418843
"NRP1",1,0.768836220534486,0.961834322601116
"SIX3",1,0.321408910862896,0.686221234892299
"VXN",1,0.33168741723444,0.719395359995605
"ZFP92",1,0.689783176325156,0.945953450698071
"NIFK",0.753821907775359,0.72570052847659,0.801468677954631
"SUCO",0.0312179511011417,0.326230641764397,0.0832866217919898
"AMBP",1,0.254517544070983,0.574995634339612
"TMIE",1,0.273879462503174,0.628571767654879
"OR6B2",1,0.644419085643417,0.927580705105613
"EXOC8",1,0.450969336654288,0.808442207355289
"FAM155B",1,0.199549827740981,0.52116255116782
"RPS9",1,1,1
"BICD1",1,0.199389385721601,0.470256335785729
"RGS22",0.726487526564926,0.113572983092831,0.316395155890491
"NUDT18",1,0.735131918302691,0.960202772954901
"CNPY2",1,0.132025041594617,0.479933185255963
"PCDHB10",0.179356597904318,0.179356597904318,0.487559260875421
"NEBL",0.575385409097841,0.855949236267338,0.893409662525142
"NEURL2",1,0.0915705759019658,0.310483341214578
"SUV39H2",1,0.571215788713826,0.891089905488972
"ALDH16A1",1,0.11928535533718,0.386412922953749
"DEF8",1,0.317783635352208,0.679982165924102
"ROR2",1,0.236132562824633,0.575489221206308
"DEPDC7",1,0.202299093933531,0.525574667192297
"ZNF71",0.49996572290589,0.680169680009547,0.751343585951903
"CX3CR1",1,0.167343712508158,0.46650497485406
"CIAPIN1",1,0.7244093075857,0.951121553715646
"NPIPB2",1,0.658296784397375,0.933530281050114
"CS",1,0.40543709275288,0.771461464275103
"SLC30A10",1,0.514204424420137,0.856219465303087
"COL5A3",0.453012582262561,0.363310570295792,0.497516970787345
"GSDMD",1,0.417011460314455,0.781747020670411
"SGF29",1,0.135659826890278,0.406654548188453
"SLC25A22",1,0.0390371253078951,0.190245513067664
"CEACAM16",1,0.000426321061564618,0.00448063655984228
"ACTN1",1,0.882174768600144,0.992768689858879
"FAM241A",0.624948586120971,0.382965117097471,0.305538765959026
"NFKB1",1,0.922664645283041,0.993007542653833
"UBE2T",1,0.142790204410049,0.399344548730151
"PEA15",1,0.262847494783438,0.614059397527189
"TSSK6",1,0.550868204419997,0.879328710248811
"GUK1",1,0.0772575429016003,0.308421857205754
"FRS2",1,0.417877478882626,0.782503577894858
"HOMER1",1,0.877438258307884,0.992162158522981
"ARHGEF12",1,0.223373268481485,0.558189930481094
"THAP4",1,0.107107276248859,0.346376830330465
"HELZ2",1,0.11972347717778,0.373124431144443
"SRSF6",1,1,1
"ZNF382",1,0.421590367855023,0.785726876210803
"RECQL",1,0.691878573879383,0.930994796001759
"KIF1BP",1,0.324907204918635,0.716555931863086
"ALX1",1,0.825047752639455,0.989632331949686
"MED20",1,0.227918506902934,0.564956905459595
"LARP1B",0.249948605513182,0.972940241140089,0.596502337109556
"DDHD2",1,0.167290433523034,0.464356661883542
"ADAP1",1,0.812139682640222,0.981132087908285
"LMBR1L",1,0.116546676704809,0.382383163981236
"ACER3",1,0.428956346472596,0.792025050333475
"RETSAT",0.550868204419997,0.667283951255083,0.785322664237692
"GCDH",1,0.524695162774402,0.898147635790656
"SCFD1",1,0.590642345535782,0.90164189082422
"ACD",1,0.613420488900054,0.913201919309449
"GPR152",1,0.656631526537906,0.932831929688099
"PLPPR1",1,0.123479957396793,0.355929202231358
"PSRC1",0.761260486107617,0.514714824260676,0.791472776156402
"SPCS2",1,0.179356597904318,0.487559260875421
"PCDHA6",1,0.119954160817095,0.353906377374796
"KRIT1",1,0.135460627329111,0.44803748945599
"FGF4",1,0.353369515619136,0.72095896794127
"ADAT3",1,0.223655135362047,0.582007908049997
"NPHP4",0.867131746280555,0.141702386228086,0.0856932139591762
"PTPRO",1,0.152569787092463,0.454970583463221
"RBM14",1,0.184732756309296,0.496717758996601
"MARCH8",1,0.553953554105316,0.880909391298071
"ST5",1,0.282506566503304,0.639609976259465
"HIST1H3F",1,0.343581477453416,0.851836653204519
"TRIM11",1,0.819424500169726,0.98261535927348
"MYO1C",1,0.434391578367737,0.810928476826433
"CHRM1",1,0.532130948189437,0.867834098920246
"SERTM1",1,0.556842415456355,0.882858612554559
"PCBP4",1,0.439588915412768,0.767861333782314
"CPD",1,0.127402276089383,0.388514668107062
"DCST1",1,0.0110585752286361,0.0549802458500941
"OBP2B",1,1,1
"LAMP1",1,0.0632567824809892,0.237880478335792
"RB1",1,0.513003270397562,0.85541913245792
"CCDC191",0.22912387659961,0.214871988622713,0.16368630996345
"LTA4H",1,0.053621402314686,0.21050727621832
"CSDE1",1,0.276612399420321,0.683412857469617
"GABRB3",1,1,1
"TTC9B",1,0.387496703439846,0.754862153915102
"SORD",0.774321289231259,0.652085580219699,0.918606865714661
"BCAN",1,0.169720241997965,0.487054333480048
"OR51B5",0.0702377217923841,0.162262843908324,0.091227110005474
"ZNHIT1",0.249948605513182,1,0.548391650322608
"PCYOX1",0.22638608576044,0.284582492912615,0.148801305232798
"ADAM33",1,0.522268153772615,0.849848308739635
"GGCX",1,0.52120940153711,0.858635612071012
"MKRN1",1,0.20720429281413,0.48953825212732
"DZIP1",0.624948586120971,0.477589654160176,0.704541332140729
"MAP2K5",1,0.765639293615802,0.930479489983243
"FAM168A",1,0.376560490523228,0.744338302287084
"CFAP70",1,0.277353565705416,0.632200755431827
"GTSF1",1,0.677396576817389,0.941241454251128
"NFE2L1",1,0.683661405804744,0.963905520251058
"ZNF581",1,0.00656855340866013,0.0395785666733853
"MYSM1",0.624948586120971,0.582783753351085,0.693634483892376
"EPHB6",1,0.859247055833284,0.989593794252964
"GMEB2",1,0.735358145692752,0.961405493494971
"CACNG4",1,0.443898765640738,0.852872573572506
"EYA4",1,0.648323848194423,0.929284674895222
"PTGFRN",1,0.201365510354366,0.524080635647553
"HEATR5B",0.687435734853583,0.126113265842165,0.33671627151244
"DERL1",1,0.10979821953756,0.352354670315093
"WNT2B",1,0.124674331396248,0.384252559277448
"LPCAT3",1,0.257992846238419,0.627267049677727
"H2AFY",1,0.0431102533918638,0.178648649174866
"PSMC5",1,0.382965117097471,0.750539391576064
"PIK3C2B",0.49996572290589,0.264191209125926,0.380866829463375
"SULT1A2",0.301506990661404,0.458885351583785,0.330065709168253
"PSG5",0.441643045192726,0.346665616644933,0.541407427930108
"LRRC4C",1,0.599725912545603,0.906355300751924
"SPR",0.624948586120971,0.0837240595478924,0.143494572936244
"MARCH4",1,0.395027052473872,0.819363109909967
"HNRNPK",1,0.507677603335609,0.851836653204519
"SEMA6C",1,0.65528216504057,0.940401101113537
"POGZ",1,0.562644012117123,0.886225172483349
"RAB12",1,0.677264428557061,0.941189969825472
"AGPAT2",0.343581477453416,0.204626311897419,0.330619358873219
"TSC1",1,0.603878436225716,0.908464070563389
"C11orf71",1,0.903372899866059,0.993148271429138
"MAP6",1,0.256463079673714,0.605450489150423
"CEP170B",1,0.0119266391454227,0.0647494948945719
"RRBP1",0.249948605513182,0.253419341796051,0.250974338631902
"MECOM",1,0.632120839589214,0.922058676829282
"GALR3",1,0.338422457240768,0.665899082821135
"PARD6A",0.49996572290589,0.281495997306575,0.403081848333841
"PLPPR3",1,0.308547887182174,0.671362628104823
"HIF1A",1,0.682057680696997,0.943040947058035
"SAP18",0.49996572290589,0.831685118366498,0.598727259648484
"PPP1R12C",0.49996572290589,0.633035366506429,0.635427260044451
"SSBP3",1,0.628855533775774,0.920552515411743
"ZNF609",1,1,0.999077098387608
"NRM",1,0.134787830311138,0.366427072058035
"PJA2",1,0.70962475302565,0.952781836843125
"ZFHX4",1,0.183278287680307,0.494255645970859
"NKX6-1",1,0.344463717105107,0.711581612264415
"DALRD3",0.49996572290589,0.0272931297226175,0.0451384848828627
"GCH1",1,0.571174088366533,0.891066552263266
"ATG4C",0.647388622161677,0.0693177251229713,0.121819502064539
"KIAA1522",1,1,1
"AQP10",1,0.549455837283506,0.874991995538601
"LIMK2",1,0.35202167719545,0.738577518402504
"EYS",0.37056015367682,0.0620995040829662,0.135340772485779
"PVR",1,0.192151686463012,0.464819389500496
"SLC45A2",0.624948586120971,0.00110473032289311,0.00820664944463457
"UTP15",1,0.119146808593906,0.372619593437419
"ZNF283",0.624948586120971,0.51443080222393,0.74214300611333
"PHOSPHO2",1,0.0193007355485375,0.0954925522075787
"STK17A",1,0.153680894776874,0.438027049118082
"TNFSF11",1,0.453398123003775,0.812029092576634
"PIGG",1,0.183233097908189,0.50008611026618
"BIRC6",1,0.250574597481021,0.597369491708609
"MRPS2",1,0.298023721837676,0.676737939269791
"GABRG3",1,1,1
"ARMC1",1,0.643489224907253,0.867834098920246
"PPP1R8",1,0.705800349426049,0.951717334699689
"ABCA7",0.783461515746391,0.320107855154504,0.612355256737298
"FAU",1,0.223732452851772,0.55872802727558
"DPEP3",1,0.0905103763198009,0.285150856259665
"OLFM1",1,0.617282573337257,0.915077205466448
"ZNF454",1,0.301011127375765,0.657273737076857
"HDHD3",0.374914345456448,0.239343153173174,0.395319113230034
"CLPTM1L",1,0.885267197325839,0.993111746923632
"TRMT2B",0.374914345456448,0.908466525769873,0.742726947614415
"SAGE1",0.624948586120971,0.272535195149166,0.524979507453012
"UTS2R",0.453012582262561,0.817034767863829,0.794489001247901
"PMEPA1",1,0.428920176079484,0.791994434183323
"GALNT16",1,0.85690545499002,0.995252256692833
"MPHOSPH8",1,0.0440862080323714,0.172073167453356
"LTC4S",1,0.432786066836002,0.436943326710268
"DPYD",0.705800349426049,0.345286275463035,0.621850075516975
"NCBP2",1,1,1
"AKNA",0.179552779063125,0.324237552098234,0.248512444908448
"RABGEF1",1,0.464306109524743,0.820526968807054
"TSPEAR",1,0.727358978413273,0.958486125043567
"ZNRF3",1,0.0538795381818097,0.211261911599434
"PAK5",1,0.0509420627217545,0.202599961773625
"MEF2B",1,0.889687861368434,1
"SYT14",1,0.182866673983858,0.493556778047195
"ZNF785",1,0.493063672781627,0.840638075502559
"PRPSAP1",1,0.549455837283506,0.814094694676738
"FYN",1,0.336935119178966,0.703475006167259
"MPPED2",1,0.326506800083191,0.691967331766286
"FEN1",1,0.0715710206313901,0.260308456065789
"CCDC58",1,0.647388622161677,0.981602361821917
"LPAR2",1,0.521081518525853,0.860747872724891
"PROSER2",1,0.244569898977071,0.588986468193909
"EIF5A2",1,1,1
"PRKD1",0.374914345456448,0.670274828655702,0.644874982429695
"ATXN2",1,0.024884309823389,0.116794951139095
"LAX1",1,0.0253552546534566,0.110660235824277
"KMT2A",1,0.712818241735434,0.954127753920473
"SOX14",1,0.343581477453416,0.710640220025029
"DNAJC9",1,1,1
"SIRPA",1,0.916495437482033,0.996412180693277
"LINGO4",0.374914345456448,0.72152262308169,0.565235261812331
"BICD2",1,0.639223032835794,0.925276523443252
"KRT16",0.179552779063125,0.144490088366787,0.149016340169936
"SSH1",1,0.14195051326463,0.396453670123292
"GADD45G",1,0.408427145200901,0.774149853742946
"HSF2",1,1,0.990845510666574
"ZNF619",0.49996572290589,0.757295093515244,0.770970463084842
"RAB24",1,0.540920051756053,0.873306655081373
"HMGXB4",1,0.509209119543848,0.852872573572506
"NT5DC2",1,0.127968314206419,0.342946858829259
"CIAO2B",1,0.814415017239319,0.981602361821917
"COL4A5",1,0.176449660435814,0.511752117727089
"SLC25A46",1,0.0304866954956247,0.136899436155808
"KPNA1",1,0.814415017239319,0.981602361821917
"IL10RA",1,0.502746968110558,0.848470111428035
"KYAT1",1,0.0777136334224477,0.245424259786731
"EPHA10",0.503148561794898,0.573281266718343,0.69737517164448
"HNRNPC",1,1,1
