"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"KIAA0895",0,0,0,1,266,259,1.0270308668802,0.789868464419384,266,259,1.0270308668802,0.789868464419384
"PYHIN1",13,10,1.29997307562292,0.677396576817389,576,549,1.04919596314175,0.439385344995163,589,559,1.05368600883234,0.407883089352341
"SNW1",0,0,0,1,13,17,0.76472210882845,0.584275316709306,13,17,0.76472210882845,0.584275316709306
"ENOPH1",0,0,0,1,14,16,0.875008571376262,0.855387068476223,14,16,0.875008571376262,0.855387068476223
"CYP1B1",4,3,1.33330279094402,1,262,266,0.984961592190994,0.894288978652417,266,269,0.98884731593144,0.929856170577715
"MXD4",0,0,0,1,13,16,0.812512982164039,0.710794039247136,13,16,0.812512982164039,0.710794039247136
"CRYBA1",0,1,0,1,402,384,1.04688852739622,0.533871133885361,402,385,1.04416777960085,0.558417913123449
"PARVA",5,6,0.833344859649759,1,28,35,0.800013836085958,0.448984909598608,33,41,0.804891542827387,0.41480636288656
"POT1",0,0,0,1,277,274,1.01094914513973,0.930842742176137,277,274,1.01094914513973,0.930842742176137
"SFXN5",3,0,Inf,0.249948605513182,59,74,0.797311292037356,0.222558820525689,62,74,0.837848992788418,0.343372113060769
"ADCY7",8,4,1.9998973042321,0.387496703439846,335,294,1.13944519162629,0.112313819483722,343,298,1.15099509445423,0.082808481854527
"ASIC1",0,0,0,1,32,42,0.761921155606272,0.294197052238789,32,42,0.761921155606272,0.294197052238789
"PM20D2",1,3,0.333335894718525,0.624948586120971,230,209,1.10046236007331,0.332859278200426,231,212,1.0895969061809,0.385534543254477
"GFRAL",2,4,0.500025678084717,0.687435734853583,601,671,0.895684789772079,0.0613345525229924,603,675,0.893340188080062,0.0542062941735993
"HSPBAP1",0,1,0,1,981,1014,0.967448311094168,0.488895965012153,981,1015,0.966494681557898,0.48887567204704
"OR6T1",5,5,1,1,494,552,0.894934355438042,0.083976023868879,499,557,0.895877487836535,0.085366553591743
"WNT3A",0,0,0,1,30,20,1.49995101726798,0.201870729351615,30,20,1.49995101726798,0.201870729351615
"FBXO24",0,1,0,1,295,258,1.14339987451409,0.129414787634458,295,259,1.13898555327267,0.141072247271809
"ZNF160",1,1,1,1,641,636,1.00786167654271,0.907083015588333,642,637,1.00784933415495,0.907149535557777
"HECTD3",2,2,1,1,233,228,1.02193209387894,0.849948260451105,235,230,1.02174135155236,0.850567596245502
"SLC44A2",2,2,1,1,285,261,1.09193096453728,0.316414247871214,287,263,1.09123110656512,0.318119408182094
"COLEC12",0,0,0,1,586,548,1.06930444984662,0.280704779903226,586,548,1.06930444984662,0.280704779903226
"SLC25A12",0,0,0,1,703,786,0.894408753704937,0.0413084020251485,703,786,0.894408753704937,0.0413084020251485
"SPATA20",1,9,0.111123874514579,0.0214424117938158,237,253,0.936735001992193,0.491032530179558,238,262,0.908409571886395,0.295834685721385
"IPO7",0,0,0,1,26,26,1,1,26,26,1,1
"SPEF1",0,0,0,1,74,65,1.13845079439223,0.495529390881336,74,65,1.13845079439223,0.495529390881336
"ZNF709",0,1,0,1,70,76,0.921078714237259,0.677651885391334,70,77,0.909106459808216,0.619089861033495
"CSNK1D",0,0,0,1,19,21,0.90477417938341,0.874457530461172,19,21,0.90477417938341,0.874457530461172
"DCDC2",0,2,0,0.49996572290589,605,615,0.983738611369649,0.788586808626818,605,617,0.980549082659501,0.743328315102978
"DESI1",2,3,0.666688446894727,1,3,10,0.299992050146176,0.0921421096335667,5,13,0.384617816099617,0.0960496032021033
"TSNARE1",26,21,1.23807483637941,0.55943033548769,618,614,1.00651461449072,0.929082753413311,644,635,1.01417405429306,0.815579852159882
"FBXO9",0,0,0,1,28,29,0.965511000951323,1,28,29,0.965511000951323,1
"ELN",2,8,0.250037977462813,0.109254824845677,260,262,0.992366443047194,0.964475175546695,262,270,0.970365560360123,0.757389778673316
"TTC3",8,7,1.1428459396773,1,1722,1823,0.944571447820536,0.12933897396469,1730,1830,0.945330469304507,0.134785878462827
"ILDR1",7,5,1.39996211862962,0.774321289231259,482,502,0.960149446062603,0.553306307192049,489,507,0.964489290345645,0.60029691657617
"CTSS",0,0,0,1,843,834,1.01079174391674,0.836622790884518,843,834,1.01079174391674,0.836622790884518
"MICAL2",24,16,1.49995101264237,0.267532561670667,1705,1756,0.97095004319049,0.43825697037163,1729,1772,0.975729110287452,0.522250591381972
"CHRNA5",0,0,0,1,267,311,0.858530416293702,0.074905143294053,267,311,0.858530416293702,0.074905143294053
"CHRDL1",0,0,0,1,48,50,0.95999127180702,0.919337220620442,48,50,0.95999127180702,0.919337220620442
"GBE1",10,18,0.555580746518627,0.184513329509694,823,855,0.962563601479309,0.470441873598714,833,873,0.954166446019815,0.370485699660949
"BDH2",1,3,0.333335894718525,0.624948586120971,152,170,0.894124767830844,0.338302224879943,153,173,0.884400859666917,0.287453399208352
"ADAMTS7",4,2,1.99989729293577,0.687435734853583,1395,1451,0.961394433339694,0.345855041225671,1399,1453,0.962824882811515,0.356933815497361
"TDRKH",0,2,0,0.49996572290589,751,775,0.969026076901761,0.572090402507316,751,777,0.966530639510238,0.536320903965184
"GPSM1",0,3,0,0.249948605513182,114,145,0.786221604059724,0.0599722360703021,114,148,0.770286049843113,0.0396291603093155
"CHRNA3",0,1,0,1,603,592,1.01858280511298,0.763576618945695,603,593,1.01686473780288,0.786684481160669
"PTGDS",1,0,Inf,1,21,27,0.777793132351614,0.470147813199317,22,27,0.814827626901545,0.567520398525776
"C1QB",1,0,Inf,1,33,34,0.970583898477334,1,34,34,1,1
"UBA7",10,7,1.42853037601686,0.628855533775774,353,376,0.938806683177189,0.425481390693689,363,383,0.947763821600241,0.476031393173326
"RCOR3",0,0,0,1,24,22,1.09088184543946,0.882811565257394,24,22,1.09088184543946,0.882811565257394
"IRF4",0,0,0,1,105,104,1.00961545322101,1,105,104,1.00961545322101,1
"PSMA1",0,0,0,1,8,10,0.80001385430602,0.814415017239319,8,10,0.80001385430602,0.814415017239319
"MAP1LC3A",0,0,0,1,2,2,1,1,2,2,1,1
"RPS7",0,0,0,1,4,4,1,1,4,4,1,1
"HEY1",0,0,0,1,101,83,1.21684930454913,0.20720429281413,101,83,1.21684930454913,0.20720429281413
"ADSS",0,0,0,1,340,342,0.994152145591237,0.968752785164291,340,342,0.994152145591237,0.968752785164291
"ABCC11",231,262,0.881687312539814,0.184127872039566,1635,1635,1,1,1866,1897,0.983656543355954,0.660796169809638
"TPPP",0,0,0,1,70,73,0.958894784472629,0.866605573709938,70,73,0.958894784472629,0.866605573709938
"CHRM5",0,0,0,1,197,171,1.15203493474442,0.187164269983663,197,171,1.15203493474442,0.187164269983663
"GPR4",0,0,0,1,7,7,1,1,7,7,1,1
"UBTD1",0,0,0,1,54,48,1.12499042308667,0.61954822019273,54,48,1.12499042308667,0.61954822019273
"PGRMC1",0,0,0,1,17,23,0.739148282765822,0.428956346472596,17,23,0.739148282765822,0.428956346472596
"CST3",0,0,0,1,16,18,0.888896482151543,0.864008023615571,16,18,0.888896482151543,0.864008023615571
"NCAPD2",11,11,1,1,698,700,0.997142962854898,0.977665162810698,709,711,0.9971871652823,0.977823547772904
"KRTAP2-4",0,0,0,1,41,46,0.891311751632357,0.667354539450199,41,46,0.891311751632357,0.667354539450199
"SLC9A4",6,3,1.99989729858785,0.507677603335609,772,813,0.949552059844379,0.341033987090447,778,816,0.95341653398663,0.369848044681
"PAX8",0,0,0,1,339,333,1.01801943359029,0.843638786981171,339,333,1.01801943359029,0.843638786981171
"NOX5",52,47,1.10636951967783,0.686882209549202,321,316,1.01582375127676,0.871395926245553,373,363,1.02755238061117,0.733911889912089
"TBC1D16",2,0,Inf,0.49996572290589,567,567,1,1,569,567,1.00352722029273,0.975427996240417
"MFSD14B",1,0,Inf,1,46,68,0.676491884734724,0.0478827919042418,47,68,0.691197029900956,0.0607240627482427
"NUP88",0,2,0,0.49996572290589,299,321,0.93149675254966,0.389506488670863,299,323,0.925724374146376,0.346753357972066
"DOP1B",0,0,0,1,1209,1280,0.944508066876515,0.193175572402074,1209,1280,0.944508066876515,0.193175572402074
"SLC5A2",3,2,1.49995099608784,1,273,272,1.00367633808009,1,276,274,1.00729921975458,0.965358356002593
"KHDRBS1",0,0,0,1,11,13,0.846164460257412,0.838687197175577,11,13,0.846164460257412,0.838687197175577
"NOP2",6,7,0.857152697824698,1,380,379,1.00263840876298,1,386,386,1,1
"CTDP1",0,0,0,1,311,305,1.01967390204148,0.837078399339091,311,305,1.01967390204148,0.837078399339091
"RNF144A",0,0,0,1,24,40,0.600024224625379,0.0593945881632124,24,40,0.600024224625379,0.0593945881632124
"ACAP3",0,1,0,1,253,266,0.951113564867582,0.592048942353629,253,267,0.947549069850866,0.561933899173928
"OR52K2",0,2,0,0.49996572290589,655,712,0.919962953254735,0.141422463030461,655,714,0.917383516488949,0.134063801750317
"NAPSA",2,6,0.333335983022799,0.288927677347483,723,768,0.941382959265021,0.2767802729841,725,774,0.936726402073891,0.23274229169684
"PPP1R18",0,0,0,1,264,278,0.949625073970528,0.569703317045677,264,278,0.949625073970528,0.569703317045677
"HSD3B7",0,1,0,1,83,121,0.68597122221327,0.00897815717166381,83,122,0.680348959177816,0.00742249794399639
"DENND2C",2,6,0.333335983022799,0.288927677347483,1155,1195,0.966519108092444,0.449824258738722,1157,1201,0.963354055080906,0.411505352358627
"FAM163A",0,0,0,1,195,198,0.984847686368309,0.918585332394799,195,198,0.984847686368309,0.918585332394799
"PRKCD",0,0,0,1,78,87,0.896558732915252,0.531247645243138,78,87,0.896558732915252,0.531247645243138
"TACO1",2,1,1.99989728727585,1,47,53,0.88680016738541,0.616094838634366,49,54,0.907421698352513,0.692659718626416
"CTSZ",2,0,Inf,0.49996572290589,177,187,0.946507300020613,0.633035366506429,179,187,0.957208714132754,0.711106975444869
"COL4A4",1,5,0.200025939178887,0.218653694808287,1306,1349,0.968117010290603,0.447528176834343,1307,1354,0.965279002223364,0.411011834415267
"RPL18",0,0,0,1,34,28,1.21426773251306,0.524893047738184,34,28,1.21426773251306,0.524893047738184
"TMED9",0,0,0,1,412,418,0.985645162440874,0.858411975134857,412,418,0.985645162440874,0.858411975134857
"SMC6",1,1,1,1,62,67,0.925402850322139,0.723688831180539,63,68,0.92650117382259,0.72570052847659
"RPL5",0,0,0,1,86,101,0.85149531656808,0.302893270486314,86,101,0.85149531656808,0.302893270486314
"VMO1",0,0,0,1,50,42,1.19046057194881,0.464306109524743,50,42,1.19046057194881,0.464306109524743
"SCN7A",127,129,0.984495302828422,0.949745617078211,796,820,0.970726187800285,0.581952224897017,923,949,0.972597814854138,0.572406874244287
"UBE2W",0,0,0,1,15,20,0.750017171143511,0.499042583716933,15,20,0.750017171143511,0.499042583716933
"HTR5A",2,1,1.99989728727585,1,797,799,0.997496968707758,0.978966921249064,799,800,0.998750062964264,1
"VEPH1",4,3,1.33330279094402,1,353,405,0.871613468163126,0.0679324147269512,357,408,0.875008290192679,0.0750082212347532
"DNASE2",1,0,Inf,1,150,152,0.986841630476857,0.953652426742375,151,152,0.993421149231112,1
"FSCB",23,25,0.920025705692928,0.885245149321759,196,237,0.827016020200631,0.0570821945713475,219,262,0.835889017287993,0.0573607146184039
"PRDM7",9,15,0.600024233006929,0.307056749553173,713,710,1.00422524666318,0.955707453311348,722,725,0.995862173643361,0.956043023630677
"ARHGEF37",63,68,0.92650117382259,0.72570052847659,851,888,0.958321342731479,0.40261942784668,914,956,0.956053361971424,0.36352926874199
"CHRNB3",7,12,0.583357990492413,0.358967824226956,153,149,1.02684925781508,0.861580886603673,160,161,0.993788927923068,1
"CDH12",0,0,0,1,624,653,0.955576637745428,0.448024959857727,624,653,0.955576637745428,0.448024959857727
"MAVS",2,9,0.222253090944111,0.0653306518456789,251,275,0.912743870878392,0.307690999836488,253,284,0.890852341104101,0.202528313390978
"KCNMA1",0,0,0,1,49,54,0.907421698352513,0.692659718626416,49,54,0.907421698352513,0.692659718626416
"IDUA",5,8,0.625023456167645,0.580882465162443,208,231,0.900439543609924,0.286807390316621,213,239,0.891220664528665,0.232774325443043
"CYP3A43",12,10,1.19998340914489,0.831685118366498,489,507,0.964489290345645,0.60029691657617,501,517,0.96904648129658,0.649958904072192
"PGA5",2,3,0.666688446894727,1,94,99,0.949480422169793,0.772038386745675,96,102,0.941156636870522,0.720639673951647
"NYAP1",0,0,0,1,206,188,1.09572393846612,0.385589442327111,206,188,1.09572393846612,0.385589442327111
"NATD1",0,0,0,1,9,11,0.818194406759675,0.823682194776963,9,11,0.818194406759675,0.823682194776963
"TMC3",292,277,1.0541693016431,0.549822520752118,919,853,1.0773445138267,0.144506852872946,1211,1130,1.07164914255277,0.124448706359488
"HMX1",1,0,Inf,1,13,22,0.590933561688654,0.174950408706671,14,22,0.636386676792647,0.242404942400122
"SGK2",0,2,0,0.49996572290589,64,51,1.25487986565079,0.261199569457641,64,53,1.20752989255273,0.353369515619136
"GPX8",0,0,0,1,9,13,0.692328214202596,0.523150401718471,9,13,0.692328214202596,0.523150401718471
"TMEM222",1,1,1,1,217,218,0.995412978385332,1,218,219,0.995433924382634,1
"DZIP3",1,7,0.142873687457794,0.0702377217923841,132,145,0.910360706762187,0.466829641918704,133,152,0.87500846952087,0.281753595420786
"STRA6",2,5,0.400001107722739,0.453012582262561,383,398,0.962303006026145,0.607278718806045,385,403,0.955322705178824,0.53436461273492
"IP6K3",5,5,1,1,609,713,0.854147009712031,0.00634852963692085,614,718,0.85516269062365,0.00653404047057536
"CCDC157",6,4,1.49995099848767,0.753821907775359,557,625,0.891207030239487,0.0607485090563306,563,629,0.895078305446416,0.066198382755219
"CTNNB1",0,0,0,1,28,30,0.933308435477171,0.89547602331333,28,30,0.933308435477171,0.89547602331333
"POGLUT1",1,1,1,1,89,73,1.21915967173846,0.235953266567483,90,74,1.21619810400111,0.238804888555674
"SNAI3",0,2,0,0.49996572290589,161,176,0.914792305054142,0.440599291064826,161,178,0.904504300567392,0.379510743058877
"SH3TC1",91,74,1.22971025497466,0.210265703938719,1402,1469,0.95437450725453,0.261439364056358,1493,1543,0.967587488838487,0.413448086193935
"KCNG2",1,0,Inf,1,36,38,0.947352897814456,0.907326433262417,37,38,0.97368088103099,1
"CCDC124",0,1,0,1,69,61,1.13113744007094,0.537621214979338,69,62,1.11289470191967,0.598664158135207
"AAK1",0,0,0,1,679,673,1.00891543866523,0.886981908370524,679,673,1.00891543866523,0.886981908370524
"WRN",43,27,1.59253338781661,0.0715710206313901,636,571,1.113827221151,0.0724038074278478,679,598,1.13544155193301,0.0307898342272134
"TBCD",1,4,0.250037905700928,0.374914345456448,165,175,0.942838034770251,0.621571368287134,166,179,0.927404677512513,0.51344577662667
"XAF1",62,74,0.837848992788418,0.343372113060769,120,137,0.875920825149583,0.31410826524129,182,211,0.862568544329797,0.15256247114284
"SUGP2",0,0,0,1,340,357,0.952367096292117,0.535234053707565,340,357,0.952367096292117,0.535234053707565
"USHBP1",7,11,0.636386680303911,0.480408072445365,227,226,1.00442464274643,1,234,237,0.987341331152215,0.92541479188978
"ZNF208",16,18,0.888896482151543,0.864008023615571,743,747,0.994645323614991,0.934976397974101,759,765,0.99215679958186,0.892940915031332
"TMEM59L",0,0,0,1,246,252,0.976187633274619,0.819797083269744,246,252,0.976187633274619,0.819797083269744
"EXOC6B",0,0,0,1,125,138,0.905808796737087,0.455416317352439,125,138,0.905808796737087,0.455416317352439
"NPPC",0,0,0,1,14,16,0.875008571376262,0.855387068476223,14,16,0.875008571376262,0.855387068476223
"ELMO3",57,35,1.62850829749877,0.0275450402304634,1141,1223,0.932979633773952,0.120655290854889,1198,1258,0.952288162798665,0.266013164955817
"LGI4",2,0,Inf,0.49996572290589,86,95,0.905274911686071,0.549760359297462,88,95,0.926346019032361,0.655497898379396
"FAM219B",0,0,0,1,66,89,0.74159069561264,0.0753817476378808,66,89,0.74159069561264,0.0753817476378808
"IQCA1",23,23,1,1,1099,1145,0.959813572213559,0.37649874722341,1122,1168,0.960605105205949,0.38069032321624
"SLC2A7",10,15,0.666688442659152,0.423956360176555,471,474,0.993670952448484,0.946479340409728,481,489,0.983638904040899,0.81648896043442
"TSPYL5",0,0,0,1,241,234,1.02991935420424,0.779715820041276,241,234,1.02991935420424,0.779715820041276
"TBC1D28",17,13,1.30766456004783,0.584275316709306,114,92,1.23911002506422,0.140542129572308,131,105,1.24759778152192,0.100834391175511
"TBC1D24",1,1,1,1,21,30,0.700020107906278,0.261607248534251,22,31,0.709696995861788,0.270812426036589
"DCTN1",2,3,0.666688446894727,1,537,567,0.947071808561616,0.399348865364594,539,570,0.945594850339758,0.38312204839634
"MROH9",4,7,0.571453486097286,0.548673561199024,1100,1064,1.03384265279722,0.475199307539571,1104,1071,1.03081891803825,0.519848218693992
"GPR183",0,0,0,1,44,41,1.07313052662013,0.827930152400264,44,41,1.07313052662013,0.827930152400264
"RTBDN",1,3,0.333335894718525,0.624948586120971,151,175,0.86286645091021,0.197863174954456,152,178,0.853942521014954,0.164137384169368
"ISLR",0,1,0,1,130,137,0.948890059341555,0.711060295004043,130,138,0.942009523084128,0.666191082611462
"SYT5",1,0,Inf,1,126,138,0.913061913038814,0.494649831955114,127,138,0.920314686182317,0.535462542377323
"PTPN13",5,3,1.66659934587882,0.726487526564926,1504,1457,1.03226599636971,0.431880705363748,1509,1460,1.03357028236112,0.420613570689073
"SLC18B1",2,5,0.400001107722739,0.453012582262561,864,857,1.00816812919094,0.87848128962195,866,862,1.00464028283275,0.93916625873213
"PLD3",0,0,0,1,163,153,1.06538439093118,0.608922128488769,163,153,1.06538439093118,0.608922128488769
"C16orf70",0,0,0,1,440,443,0.993228040911976,0.944745893374899,440,443,0.993228040911976,0.944745893374899
"NEK9",12,9,1.3333027992766,0.663393375756918,482,447,1.07826728558898,0.278886290391966,494,456,1.08330515319518,0.241227614245818
"ADAM28",3,16,0.187523581736411,0.00440106218406793,855,796,1.07408780769241,0.176911968083214,858,812,1.05667247950598,0.289598076695075
"NEDD9",0,0,0,1,410,377,1.08750770955556,0.256740284761423,410,377,1.08750770955556,0.256740284761423
"ERO1B",3,0,Inf,0.249948605513182,113,131,0.862604779198189,0.272531000206577,116,131,0.885503932083821,0.369112134793879
"BRF2",1,2,0.500025679499842,1,114,140,0.814298480175024,0.113565339222264,115,142,0.809872229356235,0.101794187123676
"DPY19L1",0,1,0,1,25,27,0.925956435420406,0.889687861368434,25,28,0.892864451042617,0.783461515746391
"HLA-DQA1",0,0,0,1,5,6,0.833344859649759,1,5,6,0.833344859649759,1
"C9orf64",2,0,Inf,0.49996572290589,165,182,0.906605295056551,0.384937485065205,167,182,0.917604446997654,0.44838703422612
"FYB2",63,52,1.21152078653036,0.349245540743616,776,744,1.04302318945325,0.450444027900541,839,796,1.05404022832704,0.321671959677617
"SMAP2",7,12,0.583357990492413,0.358967824226956,51,62,0.8225928859511,0.34504389884578,58,74,0.78379870242649,0.189535145225527
"TMED1",2,0,Inf,0.49996572290589,37,46,0.80436135326651,0.378650973633693,39,46,0.847836556667838,0.514204424420137
"SLC25A33",1,0,Inf,1,21,24,0.875008565250959,0.765639293615802,22,24,0.916689561001127,0.882811565257394
"SLC26A1",1,7,0.142873687457794,0.0702377217923841,724,776,0.93302041428013,0.202618483596795,725,783,0.925950199470308,0.159552450949415
"ACTL8",1,0,Inf,1,155,116,1.33617618810721,0.0197769369953131,156,116,1.34479593350836,0.0169579903981592
"MRPL51",0,0,0,1,119,131,0.908411183939572,0.4830129407122,119,131,0.908411183939572,0.4830129407122
"OCEL1",19,21,0.90477417938341,0.874457530461172,68,79,0.860769022297554,0.407245887946929,87,100,0.870008860086487,0.377245183008048
"C9orf131",3,5,0.600024236462594,0.726487526564926,943,1042,0.904996274387036,0.0374148911785719,946,1047,0.903539871722784,0.0355667336941288
"NANOS3",0,0,0,1,26,20,1.29997308975965,0.46068329374836,26,20,1.29997308975965,0.46068329374836
