"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"RNF216",1,0,Inf,1,137,127,1.07870474908851,0.576331488350876,138,127,1.08658485517409,0.535462542377323
"CNKSR3",1,1,1,1,208,214,0.971958468398337,0.805031273242759,209,215,0.972088918464519,0.805469575364482
"PSMD7",0,0,0,1,34,29,1.1723998870327,0.613889372240379,34,29,1.1723998870327,0.613889372240379
"ZNF639",0,0,0,1,201,204,0.985293389456501,0.919763916641241,201,204,0.985293389456501,0.919763916641241
"VCX",0,0,0,1,4,19,0.210554613812645,0.0025805892031078,4,19,0.210554613812645,0.0025805892031078
"SPIDR",6,1,5.99928153460606,0.124910182969341,235,249,0.943756218910156,0.548210566450723,241,250,0.963992599443486,0.713634614102609
"RPL26L1",2,1,1.99989728727585,1,10,11,0.909107282008419,1,12,12,1,1
"LIMCH1",2,1,1.99989728727585,1,509,500,1.01800152500707,0.794590166449544,511,501,1.01996208008193,0.769919143173326
"PWP1",6,5,1.19998340233392,1,1163,1287,0.903657743885055,0.0206470262252921,1169,1292,0.904804524117645,0.022125269469672
"LIN37",1,4,0.250037905700928,0.374914345456448,93,102,0.911782396022703,0.564259326428414,94,106,0.886800128983283,0.433653003344088
"TNP1",0,0,0,1,8,12,0.666688443710286,0.503148561794898,8,12,0.666688443710286,0.503148561794898
"PCDHGA8",6,8,0.750017178140066,0.790426842818286,0,0,0,1,6,8,0.750017178140066,0.790426842818286
"SWAP70",0,0,0,1,29,26,1.11537584540048,0.787313752601074,29,26,1.11537584540048,0.787313752601074
"OTUD6B",1,1,1,1,451,437,1.03204265103993,0.653334248246722,452,438,1.03196947912424,0.653677812612875
"OTP",0,0,0,1,161,140,1.14998830220064,0.244273783616794,161,140,1.14998830220064,0.244273783616794
"PUS3",1,1,1,1,641,628,1.02070293878073,0.747506647513589,642,629,1.02067002010989,0.747683237461361
"LCMT1",0,1,0,1,30,26,1.15383397353091,0.68831173461624,30,27,1.11110166419224,0.790966486423963
"ZNF93",2,4,0.500025678084717,0.687435734853583,919,899,1.02224994063996,0.672433119153673,921,903,1.0199358579877,0.7095001212368
"GSTP1",0,1,0,1,50,46,1.08692644778984,0.758882178849016,50,47,1.06385278852283,0.838685644713006
"KCTD1",0,0,0,1,19,12,1.58327512708142,0.280530089969238,19,12,1.58327512708142,0.280530089969238
"OSTN",1,1,1,1,17,22,0.77274296743132,0.521838801441749,18,23,0.782623728105937,0.532130948189437
"CDRT15",2,2,1,1,59,62,0.951599763163285,0.855229994665693,61,64,0.953112697219673,0.857517832227873
"SFT2D2",2,1,1.99989728727585,1,21,27,0.777793132351614,0.470147813199317,23,28,0.821440919137351,0.575180032205979
"OCM2",0,4,0,0.124948635472415,14,11,1.2727032532493,0.689783176325156,14,15,0.933308545099101,1
"TSHZ2",0,0,0,1,353,349,1.01146163911195,0.907727168558254,353,349,1.01146163911195,0.907727168558254
"VSX2",0,0,0,1,200,210,0.952367660919225,0.652298043952231,200,210,0.952367660919225,0.652298043952231
"VN1R4",1,0,Inf,1,62,73,0.849325411757232,0.387331362543046,63,73,0.863023072487786,0.438269616050361
"KIAA0513",0,0,0,1,111,116,0.956886078558331,0.789118664892628,111,116,0.956886078558331,0.789118664892628
"CCDC169",0,0,0,1,15,16,0.937478173817316,1,15,16,0.937478173817316,1
"MEI1",5,5,1,1,818,717,1.14085439673464,0.0146014697602594,823,722,1.13987896838281,0.0148965259759021
"C7orf33",3,3,1,1,303,297,1.02020391266126,0.835037236313732,306,300,1.02000184567177,0.835812134385875
"BEX1",0,0,0,1,5,11,0.45457100257277,0.209862935814013,5,11,0.45457100257277,0.209862935814013
"AP3S2",0,0,0,1,33,44,0.750017157355392,0.253062939872428,33,44,0.750017157355392,0.253062939872428
"MDS2",0,2,0,0.49996572290589,1,0,Inf,1,1,2,0.500025679499842,1
"MPPED1",0,0,0,1,24,17,1.41172553388347,0.348211346813295,24,17,1.41172553388347,0.348211346813295
"MRPL36",0,0,0,1,321,281,1.14233789449602,0.114050069023637,321,281,1.14233789449602,0.114050069023637
"GPIHBP1",0,0,0,1,41,36,1.13887807459042,0.64792574334827,41,36,1.13887807459042,0.64792574334827
"S100A1",1,2,0.500025679499842,1,24,16,1.49995101264237,0.267532561670667,25,18,1.38885225561535,0.359669561369955
"SEC61B",0,0,0,1,6,9,0.666688444766588,0.607050407799402,6,9,0.666688444766588,0.607050407799402
"KLRC3",79,79,1,1,42,30,1.39996215022858,0.193417276637742,121,109,1.11008295024278,0.464877465883486
"MCHR1",0,0,0,1,372,344,1.08136432177012,0.319656201599596,372,344,1.08136432177012,0.319656201599596
"COX6A1",0,0,0,1,26,29,0.896558773550408,0.787313752601074,26,29,0.896558773550408,0.787313752601074
"ASB3",1,3,0.333335894718525,0.624948586120971,875,783,1.1174885181784,0.0335483007248487,876,786,1.11449577443899,0.0383184212139418
"SH2D1B",2,2,1,1,35,40,0.87500855305137,0.643612071246853,37,42,0.88096051353643,0.652085580219699
"UBE2L6",2,3,0.666688446894727,1,25,19,1.31576085978013,0.450696858926171,27,22,1.2272534300323,0.567520398525776
"MRPS11",0,0,0,1,84,68,1.23527406789848,0.221255788370791,84,68,1.23527406789848,0.221255788370791
"LMO7",7,5,1.39996211862962,0.774321289231259,780,769,1.01430519805603,0.809940350260569,787,774,1.01679728587203,0.769584144054962
"C11orf54",5,5,1,1,80,67,1.19401391977084,0.319905959926328,85,72,1.18054093045421,0.335675103292613
"GPRC6A",7,7,1,1,574,546,1.05129907800273,0.420370080493512,581,553,1.05064952920043,0.440884792754514
"SLC35C2",1,0,Inf,1,77,64,1.20310817434543,0.309909051308645,78,64,1.21873162034887,0.272953879303051
"GYPC",0,1,0,1,234,225,1.04000920128245,0.704575271991486,234,226,1.03540527153792,0.740333351041942
"STYXL1",0,1,0,1,129,129,1,1,129,130,0.99230774198275,1
"NUDT12",3,0,Inf,0.249948605513182,200,209,0.95692704231684,0.688428815939951,203,209,0.971287489842179,0.802792626522354
"DNAJC21",2,1,1.99989728727585,1,390,384,1.01562596705876,0.853699249783638,392,385,1.01818330572715,0.825193664695693
"C5orf24",0,0,0,1,14,20,0.700020112091005,0.390974603377468,14,20,0.700020112091005,0.390974603377468
"RNF103",0,0,0,1,317,316,1.00316443171327,1,317,316,1.00316443171327,1
"IL32",4,3,1.33330279094402,1,203,234,0.867530303586306,0.145575696058112,207,237,0.873426240801994,0.162703432824392
"TUBB4A",0,0,0,1,7,8,0.875008577518651,1,7,8,0.875008577518651,1
"OR4K2",0,0,0,1,33,29,1.13792029790849,0.702934640498398,33,29,1.13792029790849,0.702934640498398
"MT1G",0,0,0,1,9,13,0.692328214202596,0.523150401718471,9,13,0.692328214202596,0.523150401718471
"QSOX1",9,6,1.49995100087584,0.607050407799402,374,341,1.0967566658024,0.235143284148288,383,347,1.10373570696209,0.197354502086089
"SPRR2E",0,0,0,1,59,71,0.830997557019122,0.332560709451002,59,71,0.830997557019122,0.332560709451002
"LCN12",6,3,1.99989729858785,0.507677603335609,988,1011,0.977246975560192,0.633426529614537,994,1014,0.980273804046517,0.685756079405452
"MAGEA10",0,0,0,1,65,60,1.08330062876551,0.719527319635561,65,60,1.08330062876551,0.719527319635561
"NDUFA5",106,90,1.17776343999945,0.280788532729976,12,11,1.09088169146973,1,118,101,1.16830340016353,0.276073908282078
"MRPS18B",2,0,Inf,0.49996572290589,348,369,0.943069452641071,0.444580888852299,350,369,0.948493163982395,0.491957287765257
"VSTM1",0,0,0,1,58,69,0.840590674955761,0.372899284544057,58,69,0.840590674955761,0.372899284544057
"RNU6-1277P",0,0,0,1,40,48,0.833344826796943,0.454387024045524,40,48,0.833344826796943,0.454387024045524
"SLC39A11",2,2,1,1,273,273,1,1,275,275,1,1
"ATP5PD",0,0,0,1,26,24,1.08330020104446,0.887532562034171,26,24,1.08330020104446,0.887532562034171
"ZCCHC18",0,0,0,1,61,69,0.884065865539104,0.537621214979338,61,69,0.884065865539104,0.537621214979338
"TMEM254",1,0,Inf,1,31,37,0.837849021501392,0.543674135423965,32,37,0.86487413565225,0.629646669207035
"RASSF7",0,0,0,1,211,206,1.02427474461349,0.842559242072094,211,206,1.02427474461349,0.842559242072094
"CEACAM3",3,1,2.99997694771041,0.624948586120971,31,41,0.756114330899994,0.287602684123936,34,42,0.809536979756071,0.420986096220754
"SLC29A3",0,0,0,1,341,325,1.04924549865844,0.552451020319379,341,325,1.04924549865844,0.552451020319379
"THY1",0,0,0,1,19,17,1.11763808604362,0.867776535740085,19,17,1.11763808604362,0.867776535740085
"ARMCX2",0,0,0,1,25,26,0.961530514999575,1,25,26,0.961530514999575,1
"CPO",11,9,1.22220341735204,0.823682194776963,652,680,0.958812395668914,0.474271905187077,663,689,0.962254872175505,0.513212920184454
"BDH1",1,1,1,1,114,92,1.23911002506422,0.140542129572308,115,93,1.23653899471553,0.142444059162755
"CD83",0,2,0,0.49996572290589,543,558,0.973114056994787,0.684532700876391,543,560,0.969637286467583,0.639506095331509
"IRAK1BP1",0,0,0,1,634,609,1.04106179029311,0.496943082231934,634,609,1.04106179029311,0.496943082231934
"ZDHHC4",0,0,0,1,207,178,1.16290851010734,0.148463622605611,207,178,1.16290851010734,0.148463622605611
"GRPEL1",0,0,0,1,27,23,1.17389898793299,0.671279117467262,27,23,1.17389898793299,0.671279117467262
"LAT2",0,0,0,1,309,274,1.12772763793953,0.163377435170911,309,274,1.12772763793953,0.163377435170911
"OR1S1",0,0,0,1,319,272,1.17278046716916,0.0590682222711275,319,272,1.17278046716916,0.0590682222711275
"IBSP",0,1,0,1,433,404,1.07174421841331,0.337326431396824,433,405,1.06916568299532,0.355781953262248
"NLRP4",14,6,2.33334254919997,0.115071260231668,1036,1061,0.976433725284442,0.623823680820497,1050,1067,0.984066095589322,0.744723854139699
"TMPRSS9",14,11,1.2727032532493,0.689783176325156,1592,1598,0.996245373564836,0.937681943452645,1606,1609,0.998135556839555,0.968918448056497
"ZNF497",1,1,1,1,153,156,0.980767661772417,0.908488738598121,154,157,0.980890177181964,0.908775922325485
"NCBP1",0,0,0,1,321,323,0.993808138937334,0.96788484169752,321,323,0.993808138937334,0.96788484169752
"SIAH3",0,0,0,1,16,20,0.800013846988272,0.617282573337257,16,20,0.800013846988272,0.617282573337257
"OR8D4",0,1,0,1,187,198,0.94442627401496,0.605716149430436,187,199,0.939677067888826,0.570649183890244
"MCM3",15,9,1.66659935547712,0.307056749553173,263,276,0.952885307965639,0.598763851647513,278,285,0.975435489948998,0.796672431758169
"ARL15",0,1,0,1,13,12,1.08330005783125,1,13,13,1,1
"VRK3",3,2,1.49995099608784,1,68,67,1.0149260537939,1,71,69,1.02898971472541,0.932364493454723
"DNAJC24",0,2,0,0.49996572290589,47,43,1.09299804034515,0.751292565172941,47,45,1.04445531525617,0.916779309801307
"TCEANC",0,0,0,1,29,27,1.07403434695578,0.893649532223881,29,27,1.07403434695578,0.893649532223881
"KCNB1",0,0,0,1,953,956,0.996862023019792,0.961177792912451,953,956,0.996862023019792,0.961177792912451
"CHGA",1,0,Inf,1,552,572,0.965027330199936,0.577439179759109,553,572,0.966776391339091,0.598906719495549
"GPD2",4,0,Inf,0.124948635472415,149,162,0.919777219240266,0.491768737444263,153,162,0.944426459400079,0.648769260512209
"GDPD3",2,0,Inf,0.49996572290589,112,111,1.00900903333217,1,114,111,1.02703064985201,0.893157661390001
"MED22",1,0,Inf,1,66,74,0.89189923460359,0.552377948162065,67,74,0.905417571528748,0.611805103982349
"AC118549.1",0,0,0,1,854,749,1.14017668499745,0.0133633134553502,854,749,1.14017668499745,0.0133633134553502
"OR6A2",2,2,1,1,476,502,0.94819007614276,0.428035512262123,478,504,0.948395732036579,0.428920176079484
"PIANP",0,0,0,1,36,43,0.837220525747978,0.498737918792673,36,43,0.837220525747978,0.498737918792673
"SELENOO",3,1,2.99997694771041,0.624948586120971,605,583,1.03774487946105,0.546314754780399,608,584,1.04110672990863,0.507635007027237
"HTR2B",9,19,0.473709855543541,0.0868594501420758,234,218,1.07335608021225,0.4739036324152,243,237,1.02531971093088,0.816616836748741
"TMEM266",1,0,Inf,1,163,168,0.970233406680518,0.82409135963533,164,168,0.976187728139235,0.867787799005997
"ACER1",0,0,0,1,172,198,0.868695748750069,0.188333527969512,172,198,0.868695748750069,0.188333527969512
"GPR171",1,0,Inf,1,262,276,0.949259930075033,0.568322902240764,263,276,0.952885307965639,0.598763851647513
"RGS18",1,0,Inf,1,35,40,0.87500855305137,0.643612071246853,36,40,0.900007505520315,0.730334021199062
"OGA",0,0,0,1,124,125,0.992000033468616,1,124,125,0.992000033468616,1
"CSRP2",0,0,0,1,5,9,0.555580750636268,0.423724285238605,5,9,0.555580750636268,0.423724285238605
"CXorf66",0,0,0,1,21,26,0.807705617315,0.55943033548769,21,26,0.807705617315,0.55943033548769
"USP50",7,4,1.7499237021537,0.548673561199024,85,85,1,1,92,89,1.03371387638951,0.881149789504058
"UBXN6",0,0,0,1,182,158,1.15188688421715,0.207159529674566,182,158,1.15188688421715,0.207159529674566
"TCAF1",0,0,0,1,20,26,0.76924669277953,0.46068329374836,20,26,0.76924669277953,0.46068329374836
"SPDEF",0,0,0,1,401,375,1.0693631430558,0.376642303601603,401,375,1.0693631430558,0.376642303601603
"BNIP3L",0,0,0,1,6,11,0.545479883866624,0.332021653173746,6,11,0.545479883866624,0.332021653173746
"TMEM41A",0,0,0,1,291,327,0.889915563861106,0.162631421392745,291,327,0.889915563861106,0.162631421392745
"NCBP2L",0,0,0,1,22,26,0.846164449979616,0.664946470341037,22,26,0.846164449979616,0.664946470341037
"MSMO1",1,0,Inf,1,130,124,1.04840045769461,0.751736144418915,131,124,1.05646999299784,0.704768415292732
"C3AR1",3,1,2.99997694771041,0.624948586120971,446,442,1.00904987289606,0.917422006984022,449,443,1.01354465907277,0.863099003020606
"SLC7A11",0,0,0,1,315,316,0.996835567674674,1,315,316,0.996835567674674,1
"HYKK",152,139,1.09350177728535,0.477543900917252,115,125,0.920024710468893,0.558180839016754,267,264,1.0113639191588,0.929602522377628
"COMTD1",0,1,0,1,40,43,0.930266279701899,0.825917663758197,40,44,0.90910686977253,0.742931000988231
"CADM3",0,0,0,1,232,201,1.15421684172474,0.143776724974443,232,201,1.15421684172474,0.143776724974443
"RANBP1",0,0,0,1,28,28,1,1,28,28,1,1
"FRMD6",1,3,0.333335894718525,0.624948586120971,125,100,1.24997848082344,0.106809906158932,126,103,1.22328218576599,0.142824648792149
"NAGLU",2,1,1.99989728727585,1,302,304,0.993421129342196,0.96693537063056,304,305,0.996721438026594,1
"VN1R2",1,1,1,1,553,588,0.940453129657919,0.325325746927311,554,589,0.940554260616501,0.325719585328509
"TFDP1",0,0,0,1,29,29,1,1,29,29,1,1
"PSMD12",0,0,0,1,28,23,1.21737300480498,0.575180032205979,28,23,1.21737300480498,0.575180032205979
"ZDHHC1",1,1,1,1,358,359,0.997214601533256,1,359,360,0.99722233889411,1
"TMEM150B",3,1,2.99997694771041,0.624948586120971,128,116,1.10343335418396,0.477769490790807,131,117,1.11964907309202,0.405232426193514
"CLPSL2",1,1,1,1,292,266,1.09772661159305,0.281258358561644,293,267,1.0973602042955,0.282089092867621
"C15orf40",1,0,Inf,1,144,144,1,1,145,144,1.00694435816798,1
"OR4C11",0,0,0,1,18,20,0.900007798860363,0.871247296383861,18,20,0.900007798860363,0.871247296383861
"PTPRR",0,0,0,1,1068,1152,0.92710597956657,0.100919398079163,1068,1152,0.92710597956657,0.100919398079163
"CD151",0,2,0,0.49996572290589,26,32,0.812512970088391,0.511002370185458,26,34,0.76472209818143,0.365310841173223
"RPA3",1,1,1,1,9,10,0.900007945894111,1,10,11,0.909107282008419,1
"RAB4A",2,1,1.99989728727585,1,35,32,1.09372522671863,0.806759166612558,37,33,1.12120285734232,0.719558131411114
"ADI1",0,2,0,0.49996572290589,71,64,1.10936464902185,0.604080548189135,71,66,1.07571939093212,0.731478901712381
"SERPINB12",14,6,2.33334254919997,0.115071260231668,166,194,0.855679905053132,0.149897883876294,180,200,0.900006693339835,0.323668266636641
"SLURP1",2,1,1.99989728727585,1,9,11,0.818194406759675,0.823682194776963,11,12,0.91668969038495,1
"IL18BP",1,0,Inf,1,111,126,0.880960451600726,0.359355802711866,112,126,0.888896404306457,0.395692050766786
"C12orf65",1,2,0.500025679499842,1,422,390,1.08202129357427,0.279521737482302,423,392,1.07904922672421,0.29668932667316
"ACOT9",0,0,0,1,246,216,1.13887826830611,0.170900893610409,246,216,1.13887826830611,0.170900893610409
"EIF4EBP3",0,0,0,1,7,10,0.700020116329819,0.628855533775774,7,10,0.700020116329819,0.628855533775774
"CYB5D2",1,1,1,1,222,228,0.973680621007729,0.810901493898354,223,229,0.973795573099902,0.811299990466674
"DCBLD1",2,3,0.666688446894727,1,49,47,1.04256309979524,0.918511195449297,51,50,1.02000163134068,1
"KCNK18",0,0,0,1,274,279,0.982077479777675,0.862444218201927,274,279,0.982077479777675,0.862444218201927
"LDB3",0,0,0,1,451,442,1.02036404634769,0.782763217508794,451,442,1.02036404634769,0.782763217508794
"DAND5",2,3,0.666688446894727,1,205,194,1.05671997781747,0.611945663811413,207,197,1.05077652867818,0.64996239073003
"SLC38A11",0,0,0,1,107,122,0.877057527861413,0.351219811437177,107,122,0.877057527861413,0.351219811437177
"DEFB136",0,1,0,1,15,17,0.882360994033321,0.85989663828248,15,18,0.833344850202112,0.728034773259295
"TAS2R60",8,4,1.9998973042321,0.387496703439846,448,432,1.03704534053263,0.602790502584823,456,436,1.04588468022428,0.534728256272694
"OXNAD1",5,7,0.714305042038473,0.774321289231259,89,70,1.27140477158782,0.151047618469574,94,77,1.22076065481279,0.218375031915057
"AMD1",0,0,0,1,13,17,0.76472210882845,0.584275316709306,13,17,0.76472210882845,0.584275316709306
"VAMP8",0,0,0,1,13,13,1,1,13,13,1,1
"RWDD2B",2,2,1,1,136,140,0.971424352095507,0.855405113830843,138,142,0.971826901953988,0.856410676058887
"NDUFB8",0,1,0,1,44,50,0.88000819355458,0.605137048206712,44,51,0.86275450784549,0.53707434079426
"BORCS7",0,0,0,1,8,10,0.80001385430602,0.814415017239319,8,10,0.80001385430602,0.814415017239319
"ZNF227",0,2,0,0.49996572290589,166,171,0.970755729110836,0.825603796037144,166,173,0.959528259503323,0.741732799781549
"WDR34",1,1,1,1,179,163,1.09814054567385,0.412024950554031,180,164,1.09754149022655,0.413356774581603
"REG1B",3,2,1.49995099608784,1,408,447,0.912766402806313,0.205225249777538,411,449,0.915384718982424,0.219361690746308
"PNLIPRP1",10,6,1.66659935069853,0.454247288412378,388,385,1.00779220336232,0.941162574402159,398,391,1.01790424343368,0.826440046152096
"TMEM273",0,0,0,1,731,814,0.898040854611371,0.0448277759608978,731,814,0.898040854611371,0.0448277759608978
"PRRT2",0,0,0,1,100,101,0.990098912411897,1,100,101,0.990098912411897,1
"NT5DC1",0,0,0,1,103,109,0.944936746725514,0.729519079048137,103,109,0.944936746725514,0.729519079048137
"TMEM127",0,1,0,1,33,22,1.49995101956351,0.176193188216094,33,23,1.43474088474198,0.227918506902934
"TC2N",0,2,0,0.49996572290589,416,386,1.07768665049887,0.309947943754247,416,388,1.07212713702151,0.346322116006419
"CLECL1",1,0,Inf,1,224,216,1.03704479305068,0.734885668605453,225,216,1.04167668556141,0.699067405294498
"MAP4K2",4,2,1.99989729293577,0.687435734853583,394,382,1.03141928828999,0.685393889215222,398,384,1.03646624037324,0.633374386138269
"LDB1",0,0,0,1,8,11,0.727291298526086,0.647388622161677,8,11,0.727291298526086,0.647388622161677
"C22orf15",1,3,0.333335894718525,0.624948586120971,52,46,1.13042472840839,0.612544939807471,53,49,1.08159853910415,0.76581156130794
"BPIFA2",14,17,0.823541620319377,0.719812563481131,202,204,0.990195963325287,0.959879059733886,216,221,0.977373092933679,0.84605577126992
"PMP2",0,0,0,1,218,218,1,1,218,218,1,1
"WDR38",0,1,0,1,270,224,1.20534030155011,0.0440781646808638,270,225,1.19998368590935,0.049337288404687
"SLC36A2",5,7,0.714305042038473,0.774321289231259,931,929,1.00215276452171,0.980357968117527,936,936,1,1
"OPTC",0,1,0,1,260,227,1.14536326319174,0.153221943815347,260,228,1.14034013962441,0.16734847356121
"LAYN",0,1,0,1,183,170,1.07643394646177,0.518145828675429,183,171,1.07020426824849,0.554157810063601
"HPGD",0,1,0,1,171,171,1,1,171,172,0.994186164652318,1
"ZNF41",1,0,Inf,1,385,405,0.950602155681744,0.510862893455887,386,405,0.953072808994983,0.511385607932948
"MS4A1",0,2,0,0.49996572290589,31,26,1.19229187481638,0.595922803037391,31,28,1.1071297410407,0.794436346672919
"CAMK2N1",0,0,0,1,2,2,1,1,2,2,1,1
"OSTF1",0,0,0,1,23,27,0.851862051402576,0.671279117467262,23,27,0.851862051402576,0.671279117467262
"POMT2",2,4,0.500025678084717,0.687435734853583,137,125,1.09597853573669,0.493036199509139,139,129,1.07748309299777,0.579140195089838
"ADTRP",32,26,1.23074958408505,0.511002370185458,75,67,1.11939391120711,0.555161967809073,107,93,1.1505258345651,0.354767954786965
"ISOC1",0,1,0,1,30,33,0.90910700693094,0.800884839740239,30,34,0.882360981303915,0.707367798187734
"GLIPR1L1",5,6,0.833344859649759,1,40,38,1.05264706014089,0.909705996279082,45,44,1.02272955773157,1
"FMC1",0,0,0,1,9,5,1.79991837164043,0.423724285238605,9,5,1.79991837164043,0.423724285238605
"RARS",2,2,1,1,134,146,0.917830818295449,0.507018112752964,136,148,0.918942467310767,0.509968249412887
"C16orf74",0,0,0,1,81,78,1.03846957551643,0.873360261729097,81,78,1.03846957551643,0.873360261729097
"CIB1",0,0,0,1,30,39,0.769246684489442,0.334420201189742,30,39,0.769246684489442,0.334420201189742
"ALDH3A1",6,8,0.750017178140066,0.790426842818286,393,362,1.08560808574769,0.27916051214101,399,370,1.07834518668921,0.31786792038129
"AMTN",4,0,Inf,0.124948635472415,230,269,0.855028380832031,0.0920288934615111,234,269,0.869897220321035,0.134443327367082
"ATP5F1C",1,0,Inf,1,15,15,1,1,16,15,1.06669150059046,1
"CEP95",2,5,0.400001107722739,0.453012582262561,147,137,1.07295326236959,0.589829474784619,149,142,1.04930974633835,0.722499089584621
"LCMT2",3,4,0.750017180487538,1,318,296,1.07428730154642,0.387290130454654,321,300,1.07002976179417,0.412818292381875
"CCDC142",3,3,1,1,559,538,1.03904304733625,0.552009393463106,562,541,1.03882648985555,0.55301800795159
"CCDC185",3,3,1,1,146,118,1.2372679494059,0.0935746872545018,149,121,1.23138537669498,0.0972438350070782
"C16orf89",5,8,0.625023456167645,0.580882465162443,203,200,1.01500076177833,0.919571166563583,208,208,1,1
"KRTAP5-8",1,1,1,1,76,91,0.835176166133267,0.275916413054348,77,92,0.836967725229836,0.278747868286657
"KRT13",0,1,0,1,199,201,0.990049623823507,0.95958773496391,199,202,0.985147763999416,0.919376968670984
"COL23A1",46,56,0.82144089777019,0.371285249062221,156,125,1.24797872116898,0.0707844679311868,202,181,1.11601342353452,0.300715541973482
"CCL1",1,1,1,1,32,29,1.10343182912749,0.797738085083655,33,30,1.09998052195847,0.800884839740239
"MXD1",0,1,0,1,43,37,1.16214922703181,0.575385409097841,43,38,1.13156878391511,0.656100487727125
"ZDHHC6",1,4,0.250037905700928,0.374914345456448,240,211,1.13743026046252,0.180984747455812,241,215,1.12092117157151,0.234776163147907
"ATP6V0A4",1,3,0.333335894718525,0.624948586120971,475,474,1.00210960683914,1,476,477,0.997903661033263,1
"ENOX2",1,0,Inf,1,31,38,0.815802209245101,0.469320038774038,32,38,0.842116144139613,0.549455837283506
"WFDC10B",0,0,0,1,22,24,0.916689561001127,0.882811565257394,22,24,0.916689561001127,0.882811565257394
"GCLM",0,1,0,1,17,16,1.06252183216792,1,17,17,1,1
"COPS9",1,1,1,1,343,381,0.90026902657142,0.170612571949466,344,382,0.900530101099762,0.171176909531747
"SCG3",1,2,0.500025679499842,1,40,42,0.95236832462762,0.911910041798676,41,44,0.931853092605188,0.827930152400264
"HABP2",51,44,1.15907826723183,0.53707434079426,834,887,0.940223194561717,0.230986505918731,885,931,0.950573595080106,0.31955106912247
"AC007846.2",0,0,0,1,28,28,1,1,28,28,1,1
"OR8B12",0,0,0,1,140,167,0.838334403637617,0.133834157013977,140,167,0.838334403637617,0.133834157013977
"IRAK1",0,0,0,1,98,104,0.942288606741484,0.723267145267601,98,104,0.942288606741484,0.723267145267601
"C9orf135",4,3,1.33330279094402,1,144,147,0.97959000339198,0.905772016356076,148,150,0.986666168649613,0.953349192461436
"TPTE2",51,40,1.27497578164184,0.292978101258782,98,85,1.15292914834472,0.372142898051528,149,125,1.19198434079097,0.160807719242982
"CYP2D6",3,3,1,1,352,353,0.997167256755726,1,355,356,0.997191128635187,1
"MRPL39",5,3,1.66659934587882,0.726487526564926,61,63,0.96824873248061,0.928188862912718,66,66,1,1
"SKA1",5,8,0.625023456167645,0.580882465162443,113,131,0.862604779198189,0.272531000206577,118,139,0.848931184060706,0.20824332129005
"APOD",0,0,0,1,299,297,1.00673393305584,0.966670341991685,299,297,1.00673393305584,0.966670341991685
"TGIF2LX",0,0,0,1,5,6,0.833344859649759,1,5,6,0.833344859649759,1
"QRFP",3,4,0.750017180487538,1,358,320,1.1187412212245,0.157363963511161,361,324,1.11418913772223,0.171308892961126
"COL19A1",8,7,1.1428459396773,1,342,341,1.0029324306644,1,350,348,1.00574702327572,0.969096556822344
"SEPT10",3,3,1,1,244,262,0.931330588009958,0.442245152348348,247,265,0.932108943521051,0.444843261013408
"LCNL1",30,16,1.8749104731179,0.0537056104354659,38,34,1.11763810297144,0.723293278488614,68,50,1.35996659807689,0.115774099412687
"TCEA3",1,3,0.333335894718525,0.624948586120971,35,37,0.945929555600081,0.906063340469786,36,40,0.900007505520315,0.730334021199062
"BAAT",2,0,Inf,0.49996572290589,571,535,1.0673190154859,0.303437797626027,573,535,1.07099059383033,0.275511580712261
"THAP7",0,0,0,1,459,502,0.914358322993202,0.182884915125997,459,502,0.914358322993202,0.182884915125997
"HMGN1",0,0,0,1,22,24,0.916689561001127,0.882811565257394,22,24,0.916689561001127,0.882811565257394
"SLC23A3",0,1,0,1,90,70,1.28568897218616,0.130773027287713,90,71,1.26758223776048,0.153591144055378
"NSL1",1,0,Inf,1,94,81,1.16048109987896,0.361555791447301,95,81,1.17282562497081,0.324274290488397
"NUDT11",0,0,0,1,3,3,1,1,3,3,1,1
"NEK7",0,0,0,1,134,109,1.22933840826503,0.120528991471031,134,109,1.22933840826503,0.120528991471031
"THBS4",4,6,0.666688445828066,0.753821907775359,597,603,0.990049525670749,0.880657037583837,601,609,0.986863061038613,0.834158110202348
"HS6ST3",0,0,0,1,98,85,1.15292914834472,0.372142898051528,98,85,1.15292914834472,0.372142898051528
"OR2L3",6,9,0.666688444766588,0.607050407799402,214,204,1.04903368709604,0.655338080180502,220,213,1.0328697853867,0.769882665087805
"POFUT1",0,0,0,1,833,822,1.01338275855418,0.815422342590894,833,822,1.01338275855418,0.815422342590894
"SLCO1C1",3,8,0.375002781315075,0.22638608576044,1008,984,1.02439405723857,0.616018005202961,1011,992,1.01915537331895,0.703020103966904
"GUCA1B",2,2,1,1,162,160,1.01250038230139,0.955082418196423,164,162,1.01234604290124,0.955352423101022
"TRIM55",7,3,2.33334340675922,0.343581477453416,133,146,0.910975338979786,0.468401380411521,140,149,0.939576118242947,0.634715494055384
"APCS",0,1,0,1,74,79,0.936686063971753,0.745246693934136,74,80,0.925029299594327,0.685590147948299
"AMIGO3",1,2,0.500025679499842,1,0,0,0,1,1,2,0.500025679499842,1
