"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"7617","ARL16",0.9871,"NA","16 vs 17","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"16 vs 17",0.99
"7618","AFTPH",0.987,"NA","364 vs 324","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"364 vs 324",0.99
"7619","TCEAL5",0.987,"NA","35 vs 39","-",NA,"-",NA,"-",NA,"-",NA,"7 vs 5",0.99,"28 vs 34",1
"7620","MB21D2",0.987,"NA","55 vs 64","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"7 vs 6",1.01,"47 vs 58",0.96
"7621","KRTAP5-1",0.9869,"NA","73 vs 56","-",NA,"-",NA,"24 vs 20",0.94,"-",NA,"-",NA,"49 vs 36",1.05
"7622","IFI6",0.9869,"NA","5 vs 2","-",NA,"-",NA,"-",NA,"1 vs 1",0.89,"3 vs 1",1.1,"1 vs 0",1.01
"7623","TRIM69",0.9869,"NA","936 vs 902","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"934 vs 902",0.95
"7624","LYRM9",0.9869,"NA","10 vs 10","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 10",0.99
"7625","SCGB1A1",0.9869,"NA","4 vs 9","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 9",0.99
"7626","DYNLRB2",0.9869,"NA","19 vs 20","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"19 vs 20",0.99
"7627","TMOD2",0.9869,"NA","33 vs 45","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"31 vs 45",0.95
"7628","C14orf39",0.9868,"NA","204 vs 202","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"201 vs 201",0.95
"7629","NHEJ1",0.9868,"NA","66 vs 58","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"66 vs 58",0.99
"7630","C14orf28",0.9868,"NA","76 vs 78","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"74 vs 76",1.01
"7631","ACY1",0.9868,NA,"195 vs 204","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"194 vs 204",0.97
"7632","PLEKHO1",0.9867,"NA","272 vs 261","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"272 vs 261",0.99
"7633","TNFRSF14",0.9867,"NA","145 vs 136","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"145 vs 136",0.99
"7634","SEC24B",0.9867,"NA","169 vs 146","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"169 vs 146",0.99
"7635","KCNMB1",0.9866,"NA","174 vs 144","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"174 vs 144",0.99
"7636","SPX",0.9866,"NA","5 vs 6","-",NA,"-",NA,"3 vs 3",0.99,"-",NA,"-",NA,"2 vs 3",0.99
"7637","KLC3",0.9866,"NA","181 vs 171","-",NA,"-",NA,"3 vs 3",1.03,"-",NA,"-",NA,"178 vs 168",0.96
"7638","LYRM2",0.9866,"NA","105 vs 124","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"105 vs 124",0.99
"7639","APOL2",0.9866,"NA","204 vs 220","-",NA,"-",NA,"1 vs 2",0.96,"-",NA,"-",NA,"203 vs 218",1.02
"7640","ACADVL",0.9866,"NA","254 vs 294","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"254 vs 294",0.99
"7641","PRDX3",0.9865,"NA","148 vs 155","-",NA,"-",NA,"3 vs 0",1.06,"-",NA,"-",NA,"145 vs 155",0.93
"7642","RGS3",0.9865,"NA","699 vs 684","-",NA,"-",NA,"2 vs 3",0.98,"-",NA,"-",NA,"697 vs 681",1.01
"7643","SLC38A7",0.9865,"NA","81 vs 98","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"10 vs 9",1,"70 vs 89",0.97
"7644","BLID",0.9864,"NA","68 vs 53","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"68 vs 53",0.99
"7645","FAHD2A",0.9864,"NA","42 vs 50","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"12 vs 13",0.98,"28 vs 37",0.96
"7646","DDX41",0.9864,"NA","54 vs 48","-",NA,"-",NA,"3 vs 0",1.06,"3 vs 1",1.31,"9 vs 14",0.71,"39 vs 33",1
"7647","PAK1IP1",0.9864,"NA","417 vs 398","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"417 vs 398",0.99
"7648","TXN2",0.9864,"NA","21 vs 16","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"20 vs 15",1
"7649","ERF",0.9864,"NA","132 vs 164","-",NA,"-",NA,"-",NA,"1 vs 1",0.89,"13 vs 10",1.12,"118 vs 153",0.99
"7650","KRTAP10-12",0.9863,"NA","148 vs 162","-",NA,"-",NA,"3 vs 2",1.05,"-",NA,"0 vs 1",0.95,"145 vs 159",0.99
"7651","HIST1H3G",0.9863,"NA","12 vs 12","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"6 vs 6",1,"5 vs 5",1
"7652","CTAG2",0.9863,"NA","69 vs 75","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"69 vs 75",0.99
"7653","RDH16",0.9863,"NA","131 vs 136","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"130 vs 134",1.01
"7654","FABP3",0.9863,"5","525 vs 487","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"525 vs 487",0.99
"7655","MOGAT2",0.9863,"NA","223 vs 206","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"222 vs 206",0.97
"7656","COMT",0.9863,"NA","56 vs 43","-",NA,"-",NA,"0 vs 0",1,"-",NA,"13 vs 11",0.94,"43 vs 32",1.05
"7657","ANKRD28",0.9863,"NA","566 vs 559","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"566 vs 559",0.99
"7658","CMTM5",0.9863,"NA","158 vs 167","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"156 vs 166",0.98
"7659","OAZ3",0.9863,"NA","24 vs 33","-",NA,"-",NA,"3 vs 1",1.03,"-",NA,"-",NA,"21 vs 32",0.96
"7660","IL2",0.9863,"NA","9 vs 8","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.99,"7 vs 6",0.99
"7661","CAPSL",0.9863,"NA","78 vs 73","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"75 vs 72",0.95
"7662","NEIL1",0.9862,"NA","242 vs 214","-",NA,"-",NA,"103 vs 82",1.03,"-",NA,"-",NA,"139 vs 132",0.96
"7663","GPT",0.9862,"NA","360 vs 347","-",NA,"-",NA,"5 vs 5",0.99,"-",NA,"-",NA,"355 vs 342",0.99
"7664","TRAF3IP1",0.9862,"NA","613 vs 652","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"610 vs 651",0.95
"7665","TNFAIP8L3",0.9862,"NA","764 vs 749","-",NA,"-",NA,"0 vs 2",0.96,"-",NA,"-",NA,"764 vs 747",1.03
"7666","TMEM60",0.9862,"NA","23 vs 29","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"23 vs 29",0.99
"7667","COX7B",0.9862,"NA","9 vs 9","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"9 vs 9",0.99
"7668","DDX20",0.9861,"NA","348 vs 354","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"347 vs 353",0.99
"7669","NAE1",0.9861,"NA","78 vs 67","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"78 vs 66",1.01
"7670","OR7G3",0.9861,"NA","250 vs 287","-",NA,"-",NA,"37 vs 46",0.97,"-",NA,"-",NA,"213 vs 241",1.02
"7671","TBRG1",0.9861,"NA","38 vs 44","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"36 vs 43",0.98
"7672","GTF3C6",0.9861,"NA","515 vs 504","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"0 vs 1",0.95,"514 vs 503",1.02
"7673","DHFR2",0.9861,"NA","10 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"10 vs 13",0.99
"7674","CLIC4",0.9861,"NA","11 vs 15","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"10 vs 15",0.97
"7675","PAGE3",0.9861,"NA","23 vs 18","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"23 vs 18",0.99
"7676","RNF135",0.986,"4","283 vs 271","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"283 vs 270",1.01
"7677","RIDA",0.986,"NA","8 vs 10","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"8 vs 10",0.99
"7678","ZBTB32",0.986,"NA","220 vs 225","-",NA,"-",NA,"2 vs 0",1.04,"4 vs 3",0.85,"4 vs 2",1.16,"210 vs 220",0.96
"7679","TAL2",0.986,"NA","15 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 16",0.99
"7680","C15orf48",0.9859,"NA","3 vs 5","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"2 vs 4",0.99
"7681","ZNF665",0.9859,"NA","287 vs 299","-",NA,"-",NA,"15 vs 13",1.07,"-",NA,"-",NA,"272 vs 286",0.92
"7682","KRCC1",0.9859,"NA","89 vs 78","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"87 vs 77",0.98
"7683","SLC13A2",0.9859,"NA","148 vs 124","-",NA,"-",NA,"6 vs 6",0.94,"-",NA,"10 vs 9",1.01,"132 vs 109",1.04
"7684","CEACAM6",0.9858,"NA","101 vs 102","-",NA,"-",NA,"4 vs 1",1.08,"-",NA,"-",NA,"97 vs 101",0.91
"7685","GLB1L",0.9858,"NA","274 vs 260","-",NA,"-",NA,"1 vs 3",0.97,"-",NA,"-",NA,"273 vs 257",1.01
"7686","NFAM1",0.9858,"NA","117 vs 111","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"117 vs 111",0.99
"7687","UBE2NL",0.9858,"NA","51 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"51 vs 37",0.99
"7688","CAPZA1",0.9858,"NA","322 vs 316","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",0.98,"319 vs 314",1
"7689","IL1F10",0.9858,"NA","132 vs 139","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"131 vs 139",0.97
"7690","MANEA",0.9857,"NA","1072 vs 1146","-",NA,"-",NA,"3 vs 3",0.96,"-",NA,"-",NA,"1069 vs 1143",1.02
"7691","PTPN7",0.9857,"NA","176 vs 193","-",NA,"-",NA,"8 vs 6",1,"-",NA,"-",NA,"168 vs 187",0.99
"7692","KCNE1",0.9857,"NA","15 vs 19","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 19",0.99
"7693","GNB1L",0.9856,"4","621 vs 616","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.95,"621 vs 615",1.04
"7694","FAM166A",0.9856,"NA","770 vs 715","-",NA,"-",NA,"25 vs 23",0.92,"-",NA,"-",NA,"745 vs 692",1.07
"7695","TMEM26",0.9856,"NA","37 vs 38","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"37 vs 38",0.99
"7696","PTK6",0.9856,"NA","83 vs 79","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"80 vs 78",0.95
"7697","HSD11B2",0.9856,"NA","50 vs 61","-",NA,"-",NA,"-",NA,"-",NA,"8 vs 7",1.01,"42 vs 54",0.98
"7698","ZNF519",0.9856,"NA","317 vs 334","-",NA,"-",NA,"3 vs 3",0.99,"-",NA,"-",NA,"314 vs 331",0.99
"7699","TBPL1",0.9856,"NA","27 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"27 vs 37",0.99,"-",NA
"7700","ATP13A5",0.9856,"NA","1719 vs 1607","-",NA,"-",NA,"380 vs 373",1,"-",NA,"-",NA,"1339 vs 1234",0.99
"7701","TSPAN1",0.9856,"NA","68 vs 65","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"68 vs 65",0.99
"7702","HESX1",0.9856,"NA","38 vs 45","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"38 vs 44",1.01
"7703","PRSS23",0.9856,"NA","191 vs 230","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"190 vs 230",0.97
"7704","COX7A2L",0.9855,"NA","33 vs 30","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"32 vs 29",0.99
"7705","RPF1",0.9855,"NA","788 vs 723","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"787 vs 722",1
"7706","ACAT1",0.9855,"NA","36 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"36 vs 35",0.99
"7707","APOC4",0.9854,"NA","95 vs 100","-",NA,"-",NA,"4 vs 2",0.99,"-",NA,"-",NA,"91 vs 98",0.99
"7708","TPSD1",0.9854,"NA","309 vs 331","-",NA,"-",NA,"4 vs 5",0.95,"-",NA,"-",NA,"305 vs 326",1.03
"7709","SLC35A5",0.9854,"NA","136 vs 120","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"135 vs 119",0.99
"7710","FN3KRP",0.9854,"NA","401 vs 370","-",NA,"-",NA,"1 vs 3",0.99,"-",NA,"-",NA,"400 vs 367",0.99
"7711","VPS39",0.9854,"NA","126 vs 133","-",NA,"-",NA,"3 vs 1",1.06,"3 vs 1",1.31,"10 vs 14",0.74,"110 vs 117",0.96
"7712","PMCH",0.9854,"NA","19 vs 15","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"19 vs 14",1.01
"7713","ZNF76",0.9854,"NA","515 vs 506","-",NA,"-",NA,"2 vs 2",1,"-",NA,"-",NA,"513 vs 504",0.99
"7714","NIPA2",0.9854,"4","1 vs 1","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"-",NA
"7715","KANK3",0.9854,"NA","1 vs 1","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"-",NA
"7716","IRX1",0.9854,"NA","1 vs 1","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"-",NA
"7717","MBTPS2",0.9853,"NA","29 vs 30","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 5",0.99,"24 vs 25",1
"7718","AHRR",0.9853,"NA","603 vs 555","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"15 vs 16",0.98,"587 vs 539",0.99
"7719","RPS2",0.9853,"NA","13 vs 8","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 6",0.96,"7 vs 2",1.03
"7720","IAPP",0.9853,"NA","20 vs 14","-",NA,"-",NA,"4 vs 3",0.98,"-",NA,"-",NA,"16 vs 11",1.01
"7721","COQ4",0.9853,"NA","406 vs 396","-",NA,"-",NA,"2 vs 4",0.96,"-",NA,"116 vs 101",1.06,"288 vs 291",0.97
"7722","CXCL11",0.9853,"NA","12 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"12 vs 13",0.99
"7723","CKS1B",0.9853,"NA","1 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 4",0.99
"7724","SLC11A1",0.9853,"NA","372 vs 351","-",NA,"-",NA,"5 vs 2",1.05,"-",NA,"-",NA,"367 vs 349",0.94
"7725","SKA3",0.9853,"NA","1119 vs 1160","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1119 vs 1160",0.99
"7726","ZNF773",0.9852,"NA","161 vs 170","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"160 vs 168",1.01
"7727","RF00406",0.9852,"NA","0 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 4",0.99
"7728","ADK",0.9852,"4","16 vs 9","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"0 vs 2",0.9,"15 vs 7",1.07
"7729","OTUD7B",0.9852,"NA","118 vs 107","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"118 vs 107",0.99
"7730","RBM7",0.9852,"NA","22 vs 23","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"22 vs 23",0.99
"7731","BAK1",0.9852,"NA","34 vs 35","-",NA,"-",NA,"1 vs 1",1,"-",NA,"3 vs 4",0.92,"30 vs 30",1.07
"7732","KRTAP5-3",0.9852,"NA","107 vs 91","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"107 vs 91",0.99
"7733","LRRC39",0.9852,"NA","67 vs 60","-",NA,"-",NA,"18 vs 10",0.98,"-",NA,"-",NA,"49 vs 50",1.01
"7734","SLIRP",0.9852,"NA","126 vs 113","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"126 vs 113",0.99
"7735","RPP14",0.9852,"NA","29 vs 22","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"28 vs 21",0.99
"7736","MRPL1",0.9851,"NA","621 vs 634","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"620 vs 633",1
"7737","PKP3",0.9851,"NA","959 vs 949","-",NA,"-",NA,"4 vs 0",1.09,"-",NA,"-",NA,"955 vs 949",0.91
"7738","LPIN3",0.985,"NA","1202 vs 1117","-",NA,"-",NA,"7 vs 8",0.99,"-",NA,"-",NA,"1195 vs 1109",1
"7739","DNAJC12",0.985,"NA","136 vs 109","-",NA,"-",NA,"10 vs 7",0.99,"-",NA,"-",NA,"126 vs 102",0.99
"7740","EPHX4",0.985,"NA","16 vs 13","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"5 vs 9",0.91,"9 vs 4",1.04
"7741","CTSC",0.985,"NA","55 vs 53","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"55 vs 53",0.98
"7742","SNX29",0.9849,"NA","2 vs 2","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"-",NA
"7743","MAPK13",0.9849,"NA","258 vs 264","-",NA,"-",NA,"15 vs 14",0.99,"-",NA,"-",NA,"243 vs 250",1
"7744","CCDC30",0.9849,"NA","858 vs 849","-",NA,"-",NA,"19 vs 12",1.02,"-",NA,"1 vs 0",1.05,"838 vs 837",0.91
"7745","CXCL8",0.9849,"NA","7 vs 8","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"7 vs 8",0.98
"7746","RAB3IP",0.9848,"NA","69 vs 55","-",NA,"-",NA,"2 vs 2",1,"-",NA,"-",NA,"67 vs 53",0.99
"7747","POU5F1B",0.9848,"NA","86 vs 77","-",NA,"-",NA,"2 vs 5",0.94,"-",NA,"-",NA,"84 vs 72",1.05
"7748","RNF151",0.9848,"NA","1007 vs 949","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1007 vs 949",0.98
"7749","FAM216A",0.9848,"NA","182 vs 193","-",NA,"-",NA,"3 vs 0",1.06,"-",NA,"-",NA,"179 vs 193",0.93
"7750","BCL11B",0.9847,"NA","31 vs 30","-",NA,"-",NA,"-",NA,"5 vs 4",1.01,"9 vs 9",1,"17 vs 17",0.98
"7751","PLA2G2C",0.9847,"NA","8 vs 11","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"7 vs 10",0.99
"7752","GIPC1",0.9847,"NA","51 vs 45","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"51 vs 45",0.98
"7753","POLR3H",0.9846,"NA","28 vs 30","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"26 vs 29",0.98
"7754","CEACAM21",0.9846,"NA","2635 vs 2671","-",NA,"-",NA,"2572 vs 2607",0.95,"-",NA,"-",NA,"63 vs 64",1.03
"7755","PRMT3",0.9846,"NA","96 vs 92","-",NA,"-",NA,"2 vs 1",1.03,"-",NA,"-",NA,"94 vs 91",0.95
"7756","NABP1",0.9846,"NA","23 vs 27","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"23 vs 26",1.01
"7757","SLPI",0.9846,"NA","14 vs 20","-",NA,"-",NA,"4 vs 3",1.03,"-",NA,"-",NA,"10 vs 17",0.96
"7758","DNASE1L1",0.9846,"NA","286 vs 276","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.95,"285 vs 274",1.04
"7759","MEGF6",0.9846,"NA","2348 vs 2352","-",NA,"-",NA,"10 vs 5",1.14,"-",NA,"-",NA,"2338 vs 2347",0.87
"7760","AKR1B15",0.9846,"NA","175 vs 179","-",NA,"-",NA,"1 vs 2",0.96,"-",NA,"-",NA,"174 vs 177",1.02
"7761","UROS",0.9845,"NA","141 vs 143","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"139 vs 141",1.01
"7762","CRABP2",0.9845,"NA","23 vs 27","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"22 vs 27",0.96
"7763","GPD1",0.9845,"NA","119 vs 100","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"118 vs 100",0.96
"7764","CAMK1G",0.9845,"NA","98 vs 70","-",NA,"-",NA,"1 vs 0",1.02,"0 vs 1",0.79,"21 vs 13",1.11,"76 vs 56",1.1
"7765","FRMPD1",0.9845,"NA","843 vs 761","-",NA,"-",NA,"5 vs 2",1.06,"-",NA,"-",NA,"838 vs 759",0.93
"7766","DLST",0.9845,"NA","397 vs 405","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"397 vs 405",0.98
"7767","OR4N4",0.9845,"NA","2 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.98
"7768","ZC3H8",0.9845,"NA","67 vs 55","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"66 vs 55",0.96
"7769","H1FNT",0.9844,"NA","337 vs 308","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"337 vs 308",0.98
"7770","NOL11",0.9844,"NA","212 vs 227","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"212 vs 227",0.98
"7771","ASH1L",0.9844,"1","407 vs 405","4 vs 1",2.2,"-",NA,"-",NA,"5 vs 5",0.69,"62 vs 74",0.73,"336 vs 325",0.89
"7772","IYD",0.9844,"NA","227 vs 206","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"227 vs 206",0.98
"7773","LNP1",0.9844,"NA","124 vs 145","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"123 vs 145",0.96
"7774","RNF152",0.9844,"NA","224 vs 208","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 4",1,"219 vs 204",0.98
"7775","GLRX3",0.9843,"NA","20 vs 21","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"20 vs 21",0.98
"7776","LHFPL1",0.9843,"NA","13 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 13",0.98
"7777","S100A14",0.9843,"NA","6 vs 12","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"6 vs 11",1.01
"7778","TMTC1",0.9843,"NA","465 vs 446","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"465 vs 445",1.01
"7779","RAMP2",0.9843,"NA","10 vs 11","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"10 vs 10",1.01
"7780","INSL5",0.9843,"NA","59 vs 67","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"58 vs 67",0.96
"7781","RPL34",0.9843,"NA","3 vs 1","-",NA,"-",NA,"-",NA,"1 vs 1",0.89,"2 vs 0",1.11,"-",NA
"7782","WEE2",0.9842,"NA","170 vs 178","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"169 vs 177",0.98
"7783","ARHGAP24",0.9842,"5","431 vs 408","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"430 vs 406",1.01
"7784","MAGEB4",0.9842,"NA","46 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"46 vs 35",0.98
"7785","WASF2",0.9842,"NA","131 vs 128","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 1",1.05,"129 vs 127",0.94
"7786","NMUR1",0.9842,"NA","219 vs 215","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"218 vs 215",0.96
"7787","KCNK17",0.9841,"NA","136 vs 133","-",NA,"-",NA,"3 vs 3",0.99,"-",NA,"-",NA,"133 vs 130",1
"7788","ZC2HC1A",0.9841,"NA","310 vs 304","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"310 vs 304",0.98
"7789","TCF4",0.9841,"3","42 vs 48","1 vs 1",0.59,"-",NA,"-",NA,"16 vs 18",1.59,"7 vs 6",1.05,"18 vs 23",1
"7790","CSPG5",0.9841,"NA","482 vs 446","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"20 vs 21",1.01,"462 vs 424",1
"7791","CDKN2AIP",0.9841,"NA","66 vs 49","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.97,"63 vs 46",1.02
"7792","DGCR8",0.9841,"NA","220 vs 184","-",NA,"-",NA,"-",NA,"6 vs 4",1.07,"154 vs 136",0.9,"60 vs 44",1.03
"7793","TAF9B",0.9841,"NA","16 vs 20","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"16 vs 20",0.98
"7794","IL2RG",0.9841,"NA","12 vs 15","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"11 vs 14",0.99
"7795","TMEM43",0.9841,"NA","282 vs 300","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"281 vs 299",0.98
"7796","WDR5B",0.9841,"NA","136 vs 134","-",NA,"-",NA,"8 vs 25",0.96,"-",NA,"-",NA,"128 vs 109",1.03
"7797","MRPL30",0.984,"NA","184 vs 151","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"184 vs 151",0.98
"7798","GALNT12",0.984,"NA","298 vs 292","-",NA,"-",NA,"3 vs 3",0.98,"-",NA,"-",NA,"295 vs 289",1
"7799","RXRA",0.984,"NA","52 vs 74","-",NA,"-",NA,"-",NA,"5 vs 3",1.34,"30 vs 52",0.72,"17 vs 19",1.02
"7800","SIPA1L1",0.984,"NA","861 vs 826","-",NA,"-",NA,"-",NA,"-",NA,"41 vs 33",1.11,"820 vs 793",0.88
"7801","KIN",0.984,"NA","34 vs 36","-",NA,"-",NA,"2 vs 1",1.03,"-",NA,"1 vs 5",0.82,"31 vs 30",1.16
"7802","SYF2",0.984,"NA","392 vs 322","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"392 vs 321",1
"7803","PPIL4",0.984,"NA","44 vs 51","-",NA,"-",NA,"1 vs 4",0.97,"-",NA,"2 vs 1",1.07,"41 vs 46",0.95
"7804","GPN2",0.9839,"NA","92 vs 81","-",NA,"-",NA,"0 vs 2",0.96,"-",NA,"4 vs 3",0.99,"88 vs 76",1.04
"7805","TCIRG1",0.9839,"NA","1066 vs 1007","-",NA,"-",NA,"5 vs 9",0.9,"-",NA,"-",NA,"1061 vs 998",1.1
"7806","ZNF597",0.9839,"NA","903 vs 924","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"902 vs 924",0.96
"7807","AAMDC",0.9839,"NA","19 vs 17","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"19 vs 17",0.98
"7808","ZNF764",0.9838,"NA","371 vs 339","-",NA,"-",NA,"4 vs 3",1.02,"-",NA,"1 vs 0",1.05,"366 vs 336",0.92
"7809","BMP7",0.9838,"NA","128 vs 116","-",NA,"-",NA,"-",NA,"-",NA,"26 vs 21",0.98,"102 vs 95",1
