"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"NACC1",0,0,0,1,5,4,1.24997834728159,0.5,5,4,1.24997834728159,0.5
"HTRA1",0,0,0,1,0,0,0,1,0,0,0,1
"P3H4",2,0,Inf,0.25,1,2,0.500025679499842,0.875,3,2,1.49995099608784,0.5
"HTRA4",3,1,2.99997694771041,0.3125,0,1,0,1,3,2,1.49995099608784,0.5
"PDCD2",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"SRP54",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"RALGAPA1",3,2,1.49995099608784,0.5,3,5,0.600024236462594,0.85546875,6,7,0.857152697824698,0.70947265625
"MAGEF1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DNAH3",31,25,1.23997940857206,0.252201880011413,0,0,0,1,31,25,1.23997940857206,0.252201880011413
"BAG6",0,0,0,1,4,3,1.33330279094402,0.5,4,3,1.33330279094402,0.5
"GFAP",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"TRIP13",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"POLR3B",3,2,1.49995099608784,0.5,0,1,0,1,3,3,1,0.65625
"HLA-DRB5",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"UGGT2",31,33,0.939373307804207,0.646009622932617,0,0,0,1,31,33,0.939373307804207,0.646009622932617
"OSBPL6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"APCDD1",0,0,0,1,0,0,0,1,0,0,0,1
"DNAJA2",0,0,0,1,0,1,0,1,0,1,0,1
"ZIC3",0,0,0,1,16,12,1.33330280342251,0.285794094204903,16,12,1.33330280342251,0.285794094204903
"BICDL1",0,0,0,1,0,0,0,1,0,0,0,1
"STX12",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CASC10",3,0,Inf,0.125,9,12,0.750017175800247,0.808344841003418,12,12,1,0.580590128898621
"MAP4K4",0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
"MUC5B",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"OPLAH",2,3,0.666688446894727,0.8125,4,3,1.33330279094402,0.5,6,6,1,0.61279296875
"ATG16L2",7,5,1.39996211862962,0.38720703125,5,5,1,0.623046875,12,10,1.19998340914489,0.415905952453613
"ING1",0,0,0,1,22,19,1.15788217532243,0.377614328752315,22,19,1.15788217532243,0.377614328752315
"VARS2",9,10,0.900007945894111,0.676197052001953,0,0,0,1,9,10,0.900007945894111,0.676197052001953
"PIP4K2B",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"KLC1",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"PAX5",0,0,0,1,3,5,0.600024236462594,0.85546875,3,5,0.600024236462594,0.85546875
"IL9R",13,3,4.33271372658988,0.0106353759765625,14,11,1.2727032532493,0.345018982887268,27,14,1.92847626567104,0.0297919440090482
"OSTM1",0,0,0,1,0,0,0,1,0,0,0,1
"VPS13B",10,11,0.909107282008419,0.668188095092773,0,0,0,1,10,11,0.909107282008419,0.668188095092773
"CFHR4",3,5,0.600024236462594,0.85546875,1,2,0.500025679499842,0.875,4,7,0.571453486097286,0.88671875
"ARHGEF10",6,5,1.19998340233392,0.5,0,0,0,1,6,5,1.19998340233392,0.5
"XRN2",1,0,Inf,0.5,7,15,0.466692285081862,0.973760604858398,8,15,0.533358808077356,0.95343017578125
"ALKBH7",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"BTNL9",6,5,1.19998340233392,0.5,0,0,0,1,6,5,1.19998340233392,0.5
"ELMO2",1,1,1,0.75,1,1,1,0.75,2,2,1,0.6875
"NELFA",0,1,0,1,1,3,0.333335894718525,0.9375,1,4,0.250037905700928,0.96875
"SNX13",0,0,0,1,0,2,0,1,0,2,0,1
"SPDYE1",4,9,0.444440539559772,0.953857421875,9,11,0.818194406759675,0.74827766418457,13,20,0.650022501157986,0.918622171273455
"FCRLB",2,0,Inf,0.25,2,1,1.99989728727585,0.5,4,1,3.9993936007291,0.1875
"FRAS1",10,3,3.33342166738329,0.046142578125,0,0,0,1,10,3,3.33342166738329,0.046142578125
"CACNG7",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"SCARB1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PHF14",0,0,0,1,0,0,0,1,0,0,0,1
"MRPL58",6,0,Inf,0.015625,0,0,0,1,6,0,Inf,0.015625
"COLEC11",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DMRTB1",0,0,0,1,0,0,0,1,0,0,0,1
"ZFPM1",4,0,Inf,0.0625,6,4,1.49995099848767,0.376953125,10,4,2.49999228169927,0.08978271484375
"ABCC1",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"TESC",0,0,0,1,0,0,0,1,0,0,0,1
"UGT2B17",1,1,1,0.75,6,7,0.857152697824698,0.70947265625,7,8,0.875008577518651,0.696380615234375
"SERPINF2",0,0,0,1,0,0,0,1,0,0,0,1
"RS1",0,0,0,1,0,1,0,1,0,1,0,1
"AQP1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"EPPK1",15,17,0.882360994033321,0.701692552072927,0,0,0,1,15,17,0.882360994033321,0.701692552072927
"APOA5",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"HIST1H3D",0,0,0,1,0,2,0,1,0,2,0,1
"MYO6",0,0,0,1,0,0,0,1,0,0,0,1
"PDLIM4",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"ADAM19",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"MTCH1",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"STAT4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"COPS5",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"SMURF2",0,0,0,1,1,5,0.200025939178887,0.984375,1,5,0.200025939178887,0.984375
"VWA8",17,15,1.13332298998049,0.430025032954291,0,0,0,1,17,15,1.13332298998049,0.430025032954291
"GPRC5B",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"HS3ST2",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"MAML1",0,0,0,1,0,1,0,1,0,1,0,1
"HPD",0,0,0,1,0,0,0,1,0,0,0,1
"TENM1",0,0,0,1,0,0,0,1,0,0,0,1
"MZF1",2,1,1.99989728727585,0.5,3,2,1.49995099608784,0.5,5,3,1.66659934587882,0.36328125
"CRTC2",0,1,0,1,0,0,0,1,0,1,0,1
"RPS6KA3",0,0,0,1,9,6,1.49995100087584,0.303619384765625,9,6,1.49995100087584,0.303619384765625
"RUNX1",0,0,0,1,0,0,0,1,0,0,0,1
"TRPA1",11,7,1.57137166906517,0.240341186523438,2,5,0.400001107722739,0.9375,13,12,1.08330005783125,0.5
"FAM110A",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"ACACB",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"TRPM1",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"SPRR2A",0,0,0,1,0,1,0,1,0,1,0,1
"KCTD20",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"PLPP6",0,0,0,1,0,0,0,1,0,0,0,1
"SLC39A6",3,0,Inf,0.125,6,7,0.857152697824698,0.70947265625,9,7,1.2856888842142,0.401809692382813
"GMPPB",0,1,0,1,0,0,0,1,0,1,0,1
"PKHD1",21,19,1.10524816333893,0.43731465619021,0,0,0,1,21,19,1.10524816333893,0.43731465619021
"TAS1R1",8,16,0.500025669635053,0.96804267168045,0,0,0,1,8,16,0.500025669635053,0.96804267168045
"MTSS1",0,0,0,1,0,0,0,1,0,0,0,1
"KLHL28",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"USP2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"APBB3",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"ABCB6",5,8,0.625023456167645,0.8665771484375,0,0,0,1,5,8,0.625023456167645,0.8665771484375
"FAM78A",0,1,0,1,0,0,0,1,0,1,0,1
"NYAP2",0,0,0,1,0,0,0,1,0,0,0,1
"NR2C2",0,0,0,1,0,1,0,1,0,1,0,1
"ZPR1",0,2,0,1,0,0,0,1,0,2,0,1
"TRIM50",1,7,0.142873687457794,0.99609375,0,0,0,1,1,7,0.142873687457794,0.99609375
"EFNA3",2,4,0.500025678084717,0.890625,0,1,0,1,2,5,0.400001107722739,0.9375
"STAT6",0,0,0,1,0,0,0,1,0,0,0,1
"PLP1",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"OPN1LW",0,0,0,1,0,1,0,1,0,1,0,1
"SCO1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LPP",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"DIPK2A",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"MYD88",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"TMEM88",0,1,0,1,36,30,1.19998343621223,0.269291387622973,36,31,1.16127746112822,0.312703414470825
"MTF1",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"AVPR2",0,0,0,1,0,0,0,1,0,0,0,1
"IFI16",1,2,0.500025679499842,0.875,0,1,0,1,1,3,0.333335894718525,0.9375
"TULP2",24,24,1,0.557283251356743,7,8,0.875008577518651,0.696380615234375,31,32,0.968745008983762,0.599346753747966
"MIER1",3,2,1.49995099608784,0.5,1,0,Inf,0.5,4,2,1.99989729293577,0.34375
"BOD1L1",0,0,0,1,0,0,0,1,0,0,0,1
"CAMTA2",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"CHST11",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RAB22A",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"SSSCA1",0,1,0,1,31,29,1.06899219713675,0.448710913495715,31,30,1.03333906434471,0.5
"WNT5B",0,1,0,1,1,0,Inf,0.5,1,1,1,0.75
"ROR1",0,1,0,1,0,0,0,1,0,1,0,1
"TSHZ1",0,0,0,1,0,0,0,1,0,0,0,1
"HNRNPD",0,0,0,1,0,1,0,1,0,1,0,1
"TNIP2",0,0,0,1,0,0,0,1,0,0,0,1
"ASCC3",6,12,0.500025672443798,0.951873779296875,0,0,0,1,6,12,0.500025672443798,0.951873779296875
"MBNL2",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"AHDC1",0,0,0,1,0,0,0,1,0,0,0,1
"ETS1",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"FKBPL",2,3,0.666688446894727,0.8125,0,0,0,1,2,3,0.666688446894727,0.8125
"FAM49A",0,0,0,1,5,5,1,0.623046875,5,5,1,0.623046875
"RARRES1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"MAP4K3",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"MYOD1",0,0,0,1,0,0,0,1,0,0,0,1
"ALOX12B",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ERLIN2",0,1,0,1,3,4,0.750017180487538,0.7734375,3,5,0.600024236462594,0.85546875
"PSMD11",0,0,0,1,0,2,0,1,0,2,0,1
"PPCS",2,1,1.99989728727585,0.5,0,1,0,1,2,2,1,0.6875
"LPAR4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NSUN4",5,3,1.66659934587882,0.36328125,0,0,0,1,5,3,1.66659934587882,0.36328125
"KIDINS220",0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
"DCAF7",0,0,0,1,0,2,0,1,0,2,0,1
"PRPS1",0,0,0,1,0,2,0,1,0,2,0,1
"EBF1",0,0,0,1,5,5,1,0.623046875,5,5,1,0.623046875
"DSE",0,0,0,1,0,0,0,1,0,0,0,1
"EEF1A1",0,0,0,1,2,4,0.500025678084717,0.890625,2,4,0.500025678084717,0.890625
"AJAP1",0,0,0,1,0,0,0,1,0,0,0,1
"TOLLIP",0,0,0,1,0,0,0,1,0,0,0,1
"NUP107",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"ACVRL1",0,1,0,1,0,0,0,1,0,1,0,1
"PHLDA1",0,1,0,1,2,1,1.99989728727585,0.5,2,2,1,0.6875
"ZMAT2",0,0,0,1,0,2,0,1,0,2,0,1
"BYSL",0,0,0,1,0,0,0,1,0,0,0,1
"TNRC6C",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CASD1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PTGER1",0,0,0,1,9,6,1.49995100087584,0.303619384765625,9,6,1.49995100087584,0.303619384765625
"PGR",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ANO8",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GPRIN1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PUM2",0,1,0,1,0,0,0,1,0,1,0,1
"FAM208A",0,0,0,1,0,0,0,1,0,0,0,1
"ZBTB47",0,0,0,1,0,0,0,1,0,0,0,1
"SRSF5",1,0,Inf,0.5,0,2,0,1,1,2,0.500025679499842,0.875
"SLC12A7",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"RUVBL1",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"KNDC1",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"USP54",46,56,0.82144089777019,0.861993053753749,1,2,0.500025679499842,0.875,47,58,0.810357928734111,0.879284141217411
"TRAPPC9",2,4,0.500025678084717,0.890625,0,0,0,1,2,4,0.500025678084717,0.890625
"LCAT",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CPN1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"FERMT3",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"CYP4Z1",13,8,1.62493722223108,0.191655158996582,19,21,0.90477417938341,0.682085998685579,32,29,1.10343182912749,0.39907631365286
"SLC30A2",0,1,0,1,0,0,0,1,0,1,0,1
"PRKAG1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TRRAP",0,0,0,1,18,14,1.28568889421847,0.298307447927073,18,14,1.28568889421847,0.298307447927073
"CCL5",3,4,0.750017180487538,0.7734375,0,0,0,1,3,4,0.750017180487538,0.7734375
"KLC4",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"RSPO2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LATS1",0,0,0,1,1,4,0.250037905700928,0.96875,1,4,0.250037905700928,0.96875
"KLHDC7A",12,14,0.857152692292258,0.721401453018188,0,0,0,1,12,14,0.857152692292258,0.721401453018188
"PLIN1",1,3,0.333335894718525,0.9375,1,2,0.500025679499842,0.875,2,5,0.400001107722739,0.9375
"RHD",1,0,Inf,0.5,30,23,1.30432045271301,0.205051358187346,31,23,1.3477939871913,0.170445470610049
"DNHD1",99,130,0.761554827255943,0.982883093858929,0,0,0,1,99,130,0.761554827255943,0.982883093858929
"RAB6A",0,0,0,1,0,2,0,1,0,2,0,1
"NKX2-5",0,0,0,1,0,0,0,1,0,0,0,1
"B4GALNT4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MNT",0,0,0,1,0,0,0,1,0,0,0,1
"WNK1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"KLK13",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"EPS8L1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"NFKBID",0,0,0,1,1,3,0.333335894718525,0.9375,1,3,0.333335894718525,0.9375
"PLAG1",0,0,0,1,0,0,0,1,0,0,0,1
"RNF111",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"RTL6",0,0,0,1,0,2,0,1,0,2,0,1
"RPL26",0,0,0,1,0,2,0,1,0,2,0,1
"CPXM1",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"ZC3H7B",0,0,0,1,0,1,0,1,0,1,0,1
"USP20",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"SLITRK3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"RRP12",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"TSPAN9",0,0,0,1,0,0,0,1,0,0,0,1
"FAM124A",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"PTPRH",81,80,1.01250035159863,0.500000000000001,0,0,0,1,81,80,1.01250035159863,0.500000000000001
"GDF11",0,0,0,1,0,1,0,1,0,1,0,1
"RNF19A",0,0,0,1,20,19,1.05264696295577,0.5,20,19,1.05264696295577,0.5
"ECPAS",0,1,0,1,2,0,Inf,0.25,2,1,1.99989728727585,0.5
"MMP21",8,7,1.1428459396773,0.5,0,1,0,1,8,8,1,0.598190307617187
"C7orf43",0,0,0,1,0,0,0,1,0,0,0,1
"BTK",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"EIF2B1",1,0,Inf,0.5,0,2,0,1,1,2,0.500025679499842,0.875
"MAEA",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"SERPINC1",0,0,0,1,0,0,0,1,0,0,0,1
"MAPK10",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"FST",0,0,0,1,0,0,0,1,0,0,0,1
"SOD3",1,0,Inf,0.5,4,6,0.666688445828066,0.828125,5,6,0.833344859649759,0.7255859375
"PARP14",11,22,0.500025665436527,0.982458983315155,2,4,0.500025678084717,0.890625,13,26,0.500025662647208,0.988148648764763
"SENP6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PCDHGA11",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CHRNA4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"KCTD21",0,0,0,1,0,0,0,1,0,0,0,1
"EXOC3",0,0,0,1,0,0,0,1,0,0,0,1
"KAZALD1",4,8,0.500025675260346,0.927001953125,0,0,0,1,4,8,0.500025675260346,0.927001953125
"POFUT2",0,1,0,1,0,0,0,1,0,1,0,1
"ARPC3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LRP10",3,5,0.600024236462594,0.85546875,0,0,0,1,3,5,0.600024236462594,0.85546875
"COL28A1",29,24,1.20831593876707,0.291566077130589,0,0,0,1,29,24,1.20831593876707,0.291566077130589
"NOL7",0,1,0,1,0,0,0,1,0,1,0,1
"TMEM132A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCTD17",1,0,Inf,0.5,3,4,0.750017180487538,0.7734375,4,4,1,0.63671875
"PCDH1",0,0,0,1,0,0,0,1,0,0,0,1
"SLC15A3",6,8,0.750017178140066,0.78802490234375,12,11,1.09088169146973,0.5,18,19,0.947352989126537,0.628585320635466
"PNPT1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"POU1F1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"IK",1,2,0.500025679499842,0.875,4,3,1.33330279094402,0.5,5,5,1,0.623046875
"RPS5",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"PEG3",6,7,0.857152697824698,0.70947265625,0,0,0,1,6,7,0.857152697824698,0.70947265625
"CACNB4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ZNF462",0,0,0,1,6,4,1.49995099848767,0.376953125,6,4,1.49995099848767,0.376953125
"MDGA1",1,0,Inf,0.5,4,7,0.571453486097286,0.88671875,5,7,0.714305042038473,0.80615234375
"NTSR1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"INPP5K",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"LEPR",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GRHL3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SMU1",0,0,0,1,0,2,0,1,0,2,0,1
"ARHGAP26",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"DLK1",0,0,0,1,0,0,0,1,0,0,0,1
"NAV1",0,0,0,1,13,14,0.928604113376486,0.649445980787277,13,14,0.928604113376486,0.649445980787277
"ACAA1",0,0,0,1,0,0,0,1,0,0,0,1
"LDHA",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MAP3K11",1,0,Inf,0.5,3,3,1,0.65625,4,3,1.33330279094402,0.5
"SYT7",0,0,0,1,5,3,1.66659934587882,0.36328125,5,3,1.66659934587882,0.36328125
"RELL1",0,0,0,1,0,0,0,1,0,0,0,1
"ST13",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ZNF567",0,2,0,1,0,0,0,1,0,2,0,1
"CTDSPL",0,2,0,1,0,0,0,1,0,2,0,1
"CARMIL1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"C17orf75",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ABCC8",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"HBG2",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"ABCA4",8,10,0.80001385430602,0.759658813476562,0,0,0,1,8,10,0.80001385430602,0.759658813476562
"PEX16",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"FAM163B",1,0,Inf,0.5,1,4,0.250037905700928,0.96875,2,4,0.500025678084717,0.890625
"GBA2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"STMN3",1,0,Inf,0.5,0,2,0,1,1,2,0.500025679499842,0.875
"RADX",0,0,0,1,0,2,0,1,0,2,0,1
"KATNA1",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"PPAT",0,0,0,1,30,49,0.612268760252906,0.988090103570999,30,49,0.612268760252906,0.988090103570999
"GPR153",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"WDR1",0,0,0,1,0,0,0,1,0,0,0,1
"RHCE",0,0,0,1,0,2,0,1,0,2,0,1
"TINF2",2,3,0.666688446894727,0.8125,19,14,1.3571097224292,0.243425120832398,21,17,1.23527399692815,0.313551285078574
"NPAS1",0,0,0,1,0,0,0,1,0,0,0,1
"GRK2",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"PRSS12",6,12,0.500025672443798,0.951873779296875,0,0,0,1,6,12,0.500025672443798,0.951873779296875
"BEST4",3,5,0.600024236462594,0.85546875,13,13,1,0.577490508556366,16,18,0.888896482151543,0.69620431936346
"VIM",0,0,0,1,0,0,0,1,0,0,0,1
"PAK3",0,0,0,1,0,1,0,1,0,1,0,1
"FKBP15",2,5,0.400001107722739,0.9375,0,1,0,1,2,6,0.333335983022799,0.96484375
"GRAMD1B",0,0,0,1,0,2,0,1,0,2,0,1
"ANKS1B",0,0,0,1,4,5,0.800013857979829,0.74609375,4,5,0.800013857979829,0.74609375
"PAN2",0,1,0,1,0,0,0,1,0,1,0,1
"CMYA5",24,24,1,0.557283251356743,0,0,0,1,24,24,1,0.557283251356743
"CD5",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"EIF3H",1,3,0.333335894718525,0.9375,0,1,0,1,1,4,0.250037905700928,0.96875
"MYOG",0,0,0,1,0,0,0,1,0,0,0,1
"CAMKV",0,0,0,1,9,8,1.12499038149059,0.5,9,8,1.12499038149059,0.5
"STOML2",0,1,0,1,2,0,Inf,0.25,2,1,1.99989728727585,0.5
"RIPOR1",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"RAD23A",0,0,0,1,0,0,0,1,0,0,0,1
"MAP3K8",0,0,0,1,0,1,0,1,0,1,0,1
"VWF",10,7,1.42853037601686,0.314529418945313,0,2,0,1,10,9,1.1111013014519,0.5
"FOSL2",0,0,0,1,3,5,0.600024236462594,0.85546875,3,5,0.600024236462594,0.85546875
"SLC1A6",0,1,0,1,4,4,1,0.63671875,4,5,0.800013857979829,0.74609375
"SEMA3F",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"ESCO1",0,1,0,1,2,0,Inf,0.25,2,1,1.99989728727585,0.5
"PPP4R4",0,0,0,1,0,0,0,1,0,0,0,1
"SRC",0,1,0,1,6,3,1.99989729858785,0.25390625,6,4,1.49995099848767,0.376953125
"AMDHD2",2,4,0.500025678084717,0.890625,0,1,0,1,2,5,0.400001107722739,0.9375
"RRM1",0,0,0,1,12,12,1,0.580590128898621,12,12,1,0.580590128898621
"SHPRH",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"PLCE1",2,5,0.400001107722739,0.9375,0,0,0,1,2,5,0.400001107722739,0.9375
"IRF6",0,1,0,1,3,0,Inf,0.125,3,1,2.99997694771041,0.3125
"UBXN7",0,0,0,1,0,1,0,1,0,1,0,1
"SEC11C",0,0,0,1,0,2,0,1,0,2,0,1
"ASB16",8,8,1,0.598190307617187,0,0,0,1,8,8,1,0.598190307617187
"PCID2",1,2,0.500025679499842,0.875,0,2,0,1,1,4,0.250037905700928,0.96875
"RNF19B",0,0,0,1,0,0,0,1,0,0,0,1
"CSNK2A2",0,0,0,1,8,6,1.33330279511711,0.395263671875,8,6,1.33330279511711,0.395263671875
"FITM2",0,1,0,1,0,0,0,1,0,1,0,1
"JAKMIP1",0,0,0,1,0,0,0,1,0,0,0,1
"PDE7A",0,0,0,1,0,0,0,1,0,0,0,1
"CSNK1G1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SLC12A9",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"MAPT",2,5,0.400001107722739,0.9375,7,7,1,0.604736328125,9,12,0.750017175800247,0.808344841003418
"NVL",1,4,0.250037905700928,0.96875,0,0,0,1,1,4,0.250037905700928,0.96875
"MSI2",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"CYP2S1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"PACSIN2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NDUFS2",0,0,0,1,0,0,0,1,0,0,0,1
"EIF4A1",0,0,0,1,0,2,0,1,0,2,0,1
"PEAK1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PGRMC2",0,0,0,1,0,0,0,1,0,0,0,1
"PTCHD1",0,0,0,1,0,1,0,1,0,1,0,1
"ZNF525",32,48,0.666688431435414,0.971667786827439,2,3,0.666688446894727,0.8125,34,51,0.666688430445656,0.974874552332354
"PPARD",0,0,0,1,0,2,0,1,0,2,0,1
"HNRNPR",0,0,0,1,2,4,0.500025678084717,0.890625,2,4,0.500025678084717,0.890625
"MAP3K9",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"CBX5",0,0,0,1,0,3,0,1,0,3,0,1
"KLHL31",0,1,0,1,0,3,0,1,0,4,0,1
"CGB3",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"NAP1L1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SLC35G1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"HIST2H2AC",0,0,0,1,0,2,0,1,0,2,0,1
"DUSP7",0,0,0,1,1,4,0.250037905700928,0.96875,1,4,0.250037905700928,0.96875
"DMWD",0,0,0,1,2,4,0.500025678084717,0.890625,2,4,0.500025678084717,0.890625
