"","LoF_pvalue","LoF.Missense_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"TTC32",1,1,1,0.5,0.967741935483871
"WDR35",0.221034169197083,0.221034169197083,0.554671538544579,0.933333333333333,0.995098039215686
"SATB2",1,0.11328125,0.359994401641795,NA,0.98
"C2orf69",1,1,1,0.5,0.983050847457627
"MATN3",0.2265625,0.2265625,0.562947645187978,0.833333333333333,0.989473684210526
"TYW5",0.7255859375,0.7255859375,0.95833631868662,0.9,0.975609756097561
"SPATS2L",0.15087890625,0.15087890625,0.436232818438404,0.666666666666667,0.989010989010989
"LAPTM4A",0.7255859375,0.7255859375,0.95833631868662,0.833333333333333,0.976190476190476
"KCTD18",0.875,0.875,0.991839968546457,0.666666666666667,0.987654320987654
"AOX1",0.869265281856806,0.869265281856806,0.991055369889191,0.96969696969697,0.99581589958159
"BZW1",0.5,0.65625,0.799171875768205,0.5,0.9375
"CLK1",0.221034169197083,0.221034169197083,0.554671538544579,0.875,0.987179487179487
"PPIL3",0.6875,0.6875,0.94510174649097,0.5,0.916666666666667
"NIF3L1",0.569974967045709,0.569974967045709,0.890393711300634,0.923076923076923,0.985074626865672
"ORC2",0.25,0.25,0.596573590279973,0.5,0.987179487179487
"FAM126B",0.5,0.5,0.846573590279973,0.666666666666667,0.984615384615385
"NDUFB3",0.376953125,0.376953125,0.744721574558559,0.376953125,0.888888888888889
"CFLAR",1,0.5,0.710820216562966,1,0.978723404255319
"CASP10",0.849002193405169,0.849002193405169,0.987978341726523,0.94303138704016,0.98876404494382
"CASP8",0.8125,0.8125,0.981206983882324,0.75,0.983870967741935
"ALS2CR12",0.649445980787277,0.649445980787277,0.929769997275352,0.888888888888889,0.989473684210526
"TRAK2",0.425277009606362,0.425277009606362,0.788895034250789,0.916666666666667,0.993589743589744
"STRADB",1,0.75,0.846573590279973,0.5,0.923076923076923
"TMEM237",0.84912109375,0.84912109375,0.987997796615769,0.909090909090909,0.986301369863014
"MPP4",0.134093625527385,0.134093625527385,0.40351682088654,0.933333333333333,0.992753623188406
"ALS2",0.419409871101379,0.419409871101379,0.783837886501247,0.933333333333333,0.995283018867924
"CDK15",0.976237555371734,0.976237555371734,0.999715409899226,0.928571428571429,0.98936170212766
"SDC1",1,1,1,1,0.980392156862745
"FZD7",1,0.0717315673828125,0.260731648355902,NA,0.985507246376812
"SUMO1",1,1,1,NA,0.5
"NOP58",0.875,0.875,0.991839968546457,0.666666666666667,0.984848484848485
"BMPR2",0.9375,0.9375,0.998004863566473,0.75,0.991304347826087
"PUM2",0.96484375,0.96484375,0.999374647028678,0.8,0.990990990990991
"FAM117B",0.5,0.5,0.846573590279973,0.857142857142857,0.986842105263158
"ICA1L",0.0266259570489639,0.0266259570489639,0.123168181589204,0.9,0.983870967741935
"WDR12",0.5,0.5,0.846573590279973,0.647583617650433,0.986486486486487
"CARF",0.982421875,0.982421875,0.99984459147403,0.888888888888889,0.989473684210526
"NBEAL1",0.120822361570376,0.120822361570376,0.376172436182854,0.970588235294118,0.997448979591837
"CYP20A1",0.61279296875,0.61279296875,0.912894926227959,0.857142857142857,0.986666666666667
"ABI2",0.5,0.5,0.846573590279973,0.5,0.978723404255319
"RAPH1",1,1,1,1,0.994708994708995
"CD28",1,1,1,NA,0.964285714285714
"CTLA4",1,1,1,NA,0.958333333333333
"ICOS",1,1,1,NA,0.961538461538462
"RHOB",0.5,0.74609375,0.790989031355153,0.5,0.916666666666667
"PARD3B",0.572232224047184,0.572232224047184,0.891658193510179,0.941176470588235,0.995412844036697
"NRP2",0.5,0.6875,0.799171875768205,0.5,0.993865030674847
"INO80D",1,1,1,NA,0.993333333333333
"NDUFS1",0.7734375,0.7734375,0.972141648161857,0.857142857142857,0.992
"EEF1B2",0.5,0.5,0.846573590279973,0.5,0.857142857142857
"GPR1",0.5,0.5,0.846573590279973,0.888888888888889,0.981132075471698
"HS1BP3",0.9375,0.9375,0.998004863566473,0.75,0.989473684210526
"ZDBF2",0.75,0.75,0.965761554338836,0.75,0.997252747252747
"ADAM23",0.875,0.6875,0.799171875768205,0.666666666666667,0.99009900990099
"DYTN",0.171875,0.171875,0.474544779940224,0.8,0.990476190476191
"GDF7",0.1875,0.1875,0.501370581294688,0.5,NA
"MDH1B",0.5,0.5,0.846573590279973,0.650499514455984,0.990740740740741
"FASTKD2",0.63671875,0.63671875,0.924150940307291,0.75,0.991525423728814
"CPO",0.048126220703125,0.048126220703125,0.194137715072778,0.888888888888889,0.984126984126984
"KLF7",1,0.5,0.846573590279973,NA,0.96
"CREB1",0.5,0.25,0.596573590279973,0.5,0.952380952380952
"METTL21A",0.0820747008915536,0.0820747008915536,0.28727175020682,0.502071830397053,0.972222222222222
"CCNYL1",0.875,0.875,0.991839968546457,0.666666666666667,0.96551724137931
"PLEKHM3",0.11328125,0.360050065908582,0.293956263536167,0.521093473542436,0.991071428571429
"CRYGD",0.5,0.5,0.846573590279973,0.5,0.961538461538462
"CRYGC",0.401809692382813,0.401809692382813,0.768170409534163,0.833333333333333,0.983333333333333
"CRYGB",0.890625,0.890625,0.993787710702062,0.8,0.971428571428571
"CRYGA",0.395263671875,0.395263671875,0.762148286844367,0.75,0.981481481481482
"C2orf80",0.994688987731934,0.994688987731934,0.999985871540008,0.833333333333333,0.975609756097561
"IDH1",0.5,0.5,0.846573590279973,0.875,0.983333333333333
"PIKFYVE",0.74827766418457,0.74827766418457,0.965264090059308,0.944444444444444,0.996428571428571
"PTH2R",0.686448714921426,0.686448714921426,0.944707032666472,0.916666666666667,0.993055555555556
"MAP2",1,0.890625,0.846573590279973,0.666666666666667,0.996527777777778
"UNC80",0.668188095092773,0.668188095092773,0.937591890140844,0.944444444444444,0.997690531177829
"RPE",0.5,0.5,0.846573590279973,0.5,0.941176470588235
"APOB",0.623046875,0.623046875,0.917831237498511,0.9,0.998171846435101
"KANSL1L",0.96875,0.96875,0.99950655149225,0.8,0.993710691823899
"ACADL",0.923070027918584,0.923070027918584,0.996961947458061,0.857142857142857,0.987179487179487
"MYL1",0.5,0.5,0.846573590279973,0.5,0.96875
"LANCL1",0.890625,0.890625,0.993787710702062,0.666666666666667,0.9875
"CPS1",0.5,0.5,0.846573590279973,0.888888888888889,0.995670995670996
"ERBB4",1,1,1,0.5,0.994871794871795
"IKZF2",0.65625,0.376953125,0.529996579809782,0.704486748789003,0.987179487179487
"SPAG16",0.950564125203527,0.950564125203527,0.998757398048165,0.944444444444444,0.992537313432836
"VWC2L",1,1,1,NA,0.962962962962963
"BARD1",0.78802490234375,0.78802490234375,0.975752597798862,0.888888888888889,0.993710691823899
"ABCA12",0.844747670460492,0.844747670460492,0.987271225943862,0.952380952380952,0.997282608695652
"ATIC",0.312703414470825,0.312703414470825,0.676221163581186,0.958333333333333,0.991869918699187
"FN1",0.85546875,0.85546875,0.989012310590666,0.857142857142857,0.997596153846154
"MREG",0.5,0.5,0.846573590279973,0.666666666666667,0.974358974358974
"PECR",0.65625,0.65625,0.932671336456324,0.8,0.983606557377049
"TMEM169",0.3125,0.3125,0.675984628064276,0.666666666666667,0.981132075471698
"XRCC5",1,0.5,0.846573590279973,NA,0.984615384615385
"MARCH4",0.1875,0.1875,0.501370581294688,0.577979130377369,0.988095238095238
"SMARCAL1",0.868412017822266,0.868412017822266,0.990935402771002,0.9,0.993506493506494
"RPL37A",0.7734375,0.7734375,0.972141648161857,0.7734375,0.928571428571429
"IGFBP2",1,1,1,NA,0.972972972972973
"IGFBP5",1,1,1,NA,0.972972972972973
"TNP1",1,1,1,NA,0.928571428571429
"TNS1",0.85546875,0.85546875,0.989012310590666,0.8,0.997340425531915
"RUFY4",0.285794094204903,0.285794094204903,0.643746532403461,0.9,0.991666666666667
"CXCR2",0.5,0.5,0.846573590279973,0.5,0.971428571428571
"CXCR1",1,1,1,NA,0.981481481481482
"ARPC2",1,0.696380615234375,0.90889616702116,1,0.961538461538462
"GPBAR1",0.314529418945313,0.314529418945313,0.678338572906542,0.875,0.990196078431373
"AAMP",0.75,0.74609375,0.895984313305336,0.5,0.983333333333333
"PNKD",0.9375,0.9375,0.998004863566473,0.857142857142857,0.986666666666667
"TMBIM1",0.109375,0.109375,0.351418914689539,0.5,0.980769230769231
"SLC11A1",0.11328125,0.11328125,0.359994401641795,0.9,0.991803278688525
"CTDSP1",1,0.876105718314647,0.991986918310966,NA,0.976190476190476
"VIL1",0.580590128898621,0.580590128898621,0.896262920888688,0.933333333333333,0.993975903614458
"USP37",1,1,1,NA,0.991596638655462
"PLCD4",0.387724827340785,0.387724827340785,0.755078359172428,0.9375,0.993710691823899
"ZNF142",0.658255385882331,0.658255385882331,0.933512971053683,0.9375,0.997093023255814
"BCS1L",0.868412017822266,0.868412017822266,0.990935402771002,0.909090909090909,0.983606557377049
"RNF25",0.98046875,0.98046875,0.999808011102705,0.8,0.98936170212766
"STK36",0.912267375504598,0.912267375504598,0.996033733665709,0.95,0.995762711864407
"TTLL4",0.873565134916198,0.873565134916198,0.991647191891232,0.888888888888889,0.995454545454545
"CYP27A1",0.894980192184448,0.894980192184448,0.994281549301932,0.923076923076923,0.992481203007519
"PRKAG3",0.91021728515625,0.91021728515625,0.995843184690498,0.833333333333333,0.989583333333333
"SH3YL1",0.153728127479553,0.153728127479553,0.44159475222858,0.857142857142857,0.980769230769231
"WNT6",0.5,0.975479125976562,0.844320866936202,0.666666666666667,0.975
"WNT10A",0.5,0.5,0.638136350381498,0.8,0.991379310344828
"FEV",0.03515625,0.03515625,0.152857717985508,0.248915905202732,NA
"CRYBA2",0.298307447927073,0.298307447927073,0.659149271073366,0.75,0.975
"IHH",1,0.923070027918584,0.996961947458061,NA,0.987654320987654
"NHEJ1",0.9375,0.9375,0.998004863566473,0.75,0.981818181818182
"SLC23A3",0.9375,0.9375,0.998004863566473,0.75,0.985507246376812
"CNPPD1",0.7734375,0.7734375,0.972141648161857,0.8,0.986301369863014
"ZFAND2B",0.875,0.875,0.991839968546457,0.666666666666667,0.980392156862745
"ABCB6",0.9027474170663,0.9027474170663,0.995109744131223,0.96875,0.994974874371859
"ATG9A",0.5,0.224981268145112,0.394696970635648,0.666666666666667,0.992307692307692
"ANKZF1",0.584094047546386,0.584094047546386,0.898157485258433,0.923076923076923,0.994047619047619
"GLB1L",0.61279296875,0.61279296875,0.912894926227959,0.9,0.9921875
"STK16",0.623046875,0.623046875,0.917831237498511,0.857142857142857,0.983606557377049
"TUBA4A",0.125,0.80615234375,0.379829432521451,0.352416382349567,0.944444444444444
"DNAJB2",0.14453125,0.14453125,0.424092197960576,0.75,0.984375
"PTPRN",0.65625,0.7734375,0.932671336456324,0.833333333333333,0.994318181818182
"DNPEP",0.5,0.5,0.846573590279973,0.909090909090909,0.989795918367347
"DES",0.5,0.649445980787277,0.737010541053832,0.75,0.988505747126437
"SPEG",0.7255859375,0.628585320635466,0.783498066901415,0.9,0.998357963875205
"GMPPA",0.828125,0.828125,0.984302062496877,0.857142857142857,0.985714285714286
"ASIC4",0.133905832423294,0.133905832423294,0.403139372224578,0.909090909090909,0.992424242424242
"CHPF",0.166152954101563,0.415905952453613,0.454970669796492,0.8,0.993243243243243
"TMEM198",0.96875,0.96875,0.99950655149225,0.666666666666667,0.986486486486487
"OBSL1",0.879177638429624,0.815899191336652,0.800893679298237,0.962962962962963,0.997938144329897
"INHA",0.5,0.5,0.846573590279973,0.5,0.986666666666667
"STK11IP",0.134093625527385,0.134093625527385,0.40351682088654,0.941176470588235,NA
"SLC4A3",0.2265625,0.2265625,0.562947645187978,0.857142857142857,0.995024875621891
"EPHA4",0.03125,0.0625,0.111408233794957,0.5,0.991452991452991
"PAX3",1,0.5,0.73113183388026,1,0.986666666666667
"SGPP2",0.875,0.875,0.991839968546457,0.666666666666667,0.985915492957746
"FARSB",0.8125,0.8125,0.981206983882324,0.8,0.989583333333333
"MOGAT1",0.879177638429624,0.879177638429624,0.99238785730763,0.909090909090909,0.984615384615385
"ACSL3",0.75,0.75,0.965761554338836,0.666666666666667,0.988235294117647
"KCNE4",0.25,0.8125,0.596573590279973,0.5,0.962962962962963
"SCG2",1,1,1,1,0.990654205607477
"AP1S3",1,1,1,0.5,0.966666666666667
"WDFY1",0.875,0.875,0.991839968546457,0.5,0.989010989010989
"MRPL44",0.9375,0.9375,0.998004863566473,0.75,0.985074626865672
"SERPINE2",0.75,0.75,0.965761554338836,0.5,0.983050847457627
"FAM124B",0.0625,0.0625,0.235786795139986,0.5,0.98780487804878
"CUL3",1,0.105019807815552,0.341693108412613,NA,0.976744186046512
"DOCK10",0.98046875,0.98046875,0.999808011102705,0.888888888888889,0.996884735202492
"NYAP2",1,1,1,NA,0.990196078431373
"IRS1",1,1,1,0.75,0.99601593625498
"RHBDD1",0.953857421875,0.953857421875,0.998918668699296,0.888888888888889,0.983606557377049
"COL4A4",0.933099746704102,0.933099746704102,0.997710535009733,0.947368421052632,0.996644295302013
"COL4A3",0.924205183982849,0.924205183982849,0.997052119202726,0.947368421052632,0.9957805907173
"MFF",0.5,0.5,0.846573590279973,0.5,0.979166666666667
"TM4SF20",0.65625,0.65625,0.932671336456324,0.75,0.975
"AGFG1",0.75,0.7734375,0.911211500812047,0.5,0.985074626865672
"C2orf83",1,1,1,1,0.928571428571429
"SLC19A3",0.14453125,0.14453125,0.424092197960576,0.8,0.985294117647059
"CCL20",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"DAW1",0.5,0.5,0.846573590279973,0.857142857142857,0.985507246376812
"SPHKAP",0.5,0.5,0.846573590279973,0.8,0.997245179063361
"PID1",1,1,1,NA,0.973684210526316
"DNER",0.125,0.125,0.38493019270998,0.125,0.992957746478873
"TRIP12",1,0.5,0.846573590279973,NA,0.994535519125683
"FBXO36",0.820358276367187,0.820358276367187,0.98280079177685,0.8,0.958333333333333
"SLC16A14",0.8125,0.8125,0.981206983882324,0.75,0.986486486486487
"SP110",0.5,0.5,0.846573590279973,0.715694166316085,0.992592592592593
"SP140",0.427767775952816,0.5,0.714869045457456,0.875,0.990291262135922
"SP140L",0.5,0.5,0.846573590279973,0.8,0.979591836734694
"SP100",0.5,0.5,0.846573590279973,0.8,0.992424242424242
"CAB39",1,1,1,NA,0.952380952380952
"ITM2C",0.0625,0.0625,0.235786795139986,0.8,0.986111111111111
"GPR55",0.875,0.875,0.991839968546457,0.5,0.983050847457627
"PSMD1",1,0.3125,0.675984628064276,NA,0.988372093023256
"HTR2B",0.419409871101379,0.419409871101379,0.783837886501247,0.888888888888889,0.98876404494382
"ARMC9",0.0669002532958985,0.0669002532958985,0.24783550231517,0.916666666666667,0.991935483870968
"B3GNT7",0.5,0.5,0.846573590279973,0.5,0.983870967741935
"NCL",0.933099746704102,0.931977026164532,0.957077532240473,0.88671875,0.990825688073395
"NMUR1",0.34375,0.34375,0.710820216562966,0.8,0.989130434782609
"PTMA",1,1,1,NA,0.569757346661478
"PDE6D",0.875,0.8125,0.932671336456324,0.666666666666667,0.909090909090909
"COPS7B",1,1,1,NA,0.958333333333333
"NPPC",1,1,1,NA,0.956521739130435
"DIS3L2",0.1875,0.1875,0.501370581294688,0.577979130377369,0.992857142857143
"ALPP",1,0.875,0.846573590279973,0.5,0.956521739130435
"ALPI",0.998291015625,0.998291015625,0.999998538853607,0.888888888888889,0.99009900990099
"ECEL1",0.979305267333984,0.744312109207385,0.458164612176857,0.933333333333333,0.993243243243243
"PRSS56",0.303619384765625,0.303619384765625,0.665527736157895,0.8,NA
"CHRND",0.105019807815552,0.105019807815552,0.341693108412613,0.916666666666667,0.991150442477876
"CHRNG",0.678015521814813,0.678015521814813,0.941482249649899,0.888888888888889,0.991525423728814
"TIGD1",0.74827766418457,0.74827766418457,0.965264090059308,0.888888888888889,NA
"EIF4E2",1,0.3125,0.675984628064276,NA,0.96
"EFHD1",0.75,0.875,0.965761554338836,0.5,0.982456140350877
"GIGYF2",0.6875,0.6875,0.94510174649097,0.666666666666667,0.994285714285714
"KCNJ13",1,1,1,NA,0.977777777777778
"NGEF",0.125,0.34375,0.351418914689539,0.5,0.989010989010989
"NEU2",0.75,0.75,0.965761554338836,0.5,0.987654320987654
"INPP5D",0.85546875,0.592735290527344,0.687425696973921,0.666666666666667,0.992857142857143
"ATG16L1",0.5,0.5,0.846573590279973,0.5,0.985714285714286
"SAG",0.166152954101563,0.166152954101563,0.464372003001887,0.909090909090909,0.98936170212766
"DGKD",0.2744140625,0.2744140625,0.629263589151039,0.9,0.995305164319249
"USP40",0.140304858849177,0.140304858849177,0.415854855110903,0.956521739130435,0.995049504950495
"UGT1A8",0.5,0.5,0.846573590279973,0.647583617650433,NA
"UGT1A10",0.347002047038066,0.347002047038066,0.714277549806725,0.5175811108844,0.96875
"UGT1A9",0.75,0.75,0.965761554338836,0.75,0.954545454545455
"UGT1A7",0.7734375,0.7734375,0.972141648161857,0.666666666666667,0.952380952380952
"UGT1A6",0.323802947998047,0.323802947998047,0.68892967141513,0.933333333333333,0.992
"UGT1A5",1,1,1,NA,0.956521739130435
"UGT1A4",0.572232224047184,0.572232224047184,0.891658193510179,0.666666666666667,0.96875
"UGT1A3",1,1,1,NA,0.96
"UGT1A1",0.9375,0.9375,0.998004863566473,0.75,0.979591836734694
"MROH2A",0.570386092170015,0.570386092170015,0.890624682329278,0.972972972972973,0.996794871794872
"HJURP",0.1875,0.1875,0.501370581294688,0.397367092861923,0.994082840236686
"TRPM8",0.837995699956082,0.837995699956082,0.986104995594383,0.962962962962963,0.995049504950495
"SPP2",0.5,0.5,0.846573590279972,0.75,0.979166666666667
"ARL4C",1,0.828125,0.964627606010508,1,0.941176470588235
"SH3BP4",0.961593627929688,0.961593627929688,0.999252847807013,0.923076923076923,0.994708994708995
"AGAP1",1,1,1,NA,0.992592592592593
"GBX2",0.5,0.5,0.846573590279973,0.666666666666667,NA
"ASB18",0.722001141119513,0.858457380208626,0.918245998379458,0.933333333333333,0.990476190476191
"IQCA1",0.696380615234375,0.696380615234375,0.948372143625449,0.923076923076923,0.992248062015504
"ACKR3",1,1,1,NA,0.987951807228916
"KLHL29",1,1,1,0.5,NA
"COPS8",1,1,1,NA,0.952380952380952
"COL6A3",0.819202695973217,0.819202695973217,0.982571156277177,0.947368421052632,0.998603351955307
"MLPH",0.2265625,0.2265625,0.562947645187978,0.8,0.993055555555556
"ATAD2B",0.875,0.875,0.991839968546457,0.666666666666667,0.993464052287582
"PRLH",0.75,0.75,0.965761554338836,0.75,0.970588235294118
"RAB17",1,1,1,1,0.981818181818182
"LRRFIP1",0.3125,0.3125,0.675984628064276,0.602416382349567,0.989010989010989
"RBM44",0.9375,0.9375,0.998004863566473,0.8,0.993006993006993
"RAMP1",0.95343017578125,0.95343017578125,0.99889838943692,0.666666666666667,0.970588235294118
"UBE2F",1,1,1,NA,0.954545454545455
"SCLY",0.88671875,0.88671875,0.993326663783525,0.833333333333333,0.991452991452991
"ESPNL",0.933099746704102,0.933099746704102,0.997710535009733,0.9,0.99622641509434
"KLHL30",0.96804267168045,0.96804267168045,0.999483836449706,0.888888888888889,0.993939393939394
"ILKAP",0.25,0.34375,0.474544779940224,0.5,0.979591836734694
"HES6",0.7255859375,0.7255859375,0.95833631868662,0.5,0.964285714285714
"PER2",0.2265625,0.2265625,0.562947645187978,0.833333333333333,0.996
"TRAF3IP1",0.171875,0.171875,0.474544779940224,0.9,0.992537313432836
"ASB1",0.34375,0.34375,0.710820216562966,0.666666666666667,0.984615384615385
"TWIST2",1,0.5,0.846573590279973,NA,0.909090909090909
"HDAC4",1,0.5,0.846573590279973,NA,0.995283018867924
"UBXN2A",0.96875,0.96875,0.99950655149225,0.8,0.967741935483871
"NDUFA10",0.6875,0.6875,0.94510174649097,0.75,0.985507246376812
"OR6B2",1,0.5,0.846573590279973,NA,0.9375
"OR6B3",1,0.98046875,0.999808011102705,NA,0.958333333333333
"MFSD2B",0.997909545898438,0.997909545898438,0.999997813476684,0.909090909090909,0.989247311827957
"OTOS",0.5,0.5,0.846573590279973,0.542793668041,0.96
"GPC1",0.5,0.5,0.846573590279973,0.5,0.993670886075949
"ANKMY1",0.670630961488171,0.670630961488171,0.938572358535886,0.956521739130435,0.995762711864407
"FKBP1B",1,0.875,0.991839968546457,NA,0.909090909090909
"DUSP28",0.125,0.125,0.38493019270998,0.5,0.981818181818182
"RNPEPL1",0.125,0.0625,0.235786795139986,0.5,0.985915492957746
"CAPN10",0.0384063720703125,0.0384063720703125,0.16359316675956,0.463648407892234,0.992647058823529
"GPR35",0.75,0.75,0.965761554338836,0.75,0.9875
"AQP12B",1,1,1,NA,0.933333333333333
"AQP12A",1,1,1,NA,0.666666666666667
"KIF1A",0.5,0.63206059957156,0.718325160585908,0.666666666666667,0.99609375
"TP53I3",0.260145796787537,0.260145796787537,0.610435506611131,0.9,0.981132075471698
"AGXT",0.9375,0.9375,0.998004863566473,0.75,0.989583333333333
"SNED1",0.0384063720703125,0.0835342407226563,0.147631420219294,0.909090909090909,0.99601593625498
"PASK",0.371414679364534,0.371414679364534,0.739277188268338,0.9375,0.996774193548387
"PPP1R7",1,0.676197052001953,0.940773178585611,NA,0.977272727272727
"ANO7",0.985334202733267,0.985334202733267,0.999891927572198,0.956521739130435,0.996240601503759
"PFN4",0.7734375,0.7734375,0.972141648161857,0.5,0.944444444444444
"HDLBP",0.109375,0.376953125,0.336072951974026,0.75,0.993006993006993
"SEPT2",0.3125,0.0546875,0.149574542035011,0.75,0.972222222222222
"FARP2",0.744312109207385,0.744312109207385,0.964103627329236,0.954545454545455,0.996415770609319
"FAM228B",0.395263671875,0.395263671875,0.762148286844367,0.666666666666667,NA
"STK25",1,1,1,NA,0.981481481481482
"BOK",0.5,0.927001953125,0.843850685424466,0.75,0.983050847457627
"THAP4",0.875,0.875,0.991839968546457,0.666666666666667,0.989795918367347
"ATG4B",1,1,1,NA,0.981818181818182
"DTYMK",0.11328125,0.11328125,0.359994401641795,0.833333333333333,0.978723404255319
"ING5",0.5,0.875,0.846573590279973,0.5,0.961538461538462
"D2HGDH",0.34375,0.34375,0.710820216562966,0.833333333333333,0.990825688073395
"FAM228A",0.5,0.5,0.846573590279973,0.666666666666667,0.966666666666667
"GAL3ST2",0.98046875,0.98046875,0.999808011102705,0.666666666666667,0.990196078431373
"NEU4",0.9713134765625,0.9713134765625,0.999584549827424,0.75,0.992647058823529
"PDCD1",1,1,1,NA,0.981818181818182
"ITSN2",0.56603029978578,0.56603029978578,0.888162484292338,0.96551724137931,0.996062992125984
"NCOA1",0.75,0.401809692382813,0.656893919350701,0.5,0.995260663507109
"PTRHD1",0.894943237304688,0.894943237304688,0.994277448258596,0.833333333333333,0.964285714285714
"CENPO",0.772750854492188,0.772750854492188,0.971964936893604,0.8,0.979166666666667
"ADCY3",0.890625,0.933750918018632,0.978813839020422,0.8,0.994708994708995
"DNAJC27",0.85546875,0.85546875,0.989012310590666,0.833333333333333,0.98
"EFR3B",0.36328125,0.36328125,0.73113183388026,0.875,NA
"POMC",0.685470581054688,0.685470581054688,0.94433833825164,0.75,0.984848484848485
"DNMT3A",1,0.96728515625,0.972141648161857,0.75,0.987654320987654
"DTNB",0.951873779296875,0.951873779296875,0.998822895274565,0.928571428571429,0.991735537190083
"ASXL2",1,0.74827766418457,0.902740215925116,0.5,0.992957746478873
"KIF3C",1,1,1,1,0.990476190476191
"RAB10",1,1,1,NA,0.666666666666667
"HADHA",0.80615234375,0.80615234375,0.979864100213396,0.9,0.989247311827957
"HADHB",0.8665771484375,0.8665771484375,0.990674583064462,0.875,0.985507246376812
"DRC1",0.15283870993156,0.15283870993156,0.439926678021585,0.941176470588235,0.993333333333333
"OTOF",0.882310068894472,0.882310068894472,0.9927856414177,0.977777777777778,0.997899159663866
"ACP1",0.25,0.25,0.596573590279973,0.5,0.947368421052632
"C2orf70",0.912267375504598,0.912267375504598,0.996033733665709,0.75,0.980769230769231
"CIB4",0.14453125,0.14453125,0.424092197960576,0.430242653338522,0.976744186046512
"SLC35F6",1,1,1,1,0.981818181818182
"CENPA",1,0.125,0.38493019270998,NA,0.928571428571429
"DPYSL5",1,0.729371905326843,0.959540905305555,NA,0.986111111111111
"MAPRE3",1,0.6875,0.846573590279973,1,0.96551724137931
"TMEM214",0.5,0.5,0.846573590279973,0.833333333333333,0.991666666666667
"AGBL5",0.96484375,0.96484375,0.999374647028678,0.857142857142857,0.994535519125683
"EMILIN1",0.6875,0.29052734375,0.47925312284622,0.75,0.995433789954338
"KHK",0.592735290527344,0.592735290527344,0.902740215925116,0.833333333333333,0.986486486486487
"CGREF1",0.5,0.5,0.846573590279973,0.5,0.976190476190476
"ABHD1",0.43731465619021,0.43731465619021,0.799018616746631,0.9,0.98876404494382
"PREB",0.3125,0.3125,0.675984628064276,0.666666666666667,0.985294117647059
"TCF23",0.75,0.75,0.965761554338836,0.75,0.982142857142857
"SLC5A6",0.00048828125,0.00048828125,0.00421123973933564,0.00777914852447684,0.990384615384615
"ATRAID",0.9375,0.9375,0.998004863566473,0.666666666666667,0.984126984126984
"CAD",0.5,0.432083120220341,0.596573590279973,0.666666666666667,0.996875
"SLC30A3",0.3125,0.3125,0.675984628064276,0.75,0.984126984126984
"DNAJC5G",0.25,0.25,0.596573590279973,0.5,0.971428571428571
"TRIM54",0.970268312373115,0.970268312373115,0.999553566736796,0.9,0.988505747126437
"UCN",0.927001953125,0.925193607807159,0.968701862567713,0.994105049943109,0.96969696969697
"MPV17",0.0625,0.0625,0.235786795139986,0.8,0.962962962962963
"GTF3C2",0.8125,0.696380615234375,0.850850239566097,0.75,0.991304347826087
"EIF2B4",0.9375,0.9375,0.998004863566473,0.666666666666667,0.988888888888889
"SNX17",0.875,0.74609375,0.892763648757896,0.666666666666667,0.98780487804878
"ZNF513",1,1,1,1,0.990990990990991
"PPM1G",0.25,0.5,0.596573590279973,0.5,0.979166666666667
"NRBP1",1,0.1875,0.501370581294688,NA,0.96551724137931
"KRTCAP3",0.854392381727052,0.854392381727052,0.98884360591371,0.791502674765417,0.981132075471698
"IFT172",0.574722990393638,0.574722990393638,0.893043152193041,0.954545454545455,0.997005988023952
"FNDC4",0.9375,0.9375,0.998004863566473,0.666666666666667,0.962962962962963
"GCKR",0.43731465619021,0.43731465619021,0.799018616746631,0.916666666666667,0.992857142857143
"C2orf16",1,1,1,NA,0.996969696969697
"ZNF512",1,1,1,1,0.982142857142857
"CCDC121",1,1,1,NA,0.928571428571429
"GPN1",0.85546875,0.85546875,0.989012310590666,0.833333333333333,0.985714285714286
"SUPT7L",0.3125,0.3125,0.675984628064276,0.666666666666667,0.985915492957746
"SLC4A1AP",0.885238528251648,0.885238528251648,0.993147464357723,0.923076923076923,0.99236641221374
"MRPL33",0.875,0.875,0.991839968546457,0.5,0.857142857142857
"RBKS",0.500000000000001,0.500000000000001,0.846573590279973,0.916666666666667,0.978260869565217
"FOSL2",1,0.61279296875,0.912894926227959,NA,0.975609756097561
"PLB1",0.872937722844951,0.872937722844951,0.991562157616092,0.970588235294118,0.996960486322188
"PPP1CB",1,0.75,0.965761554338836,NA,0.8
"SPDYA",1,1,1,NA,0.970588235294118
"TRMT61B",0.96875,0.96875,0.99950655149225,0.666666666666667,0.98936170212766
"WDR43",1,1,1,1,0.989247311827957
"CLIP4",0.63671875,0.63671875,0.924150940307291,0.8,0.991803278688525
"ALK",0.11328125,0.11328125,0.359994401641795,0.875,0.996815286624204
"YPEL5",1,0.5,0.846573590279973,NA,0.75
"LBH",1,1,1,1,0.941176470588235
"LCLAT1",0.91015625,0.91015625,0.995837440948945,0.833333333333333,0.985915492957746
"CAPN13",0.686448714921426,0.686448714921426,0.944707032666472,0.9375,0.994413407821229
"GALNT14",0.778965830802917,0.778965830802917,0.97354222328446,0.923076923076923,0.989690721649485
