"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"ATP2A1",10,12,0.833339669879168,0.738266468048096,0,0,0,1,10,12,0.833339669879168,0.738266468048096
"RABEP2",3,7,0.428557766080607,0.9453125,0,0,0,1,3,7,0.428557766080607,0.9453125
"CD19",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"NFATC2IP",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"FLYWCH2",0,0,0,1,0,0,0,1,0,0,0,1
"SPNS1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LAT",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"FLYWCH1",9,8,1.12499491149791,0.5,0,0,0,1,9,8,1.12499491149791,0.5
"SLX1B",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SULT1A4",0,0,0,1,0,2,0,1,0,2,0,1
"KREMEN2",3,2,1.49997155670705,0.5,16,15,1.06669380145899,0.5,19,17,1.11764232910394,0.43396970021422
"SPN",0,0,0,1,0,0,0,1,0,0,0,1
"QPRT",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"PAQR4",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PKMYT1",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"C16orf54",0,0,0,1,0,0,0,1,0,0,0,1
"ZG16",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"KIF22",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"MAZ",0,0,0,1,12,5,2.4000704303545,0.0717315673828125,12,5,2.4000704303545,0.0717315673828125
"PRRT2",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"PAGR1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MVP",13,16,0.812507231671348,0.77087084017694,0,0,0,1,13,16,0.812507231671348,0.77087084017694
"CDIPT",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SEZ6L2",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"ASPHD1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCTD13",1,2,0.500014255100735,0.875,2,2,1,0.6875,3,4,0.750009838248499,0.7734375
"TMEM219",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TAOK2",3,2,1.49997155670705,0.5,6,1,5.99957559160261,0.0625,9,3,3.00007917498088,0.072998046875
"HIRIP3",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"INO80E",0,0,0,1,0,0,0,1,0,0,0,1
"DOC2A",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"C16orf92",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"FAM57B",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"ALDOA",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"PPP4C",0,0,0,1,3,8,0.374991007688416,0.96728515625,3,8,0.374991007688416,0.96728515625
"TBX6",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"YPEL3",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"GDPD3",17,11,1.54542318873047,0.172464225441218,0,0,0,1,17,11,1.54542318873047,0.172464225441218
"MAPK3",0,1,0,1,0,0,0,1,0,1,0,1
"CLDN9",0,2,0,1,0,0,0,1,0,2,0,1
"CLDN6",0,0,0,1,0,0,0,1,0,0,0,1
"CORO1A",2,0,Inf,0.25,13,13,1,0.577490508556366,15,13,1.15383959501654,0.425277009606362
"SLX1A",0,2,0,1,0,11,0,1,0,13,0,1
"SULT1A3",0,0,0,1,0,0,0,1,0,0,0,1
"TNFRSF12A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"HCFC1R1",0,0,0,1,0,0,0,1,0,0,0,1
"THOC6",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"CD2BP2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"TBC1D10B",1,0,Inf,0.5,6,8,0.750009838798097,0.78802490234375,7,8,0.875004583473351,0.696380615234375
"MYLPF",0,0,0,1,0,0,0,1,0,0,0,1
"SEPT1",4,7,0.571442807317693,0.88671875,0,0,0,1,4,7,0.571442807317693,0.88671875
"ZNF48",0,2,0,1,0,0,0,1,0,2,0,1
"ZNF771",1,0,Inf,0.5,10,9,1.11110522650381,0.5,11,9,1.22221178418982,0.411901473999024
"DCTPP1",2,7,0.285751805602504,0.98046875,0,0,0,1,2,7,0.285751805602504,0.98046875
"SEPHS2",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"MMP25",23,27,0.851857398001002,0.760056169150836,0,0,0,1,23,27,0.851857398001002,0.760056169150836
"ITGAL",4,2,1.99994297987752,0.34375,2,0,Inf,0.25,6,2,3.00007958303127,0.14453125
"ZNF768",3,1,3.0000799907165,0.3125,1,1,1,0.75,4,2,1.99994297987752,0.34375
"ZNF747",0,1,0,1,0,0,0,1,0,1,0,1
"ZNF764",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF688",0,1,0,1,0,0,0,1,0,1,0,1
"ZNF785",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF689",0,0,0,1,20,20,1,0.56268534380979,20,20,1,0.56268534380979
"PRR14",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"IL32",0,0,0,1,0,0,0,1,0,0,0,1
"FBRS",0,0,0,1,50,49,1.020410568445,0.5,50,49,1.020410568445,0.5
"SRCAP",0,4,0,1,0,0,0,1,0,4,0,1
"PHKG2",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"RNF40",5,2,2.50006680582914,0.2265625,2,6,0.33332449100887,0.96484375,7,8,0.875004583473351,0.696380615234375
"ZNF629",0,0,0,1,18,32,0.562514296822105,0.983580431217866,18,32,0.562514296822105,0.983580431217866
"BCL7C",3,0,Inf,0.125,4,1,3.99955850143943,0.1875,7,1,6.99954948592764,0.03515625
"ZSCAN10",6,2,3.00007958303127,0.14453125,19,16,1.18749159425066,0.36793940042844,25,18,1.38886772115467,0.180188826467884
"CTF1",1,6,0.166678456622776,0.9921875,0,0,0,1,1,6,0.166678456622776,0.9921875
"FBXL19",0,1,0,1,30,22,1.36361686690752,0.165874881684746,30,23,1.30433222520607,0.205051358187346
"ORAI3",5,0,Inf,0.03125,0,0,0,1,5,0,Inf,0.03125
"SETD1A",0,0,0,1,5,2,2.50006680582914,0.2265625,5,2,2.50006680582914,0.2265625
"HSD3B7",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"STX1B",0,0,0,1,1,5,0.200016783456664,0.984375,1,5,0.200016783456664,0.984375
"STX4",7,2,3.49954044171834,0.08984375,0,2,0,1,7,4,1.74995640367567,0.2744140625
"ZNF668",3,0,Inf,0.125,20,24,0.833339669026123,0.774309583801937,23,24,0.958322522567274,0.614566502713486
"ZNF646",3,8,0.374991007688416,0.96728515625,0,0,0,1,3,8,0.374991007688416,0.96728515625
"PRSS53",18,10,1.79995359526141,0.0924666710197926,0,0,0,1,18,10,1.79995359526141,0.0924666710197926
"VKORC1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"BCKDK",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"KAT8",2,1,1.99994298122268,0.5,9,8,1.12499491149791,0.5,11,9,1.22221178418982,0.411901473999024
"PRSS8",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF205",0,1,0,1,9,5,1.79995360406146,0.21197509765625,9,6,1.49997155234536,0.303619384765625
"PRSS36",31,25,1.23998848147855,0.252201880011413,9,8,1.12499491149791,0.5,40,33,1.21211137893559,0.241394278422011
"FUS",1,0,Inf,0.5,14,14,1,0.574722990393638,15,14,1.07145949984087,0.5
"PYCARD",1,2,0.500014255100735,0.875,4,11,0.363627807590893,0.982421875,5,13,0.384605946666382,0.98455810546875
"TRIM72",0,3,0,1,0,0,0,1,0,3,0,1
"ITGAM",10,17,0.588249390087331,0.938960939645767,0,0,0,1,10,17,0.588249390087331,0.938960939645767
"ITGAX",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"ZNF213",5,3,1.66662789881154,0.36328125,2,1,1.99994298122268,0.5,7,4,1.74995640367567,0.2744140625
"ITGAD",18,11,1.63632666600268,0.132465448230505,0,0,0,1,18,11,1.63632666600268,0.132465448230505
"COX6A2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"ARMC5",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"TGFB1I1",3,7,0.428557766080607,0.9453125,36,32,1.12499491617746,0.358150380077169,39,39,1,0.545026774062736
"SLC5A2",15,16,0.937476151668111,0.639949934091419,0,0,0,1,15,16,0.937476151668111,0.639949934091419
"C16orf58",27,27,1,0.554038424447625,0,0,0,1,27,27,1,0.554038424447625
"AHSP",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF720",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ZNF267",15,14,1.07145949984087,0.5,0,0,0,1,15,14,1.07145949984087,0.5
"OR1F1",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF200",3,11,0.272761075584696,0.9935302734375,0,0,0,1,3,11,0.272761075584696,0.9935302734375
"TP53TG3D",6,3,1.99994297853116,0.25390625,3,7,0.428557766080607,0.9453125,9,10,0.900004766557158,0.676197052001953
"MEFV",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"ZNF263",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"TIGD7",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF75A",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"OR2C1",0,0,0,1,0,0,0,1,0,0,0,1
"ZSCAN32",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF174",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ZNF597",0,0,0,1,0,0,0,1,0,0,0,1
"NAA60",0,0,0,1,0,0,0,1,0,0,0,1
"C16orf90",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"CLUAP1",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"NLRC3",8,17,0.47060227138717,0.978357374668121,0,0,0,1,8,17,0.47060227138717,0.978357374668121
"SLX4",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"DNASE1",18,21,0.857148180830522,0.73880130975158,0,0,0,1,18,21,0.857148180830522,0.73880130975158
"TRAP1",24,31,0.774202407429458,0.859695141150823,0,0,0,1,24,31,0.774202407429458,0.859695141150823
"MRPL28",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"TMEM8A",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"CREBBP",0,0,0,1,4,2,1.99994297987752,0.34375,4,2,1.99994297987752,0.34375
"ADCY9",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"NME4",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"DECR2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"SRL",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"TFAP4",0,1,0,1,8,4,1.99994297718361,0.19384765625,8,5,1.59996525139297,0.29052734375
"RAB11FIP3",1,1,1,0.75,12,12,1,0.580590128898621,13,13,1,0.577490508556366
"GLIS2",0,1,0,1,0,0,0,1,0,1,0,1
"PAM16",0,0,0,1,0,0,0,1,0,0,0,1
"CORO7",31,29,1.06899451696461,0.448710913495715,0,0,0,1,31,29,1.06899451696461,0.448710913495715
"VASN",0,0,0,1,0,0,0,1,0,0,0,1
"DNAJA3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"NMRAL1",8,6,1.33331584236617,0.395263671875,0,0,0,1,8,6,1.33331584236617,0.395263671875
"HMOX2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CDIP1",0,1,0,1,0,0,0,1,0,1,0,1
"C16orf96",17,23,0.739140698601187,0.865906374472615,0,0,0,1,17,23,0.739140698601187,0.865906374472615
"UBALD1",0,1,0,1,0,1,0,1,0,2,0,1
"MGRN1",4,8,0.500014256110559,0.927001953125,0,0,0,1,4,8,0.500014256110559,0.927001953125
"SHCBP1",8,7,1.14285115631106,0.5,0,0,0,1,8,7,1.14285115631106,0.5
"VPS35",5,6,0.833339670308138,0.7255859375,0,1,0,1,5,7,0.714296885722386,0.80615234375
"ORC6",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"MYLK3",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"C16orf87",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GPT2",2,1,1.99994298122268,0.5,7,5,1.39997810432657,0.38720703125,9,6,1.49997155234536,0.303619384765625
"NUDT16L1",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"DNAJA2",1,0,Inf,0.5,1,1,1,0.75,2,1,1.99994298122268,0.5
"ANKS3",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"NETO2",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"ITFG1",0,1,0,1,0,0,0,1,0,1,0,1
"C16orf71",1,7,0.142866337613651,0.99609375,0,0,0,1,1,7,0.142866337613651,0.99609375
"POLR3K",0,0,0,1,0,0,0,1,0,0,0,1
"PHKB",20,11,1.81813441081036,0.0748063921928405,0,0,0,1,20,11,1.81813441081036,0.0748063921928405
"ZNF500",0,0,0,1,0,0,0,1,0,0,0,1
"SEPT12",9,6,1.49997155234536,0.303619384765625,0,0,0,1,9,6,1.49997155234536,0.303619384765625
"SMIM22",6,12,0.500014256785272,0.951873779296875,0,0,0,1,6,12,0.500014256785272,0.951873779296875
"ROGDI",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"GLYR1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"ABCC12",58,54,1.07403697119511,0.388482375684836,0,0,0,1,58,54,1.07403697119511,0.388482375684836
"ABCC11",18,23,0.782617202123124,0.825555560275461,0,0,0,1,18,23,0.782617202123124,0.825555560275461
"LONP2",35,42,0.833339667758755,0.818984101130169,4,2,1.99994297987752,0.34375,39,44,0.886367753477723,0.744795029159381
"SIAH1",0,0,0,1,4,1,3.99955850143943,0.1875,4,1,3.99955850143943,0.1875
"UBN1",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"N4BP1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"PPL",12,21,0.571442811897032,0.959928343771026,0,0,0,1,12,21,0.571442811897032,0.959928343771026
"CBLN1",0,0,0,1,4,3,1.33331584334321,0.5,4,3,1.33331584334321,0.5
"C16orf78",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"ZNF423",1,0,Inf,0.5,6,5,1.19999087482567,0.5,7,5,1.39997810432657,0.38720703125
"SEC14L5",19,13,1.46151250581364,0.188542793737724,0,0,0,1,19,13,1.46151250581364,0.188542793737724
"CNEP1R1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"HEATR3",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"NAGPA",7,10,0.700011654785446,0.833847045898437,3,3,1,0.65625,10,13,0.769239832262526,0.797563552856445
"ADCY7",14,15,0.93330639202743,0.644464448094368,0,0,0,1,14,15,0.93330639202743,0.644464448094368
"BRD7",0,0,0,1,0,0,0,1,0,0,0,1
"C16orf89",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"NKD1",0,2,0,1,0,0,0,1,0,2,0,1
"SNX20",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"NOD2",12,22,0.545468897302121,0.97119366354309,0,0,0,1,12,22,0.545468897302121,0.97119366354309
"ALG1",4,9,0.444428746304954,0.953857421875,0,0,0,1,4,9,0.444428746304954,0.953857421875
"CYLD",3,1,3.0000799907165,0.3125,6,3,1.99994297853116,0.25390625,9,4,2.25007947463828,0.1334228515625
"SALL1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"TOX3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CHD9",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"RBL2",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"AKTIP",0,0,0,1,0,0,0,1,0,0,0,1
"RPGRIP1L",16,19,0.842111224063888,0.750220083398745,0,0,0,1,16,19,0.842111224063888,0.750220083398745
"FTO",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"IRX5",0,2,0,1,0,0,0,1,0,2,0,1
"CAPN15",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"IRX6",6,10,0.600013958522591,0.894943237304688,0,0,0,1,6,10,0.600013958522591,0.894943237304688
"SNRNP25",4,9,0.444428746304954,0.953857421875,0,0,0,1,4,9,0.444428746304954,0.953857421875
"MMP2",0,0,0,1,0,0,0,1,0,0,0,1
"LPCAT2",2,4,0.500014255437044,0.890625,5,5,1,0.623046875,7,9,0.777786485980489,0.772750854492188
"CAPNS2",4,12,0.333324581722545,0.989364624023438,0,0,0,1,4,12,0.333324581722545,0.989364624023438
"SLC6A2",1,1,1,0.75,6,5,1.19999087482567,0.5,7,6,1.16665941848379,0.5
"CES1",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"CES5A",34,47,0.723415110826675,0.940363165844118,0,0,0,1,34,47,0.723415110826675,0.940363165844118
"GNAO1",1,0,Inf,0.5,3,1,3.0000799907165,0.3125,4,1,3.99955850143943,0.1875
"AMFR",0,1,0,1,0,0,0,1,0,1,0,1
"NUDT21",0,0,0,1,1,2,0.500014255100735,0.875,1,2,0.500014255100735,0.875
"OGFOD1",6,2,3.00007958303127,0.14453125,0,0,0,1,6,2,3.00007958303127,0.14453125
"BBS2",23,12,1.91661396850359,0.0447655394673348,0,0,0,1,23,12,1.91661396850359,0.0447655394673348
"MT4",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"MT3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MT2A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MT1E",0,0,0,1,0,0,0,1,0,0,0,1
"MT1M",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MT1A",0,1,0,1,0,0,0,1,0,1,0,1
"MT1B",0,0,0,1,0,0,0,1,0,0,0,1
"MT1F",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"MT1G",0,0,0,1,0,0,0,1,0,0,0,1
"MT1H",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"MT1X",26,19,1.36840124052506,0.185649017235506,0,0,0,1,26,19,1.36840124052506,0.185649017235506
"NUP93",2,7,0.285751805602504,0.98046875,0,0,0,1,2,7,0.285751805602504,0.98046875
"SLC12A3",30,25,1.19999087728241,0.295026665888318,0,0,0,1,30,25,1.19999087728241,0.295026665888318
"HERPUD1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CETP",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"NLRC5",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"CPNE2",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"FAM192A",0,1,0,1,0,0,0,1,0,1,0,1
"RSPRY1",1,2,0.500014255100735,0.875,9,7,1.28569989068322,0.401809692382813,10,9,1.11110522650381,0.5
"ARL2BP",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"PLLP",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CCL22",0,2,0,1,0,0,0,1,0,2,0,1
"CX3CL1",0,0,0,1,0,0,0,1,0,0,0,1
"PIGQ",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"CCL17",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CIAPIN1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"COQ9",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"POLR2C",2,1,1.99994298122268,0.5,1,1,1,0.75,3,2,1.49997155670705,0.5
"DOK4",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"CCDC102A",1,0,Inf,0.5,9,16,0.562514291788201,0.94612392783165,10,16,0.625013576836536,0.915681228041649
"KATNB1",0,4,0,1,2,1,1.99994298122268,0.5,2,5,0.399989311352963,0.9375
"KIFC3",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"CNGB1",17,10,1.69995926362378,0.123894281685352,0,0,0,1,17,10,1.69995926362378,0.123894281685352
"TEPP",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ZNF319",0,0,0,1,10,20,0.500014258138283,0.978613027371466,10,20,0.500014258138283,0.978613027371466
"USB1",12,4,3.0000787665651,0.0384063720703125,0,0,0,1,12,4,3.0000787665651,0.0384063720703125
"MMP15",3,0,Inf,0.125,3,6,0.500014255773652,0.91015625,6,6,1,0.61279296875
"CSNK2A2",0,1,0,1,19,15,1.26665348417908,0.30379568063654,19,16,1.18749159425066,0.36793940042844
"CCDC113",23,35,0.657155753528073,0.956525550135044,0,0,0,1,23,35,0.657155753528073,0.956525550135044
"PRSS54",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"RHBDF1",7,5,1.39997810432657,0.38720703125,6,8,0.750009838798097,0.78802490234375,13,13,1,0.577490508556366
"GINS3",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"NDRG4",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"SETD6",8,8,1,0.598190307617187,0,0,0,1,8,8,1,0.598190307617187
"CNOT1",1,1,1,0.75,13,13,1,0.577490508556366,14,14,1,0.574722990393638
"SLC38A7",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"GOT2",0,0,0,1,0,0,0,1,0,0,0,1
"RAB40C",0,0,0,1,12,14,0.857148181600067,0.721401453018188,12,14,0.857148181600067,0.721401453018188
"CDH8",1,0,Inf,0.5,2,1,1.99994298122268,0.5,3,1,3.0000799907165,0.3125
"WFIKKN1",0,0,0,1,0,0,0,1,0,0,0,1
"CDH11",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"WDR90",50,40,1.24998786255383,0.171416559710394,0,0,0,1,50,40,1.24998786255383,0.171416559710394
"CDH5",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"BEAN1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"TK2",0,3,0,1,0,0,0,1,0,3,0,1
"CKLF",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CMTM1",0,0,0,1,0,0,0,1,0,0,0,1
"CMTM2",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"CMTM3",0,2,0,1,0,0,0,1,0,2,0,1
"CMTM4",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"DYNC1LI2",0,1,0,1,0,0,0,1,0,1,0,1
"NAE1",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"RHOT2",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"CA7",1,1,1,0.75,1,6,0.166678456622776,0.9921875,2,7,0.285751805602504,0.98046875
"PDP2",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"CDH16",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"RRAD",1,1,1,0.75,1,0,Inf,0.5,2,1,1.99994298122268,0.5
"CES2",9,13,0.692319593933029,0.856860637664795,0,0,0,1,9,13,0.692319593933029,0.856860637664795
"CES3",9,7,1.28569989068322,0.401809692382813,0,0,0,1,9,7,1.28569989068322,0.401809692382813
"CES4A",2,1,1.99994298122268,0.5,3,4,0.750009838248499,0.7734375,5,5,1,0.623046875
"CBFB",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"C16orf70",0,2,0,1,0,0,0,1,0,2,0,1
"B3GNT9",0,0,0,1,18,10,1.79995359526141,0.0924666710197926,18,10,1.79995359526141,0.0924666710197926
"TRADD",2,1,1.99994298122268,0.5,2,2,1,0.6875,4,3,1.33331584334321,0.5
"FBXL8",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"HSF4",8,9,0.888892909451939,0.685470581054688,0,0,0,1,8,9,0.888892909451939,0.685470581054688
"NOL3",23,18,1.27776388927709,0.266354627618057,0,0,0,1,23,18,1.27776388927709,0.266354627618057
"KIAA0895L",1,1,1,0.75,21,14,1.49997154360033,0.155252329539508,22,15,1.46664037384413,0.162004300043918
"EXOC3L1",11,11,1,0.584094047546386,5,9,0.555569875658781,0.91021728515625,16,20,0.800007767904675,0.797483876929619
"E2F4",0,1,0,1,2,3,0.666679308369914,0.8125,2,4,0.500014255437044,0.890625
"ELMO3",27,25,1.07996712429735,0.444941982638269,0,0,0,1,27,25,1.07996712429735,0.444941982638269
"LRRC29",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"TMEM208",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"FHOD1",20,15,1.33331583942326,0.249779916601255,1,2,0.500014255100735,0.875,21,17,1.2352828875421,0.313551285078574
"SLC9A5",4,1,3.99955850143943,0.1875,1,1,1,0.75,5,2,2.50006680582914,0.2265625
"PLEKHG4",11,5,2.19993285834997,0.105056762695313,0,0,0,1,11,5,2.19993285834997,0.105056762695313
"KCTD19",21,19,1.10525178162137,0.43731465619021,0,0,0,1,21,19,1.10525178162137,0.43731465619021
"LRRC36",20,8,2.50006557011993,0.0178490690886974,0,0,0,1,20,8,2.50006557011993,0.0178490690886974
"TPPP3",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"ZDHHC1",2,8,0.250027633643813,0.9892578125,4,2,1.99994297987752,0.34375,6,10,0.600013958522591,0.894943237304688
"HSD11B2",0,3,0,1,0,0,0,1,0,3,0,1
"ATP6V0D1",1,0,Inf,0.5,13,6,2.16660119491642,0.0835342407226563,14,6,2.33340727412974,0.0576591491699219
"AGRP",0,0,0,1,0,0,0,1,0,0,0,1
"CTCF",0,0,0,1,0,1,0,1,0,1,0,1
"RHBDL1",1,0,Inf,0.5,12,9,1.33331584138716,0.331811904907227,13,9,1.44441961308513,0.261733531951904
"ACD",2,5,0.399989311352963,0.9375,2,1,1.99994298122268,0.5,4,6,0.666679309338813,0.828125
"PARD6A",2,0,Inf,0.25,2,5,0.399989311352963,0.9375,4,5,0.800007767854906,0.74609375
"ENKD1",12,9,1.33331584138716,0.331811904907227,0,0,0,1,12,9,1.33331584138716,0.331811904907227
